ФИО автора,название,год издания,количество страниц
Чехов Антон Павлович,Ионыч,1186,162
Бунин Иван Алексеевич,Тихий Дон,1621,610
Толстой Алексей Николаевич,Маленькая печальная повесть,1469,16
Тургенев Иван Сергеевич,Ионыч,1323,1374
Толстой Лев Николаевич,Тихий Дон,1221,865
Некрасов Николай Алексеевич,Дом с мезонином,1307,1781
Чехов Антон Павлович,Антоновские яблоки,1303,341
Шолохов Михаил Александрович,Пётр Первый,1549,1514
Некрасов Николай Алексеевич,Отцы и дети,1923,210
Пушкин Александр Сергеевич,Тарас Бульба,1477,1315
Бунин Иван Алексеевич,Ася,1910,502
Некрасов Виктор Платонович,Хождение по мукам,1176,416
Шолохов Михаил Александрович,Братья Карамазовы,2023,1688
Булгаков Михаил Афанасьевич,Евгений Онегин,1699,639
Некрасов Николай Алексеевич,Морфий,1253,1201
Шолохов Михаил Александрович,Детство,1877,523
Толстой Лев Николаевич,Маленькая печальная повесть,1407,443
Чехов Антон Павлович,Белая гвардия,1644,1542
Чехов Антон Павлович,Хождение по мукам,1623,331
Толстой Алексей Николаевич,Шинель,1915,1092
Гоголь Николай Васильевич,Собачье сердце,1828,1362
Гоголь Николай Васильевич,Преступление и наказание,1780,143
Толстой Лев Николаевич,Воскресение,1925,81
Тургенев Иван Сергеевич,Собачье сердце,1513,744
Толстой Лев Николаевич,Судьба человека,1643,352
Булгаков Михаил Афанасьевич,Кому на Руси жить хорошо,1547,1672
Булгаков Михаил Афанасьевич,Лёгкое дыхание,1579,255
Бунин Иван Алексеевич,Пётр Первый,1168,1695
Бунин Иван Алексеевич,Идиот,1979,1959
Тургенев Иван Сергеевич,Маленькая печальная повесть,1142,494
Некрасов Виктор Платонович,Записки охотника,1475,447
Бунин Иван Алексеевич,Медный всадник,1488,336
Некрасов Виктор Платонович,Отцы и дети,1933,164
Чехов Антон Павлович,Ревизор,1730,591
Некрасов Николай Алексеевич,Митина любовь,1543,973
Толстой Лев Николаевич,Братья Карамазовы,1337,1527
Некрасов Виктор Платонович,Судьба человека,1304,153
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1587,1366
Булгаков Михаил Афанасьевич,В окопах Сталинграда,2009,1716
Некрасов Николай Алексеевич,Дом с мезонином,1963,1438
Бунин Иван Алексеевич,Дом с мезонином,1428,1101
Толстой Лев Николаевич,Крестьянские дети,1201,581
Гоголь Николай Васильевич,Хамелеон,1888,1041
Толстой Алексей Николаевич,Тёмные аллеи,1640,836
Чехов Антон Павлович,Ася,1308,613
Толстой Лев Николаевич,Тарас Бульба,1338,1835
Шолохов Михаил Александрович,Мастер и Маргарита,1777,332
Достоевский Фёдор Михайлович,Листопад,1958,722
Толстой Лев Николаевич,Лёгкое дыхание,1354,356
Толстой Лев Николаевич,Преступление и наказание,1936,1640
Чехов Антон Павлович,Аэлита,1811,724
Толстой Лев Николаевич,Дом с мезонином,1431,860
Бунин Иван Алексеевич,Анна Каренина,1616,654
Толстой Алексей Николаевич,Собачье сердце,1908,631
Чехов Антон Павлович,Детство,1835,27
Толстой Лев Николаевич,Медный всадник,1943,781
Чехов Антон Павлович,Лёгкое дыхание,1400,1354
Шолохов Михаил Александрович,Тарас Бульба,1513,375
Толстой Алексей Николаевич,Мастер и Маргарита,1434,1357
Достоевский Фёдор Михайлович,Листопад,1943,1808
Достоевский Фёдор Михайлович,Листопад,1988,1294
Тургенев Иван Сергеевич,Преступление и наказание,1372,1203
Толстой Лев Николаевич,Хождение по мукам,1325,1122
Шолохов Михаил Александрович,Преступление и наказание,1456,365
Толстой Алексей Николаевич,Хождение по мукам,1283,1925
Тургенев Иван Сергеевич,Мастер и Маргарита,1649,128
Шолохов Михаил Александрович,Медный всадник,1963,820
Гоголь Николай Васильевич,Ионыч,1814,1655
Достоевский Фёдор Михайлович,Белая гвардия,1505,697
Шолохов Михаил Александрович,Рядовой Лютиков,1930,1018
Бунин Иван Алексеевич,Тёмные аллеи,1728,1568
Гоголь Николай Васильевич,Кому на Руси жить хорошо,1919,1489
Чехов Антон Павлович,Рядовой Лютиков,1597,1192
Тургенев Иван Сергеевич,Судьба человека,1449,1798
Толстой Лев Николаевич,Рядовой Лютиков,1823,718
Шолохов Михаил Александрович,В окопах Сталинграда,1771,1406
Толстой Лев Николаевич,Записки охотника,1558,1930
Достоевский Фёдор Михайлович,Хождение по мукам,1891,223
Пушкин Александр Сергеевич,Морфий,1378,1999
Бунин Иван Алексеевич,Тихий Дон,1442,644
Пушкин Александр Сергеевич,Идиот,1900,922
Пушкин Александр Сергеевич,Вий,1625,683
Чехов Антон Павлович,Шинель,1662,1688
Достоевский Фёдор Михайлович,Вий,1549,334
Некрасов Виктор Платонович,Аэлита,1338,206
Булгаков Михаил Афанасьевич,Война и мир,1850,428
Бунин Иван Алексеевич,Хамелеон,1511,849
Чехов Антон Павлович,Первая любовь,1183,1363
Пушкин Александр Сергеевич,Морфий,1668,173
Чехов Антон Павлович,Тарас Бульба,1453,1854
Чехов Антон Павлович,Кому на Руси жить хорошо,1896,193
Шолохов Михаил Александрович,Рядовой Лютиков,1949,254
Некрасов Николай Алексеевич,Идиот,1816,1490
Бунин Иван Алексеевич,Тёмные аллеи,1266,237
Бунин Иван Алексеевич,Аэлита,1528,132
Некрасов Виктор Платонович,Дама с собачкой,1145,79
Чехов Антон Павлович,Отцы и дети,1959,823
Пушкин Александр Сергеевич,Хождение по мукам,1558,1643
Тургенев Иван Сергеевич,Анна Каренина,1468,1394
Некрасов Николай Алексеевич,Кому на Руси жить хорошо,1604,930
Тургенев Иван Сергеевич,Антоновские яблоки,1250,342
Некрасов Виктор Платонович,Митина любовь,1315,1229
Толстой Лев Николаевич,Судьба человека,1241,661
Пушкин Александр Сергеевич,Аэлита,1359,1368
Чехов Антон Павлович,Дом с мезонином,1289,1307
Шолохов Михаил Александрович,Крестьянские дети,1212,238
Некрасов Николай Алексеевич,Шинель,1221,358
Бунин Иван Алексеевич,Братья Карамазовы,1597,1490
Чехов Антон Павлович,Вишнёвый сад,1401,420
Шолохов Михаил Александрович,Белая гвардия,1744,1763
Чехов Антон Павлович,Донские рассказы,1782,1372
Пушкин Александр Сергеевич,Ася,1595,514
Чехов Антон Павлович,Преступление и наказание,1201,1044
Достоевский Фёдор Михайлович,Лёгкое дыхание,1619,1637
Шолохов Михаил Александрович,Лёгкое дыхание,1783,1572
Толстой Алексей Николаевич,Преступление и наказание,1227,1432
Некрасов Виктор Платонович,Записки охотника,1912,1741
Шолохов Михаил Александрович,Вишнёвый сад,1727,1402
Достоевский Фёдор Михайлович,Детство,1848,111
Достоевский Фёдор Михайлович,Шинель,1395,1902
Чехов Антон Павлович,Ася,1130,768
Толстой Лев Николаевич,Идиот,1634,342
Достоевский Фёдор Михайлович,Тарас Бульба,1874,835
Некрасов Виктор Платонович,Ионыч,1810,994
Шолохов Михаил Александрович,Бесы,1599,1748
Шолохов Михаил Александрович,Братья Карамазовы,1490,336
Чехов Антон Павлович,Тарас Бульба,1253,1042
Чехов Антон Павлович,Аэлита,1475,58
Толстой Алексей Николаевич,Отцы и дети,1267,766
Булгаков Михаил Афанасьевич,Дама с собачкой,1398,580
Тургенев Иван Сергеевич,Дама с собачкой,1503,739
Чехов Антон Павлович,Воскресение,1642,909
Булгаков Михаил Афанасьевич,Дама с собачкой,1431,283
Достоевский Фёдор Михайлович,Медный всадник,1481,617
Гоголь Николай Васильевич,Ася,1459,1686
Достоевский Фёдор Михайлович,Тёмные аллеи,1745,1538
Тургенев Иван Сергеевич,Дама с собачкой,1920,919
Некрасов Виктор Платонович,Братья Карамазовы,1232,1643
Достоевский Фёдор Михайлович,Мертвые души,1327,1887
Пушкин Александр Сергеевич,Шинель,1523,1945
Толстой Лев Николаевич,Собачье сердце,1886,1726
Бунин Иван Алексеевич,Записки охотника,1718,1952
Гоголь Николай Васильевич,Хождение по мукам,1949,868
Пушкин Александр Сергеевич,Маленькая печальная повесть,1420,1944
Некрасов Виктор Платонович,Дом с мезонином,1144,1634
Бунин Иван Алексеевич,Хамелеон,1624,1764
Достоевский Фёдор Михайлович,Мастер и Маргарита,1762,523
Булгаков Михаил Афанасьевич,Евгений Онегин,1324,1260
Достоевский Фёдор Михайлович,Дом с мезонином,1981,468
Пушкин Александр Сергеевич,Аэлита,1991,777
Некрасов Виктор Платонович,Хождение по мукам,1941,1857
Бунин Иван Алексеевич,Ревизор,1233,1698
Тургенев Иван Сергеевич,Бесы,1623,723
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1794,354
Некрасов Николай Алексеевич,Русские женщины,1392,1960
Толстой Лев Николаевич,Хождение по мукам,1496,1598
Чехов Антон Павлович,Воскресение,1953,417
Тургенев Иван Сергеевич,Записки охотника,1458,440
Некрасов Виктор Платонович,Крестьянские дети,1821,1146
Достоевский Фёдор Михайлович,Собачье сердце,1380,1164
Толстой Лев Николаевич,Донские рассказы,1839,1000
Тургенев Иван Сергеевич,Бесы,1275,968
Толстой Лев Николаевич,Мастер и Маргарита,1769,429
Пушкин Александр Сергеевич,Анна Каренина,1531,1372
Чехов Антон Павлович,Хамелеон,1553,1537
Тургенев Иван Сергеевич,Первая любовь,1647,1655
Чехов Антон Павлович,Тёмные аллеи,1607,995
Шолохов Михаил Александрович,Морфий,1521,1684
Некрасов Виктор Платонович,Медный всадник,1946,322
Чехов Антон Павлович,Шинель,1773,308
Пушкин Александр Сергеевич,Братья Карамазовы,1335,941
Бунин Иван Алексеевич,В окопах Сталинграда,1645,781
Толстой Лев Николаевич,Кому на Руси жить хорошо,1123,645
Толстой Алексей Николаевич,Идиот,1453,738
Бунин Иван Алексеевич,Хождение по мукам,1852,1598
Гоголь Николай Васильевич,Ревизор,1674,546
Некрасов Николай Алексеевич,Белые ночи,1126,357
Булгаков Михаил Афанасьевич,Шинель,1353,47
Тургенев Иван Сергеевич,Лёгкое дыхание,1626,857
Гоголь Николай Васильевич,Преступление и наказание,1105,83
Толстой Алексей Николаевич,Ионыч,1271,1412
Бунин Иван Алексеевич,Судьба человека,1580,209
Достоевский Фёдор Михайлович,Шинель,1998,1801
Толстой Алексей Николаевич,Воскресение,1442,310
Шолохов Михаил Александрович,Ревизор,1246,335
Чехов Антон Павлович,Воскресение,1979,1509
Некрасов Николай Алексеевич,Железная дорога,1616,1785
Толстой Алексей Николаевич,Листопад,1227,569
Пушкин Александр Сергеевич,Вишнёвый сад,1667,1669
Шолохов Михаил Александрович,Шинель,1153,959
Бунин Иван Алексеевич,Хамелеон,1151,1248
Бунин Иван Алексеевич,Отцы и дети,1698,1763
Бунин Иван Алексеевич,Аэлита,2016,435
Пушкин Александр Сергеевич,Преступление и наказание,1752,1071
Толстой Лев Николаевич,Ионыч,1302,443
Булгаков Михаил Афанасьевич,Преступление и наказание,1277,1035
Пушкин Александр Сергеевич,Мертвые души,1793,733
Толстой Алексей Николаевич,Хождение по мукам,1608,1184
Достоевский Фёдор Михайлович,Евгений Онегин,1466,1596
Толстой Лев Николаевич,Ионыч,1123,1715
Некрасов Виктор Платонович,Белая гвардия,1261,1931
Булгаков Михаил Афанасьевич,Кому на Руси жить хорошо,1465,353
Тургенев Иван Сергеевич,Отцы и дети,1922,187
Бунин Иван Алексеевич,Собачье сердце,1445,1964
Пушкин Александр Сергеевич,Шинель,1231,1629
Толстой Лев Николаевич,Тёмные аллеи,1711,1995
Чехов Антон Павлович,Евгений Онегин,1846,593
Бунин Иван Алексеевич,Русские женщины,1197,892
Бунин Иван Алексеевич,Тарас Бульба,1426,970
Некрасов Николай Алексеевич,Листопад,1973,1212
Пушкин Александр Сергеевич,Тихий Дон,1414,1400
Шолохов Михаил Александрович,Хамелеон,1126,639
Толстой Алексей Николаевич,Воскресение,1154,69
Булгаков Михаил Афанасьевич,Идиот,1217,1849
Некрасов Николай Алексеевич,Ионыч,1817,1228
Бунин Иван Алексеевич,Дама с собачкой,1384,1934
Некрасов Николай Алексеевич,Братья Карамазовы,1276,1267
Некрасов Виктор Платонович,Братья Карамазовы,1454,1879
Толстой Лев Николаевич,Судьба человека,1425,1407
Тургенев Иван Сергеевич,Братья Карамазовы,2019,380
Булгаков Михаил Афанасьевич,Ионыч,1729,106
Пушкин Александр Сергеевич,Судьба человека,1319,1612
Достоевский Фёдор Михайлович,Ревизор,1905,877
Гоголь Николай Васильевич,В окопах Сталинграда,1821,1265
Некрасов Николай Алексеевич,Анна Каренина,1951,278
Тургенев Иван Сергеевич,Маленькая печальная повесть,1318,839
Некрасов Николай Алексеевич,Воскресение,1593,120
Достоевский Фёдор Михайлович,Тарас Бульба,1943,1123
Пушкин Александр Сергеевич,Детство,2012,1415
Бунин Иван Алексеевич,Первая любовь,1171,843
Булгаков Михаил Афанасьевич,Отцы и дети,1583,1315
Бунин Иван Алексеевич,Русские женщины,1334,1707
Шолохов Михаил Александрович,Ионыч,1928,230
Тургенев Иван Сергеевич,Детство,1818,1397
Некрасов Виктор Платонович,Ионыч,1323,1255
Гоголь Николай Васильевич,Бесы,1850,1836
Пушкин Александр Сергеевич,Детство,1373,434
Некрасов Николай Алексеевич,Аэлита,1327,196
Толстой Алексей Николаевич,Бесы,1239,601
Толстой Лев Николаевич,Листопад,1356,1262
Пушкин Александр Сергеевич,Ревизор,1736,939
Булгаков Михаил Афанасьевич,Маленькая печальная повесть,1616,166
Достоевский Фёдор Михайлович,Железная дорога,1881,996
Чехов Антон Павлович,Ася,2003,319
Толстой Лев Николаевич,Евгений Онегин,1784,356
Гоголь Николай Васильевич,Хождение по мукам,1612,798
Шолохов Михаил Александрович,Ревизор,1648,994
Толстой Лев Николаевич,Вий,1889,50
Некрасов Николай Алексеевич,Ася,2005,1926
Достоевский Фёдор Михайлович,Рядовой Лютиков,1240,1460
Гоголь Николай Васильевич,Судьба человека,1309,958
Чехов Антон Павлович,Белые ночи,1910,571
Некрасов Николай Алексеевич,Маленькая печальная повесть,1111,782
Толстой Алексей Николаевич,Вишнёвый сад,1741,62
Пушкин Александр Сергеевич,Отцы и дети,1850,1398
Некрасов Виктор Платонович,Записки охотника,1868,1228
Некрасов Виктор Платонович,Хамелеон,1616,675
Достоевский Фёдор Михайлович,Листопад,1651,1128
Пушкин Александр Сергеевич,Белая гвардия,1615,1193
Толстой Алексей Николаевич,Дом с мезонином,1555,927
Шолохов Михаил Александрович,Кому на Руси жить хорошо,1362,1965
Шолохов Михаил Александрович,Мертвые души,1904,1530
Бунин Иван Алексеевич,Крестьянские дети,1388,1959
Бунин Иван Алексеевич,Листопад,1785,129
Достоевский Фёдор Михайлович,Кому на Руси жить хорошо,1915,26
Достоевский Фёдор Михайлович,Ася,1685,1593
Некрасов Николай Алексеевич,Братья Карамазовы,1570,1836
Пушкин Александр Сергеевич,Судьба человека,1343,1699
Некрасов Виктор Платонович,Рядовой Лютиков,1226,337
Булгаков Михаил Афанасьевич,Маленькая печальная повесть,1748,1741
Толстой Алексей Николаевич,Шинель,1853,750
Тургенев Иван Сергеевич,Листопад,1222,331
Шолохов Михаил Александрович,Бесы,1224,1720
Толстой Алексей Николаевич,Белые ночи,1814,1820
Пушкин Александр Сергеевич,Анна Каренина,1397,563
Шолохов Михаил Александрович,Мертвые души,1349,707
Достоевский Фёдор Михайлович,Идиот,1189,1846
Бунин Иван Алексеевич,Война и мир,1116,1659
Тургенев Иван Сергеевич,Аэлита,1161,145
Булгаков Михаил Афанасьевич,Тихий Дон,1344,108
Булгаков Михаил Афанасьевич,Записки охотника,1889,1770
Толстой Лев Николаевич,Собачье сердце,1382,490
Булгаков Михаил Афанасьевич,Аэлита,1353,649
Некрасов Николай Алексеевич,Отцы и дети,1585,1628
Тургенев Иван Сергеевич,Судьба человека,1195,736
Достоевский Фёдор Михайлович,Собачье сердце,1222,877
Булгаков Михаил Афанасьевич,Мертвые души,1503,826
Чехов Антон Павлович,Тарас Бульба,1937,1705
Булгаков Михаил Афанасьевич,Митина любовь,1532,1770
Некрасов Виктор Платонович,Судьба человека,1815,605
Толстой Лев Николаевич,Отцы и дети,1915,1932
Чехов Антон Павлович,Вишнёвый сад,2021,1020
Толстой Лев Николаевич,Мертвые души,1554,1160
Некрасов Николай Алексеевич,Мертвые души,1449,1168
Толстой Алексей Николаевич,Донские рассказы,1894,403
Гоголь Николай Васильевич,Ася,1804,449
Достоевский Фёдор Михайлович,Судьба человека,1949,1169
Некрасов Виктор Платонович,Митина любовь,1298,1666
Достоевский Фёдор Михайлович,Вишнёвый сад,1918,1649
Чехов Антон Павлович,Записки охотника,1894,160
Булгаков Михаил Афанасьевич,Рядовой Лютиков,1955,1039
Бунин Иван Алексеевич,Дама с собачкой,1458,31
Некрасов Виктор Платонович,Аэлита,1133,1613
Пушкин Александр Сергеевич,Аэлита,1177,1090
Достоевский Фёдор Михайлович,Тёмные аллеи,1664,212
Толстой Лев Николаевич,Собачье сердце,1672,807
Достоевский Фёдор Михайлович,Отцы и дети,1937,1314
Бунин Иван Алексеевич,Морфий,1433,56
Некрасов Виктор Платонович,Идиот,1570,1722
Бунин Иван Алексеевич,Воскресение,1259,317
Шолохов Михаил Александрович,Тарас Бульба,1174,1159
Некрасов Николай Алексеевич,Воскресение,1129,235
Булгаков Михаил Афанасьевич,Тёмные аллеи,1480,1727
Тургенев Иван Сергеевич,Белая гвардия,1822,1217
Бунин Иван Алексеевич,Хождение по мукам,1469,756
Тургенев Иван Сергеевич,Лёгкое дыхание,1630,156
Чехов Антон Павлович,Преступление и наказание,1808,1311
Толстой Алексей Николаевич,Крестьянские дети,1510,1074
Пушкин Александр Сергеевич,Белые ночи,1878,339
Бунин Иван Алексеевич,Тихий Дон,1956,1757
Пушкин Александр Сергеевич,Тёмные аллеи,1498,1208
Тургенев Иван Сергеевич,Мертвые души,1234,1824
Гоголь Николай Васильевич,Лёгкое дыхание,1412,87
Булгаков Михаил Афанасьевич,Мастер и Маргарита,1789,1557
Гоголь Николай Васильевич,Дом с мезонином,1577,1255
Толстой Лев Николаевич,Лёгкое дыхание,1185,1933
Гоголь Николай Васильевич,Морфий,1181,1155
Достоевский Фёдор Михайлович,Тарас Бульба,1674,307
Некрасов Николай Алексеевич,Рядовой Лютиков,1454,436
Гоголь Николай Васильевич,Тихий Дон,1201,612
Достоевский Фёдор Михайлович,Идиот,1532,1583
Шолохов Михаил Александрович,Война и мир,1456,1637
Шолохов Михаил Александрович,Первая любовь,1572,1453
Тургенев Иван Сергеевич,Преступление и наказание,1133,1162
Бунин Иван Алексеевич,Русские женщины,1784,820
Некрасов Николай Алексеевич,Белая гвардия,1201,386
Бунин Иван Алексеевич,Шинель,1301,73
Некрасов Николай Алексеевич,Медный всадник,1993,1474
Шолохов Михаил Александрович,Анна Каренина,1331,25
Толстой Алексей Николаевич,Бесы,1932,1155
Чехов Антон Павлович,Первая любовь,1329,948
Гоголь Николай Васильевич,Кому на Руси жить хорошо,1402,454
Толстой Алексей Николаевич,Вий,1669,192
Толстой Алексей Николаевич,Белые ночи,1971,72
Чехов Антон Павлович,Записки охотника,1709,1208
Тургенев Иван Сергеевич,Морфий,1362,1648
Толстой Алексей Николаевич,Медный всадник,1843,912
Булгаков Михаил Афанасьевич,Кому на Руси жить хорошо,1424,309
Гоголь Николай Васильевич,Лёгкое дыхание,1636,310
Толстой Лев Николаевич,Хамелеон,1337,215
Некрасов Николай Алексеевич,Донские рассказы,1369,910
Бунин Иван Алексеевич,Евгений Онегин,1146,1573
Чехов Антон Павлович,Дом с мезонином,1342,1984
Тургенев Иван Сергеевич,Бесы,2018,815
Пушкин Александр Сергеевич,Дом с мезонином,1846,133
Гоголь Николай Васильевич,Ася,1622,827
Пушкин Александр Сергеевич,Ася,1552,1427
Булгаков Михаил Афанасьевич,Железная дорога,1599,1350
Шолохов Михаил Александрович,Евгений Онегин,1829,746
Пушкин Александр Сергеевич,Морфий,1789,1452
Толстой Лев Николаевич,Рядовой Лютиков,1194,1611
Булгаков Михаил Афанасьевич,В окопах Сталинграда,1404,1217
Достоевский Фёдор Михайлович,В окопах Сталинграда,1468,536
Тургенев Иван Сергеевич,Евгений Онегин,1597,348
Достоевский Фёдор Михайлович,Листопад,1965,1190
Бунин Иван Алексеевич,Воскресение,1886,447
Некрасов Виктор Платонович,Ионыч,1421,1375
Некрасов Виктор Платонович,Митина любовь,1695,904
Бунин Иван Алексеевич,Донские рассказы,1844,1290
Некрасов Николай Алексеевич,Вишнёвый сад,1475,1229
Достоевский Фёдор Михайлович,Антоновские яблоки,1552,240
Толстой Лев Николаевич,Донские рассказы,1617,1800
Тургенев Иван Сергеевич,Тарас Бульба,1895,186
Шолохов Михаил Александрович,Война и мир,1451,929
Достоевский Фёдор Михайлович,Воскресение,1648,1850
Некрасов Николай Алексеевич,Вий,1399,1930
Некрасов Николай Алексеевич,Шинель,1983,981
Тургенев Иван Сергеевич,Лёгкое дыхание,1521,1190
Некрасов Николай Алексеевич,Преступление и наказание,1881,433
Некрасов Николай Алексеевич,Братья Карамазовы,1698,1219
Булгаков Михаил Афанасьевич,Идиот,1300,56
Достоевский Фёдор Михайлович,Белые ночи,1616,1332
Булгаков Михаил Афанасьевич,Вий,1952,1685
Пушкин Александр Сергеевич,Преступление и наказание,1713,1593
Некрасов Виктор Платонович,Пётр Первый,1685,179
Гоголь Николай Васильевич,Тёмные аллеи,1428,577
Шолохов Михаил Александрович,Тихий Дон,1197,131
Некрасов Николай Алексеевич,Медный всадник,1843,1138
Достоевский Фёдор Михайлович,Шинель,1965,1873
Чехов Антон Павлович,Белые ночи,1297,1987
Толстой Алексей Николаевич,Аэлита,1693,497
Булгаков Михаил Афанасьевич,Тарас Бульба,1919,1372
Толстой Алексей Николаевич,Дама с собачкой,1432,1725
Достоевский Фёдор Михайлович,Тёмные аллеи,1785,1599
Гоголь Николай Васильевич,Тёмные аллеи,1623,1336
Некрасов Виктор Платонович,Преступление и наказание,1235,83
Гоголь Николай Васильевич,Война и мир,1635,1387
Гоголь Николай Васильевич,Тихий Дон,1244,460
Гоголь Николай Васильевич,Детство,1173,1062
Булгаков Михаил Афанасьевич,Лёгкое дыхание,1144,1685
Некрасов Николай Алексеевич,Дама с собачкой,1738,726
Чехов Антон Павлович,Маленькая печальная повесть,1415,257
Булгаков Михаил Афанасьевич,Лёгкое дыхание,1599,1891
Бунин Иван Алексеевич,Ионыч,1831,155
Тургенев Иван Сергеевич,Шинель,1699,980
Гоголь Николай Васильевич,Собачье сердце,1757,1872
Достоевский Фёдор Михайлович,Белая гвардия,1677,1870
Бунин Иван Алексеевич,Рядовой Лютиков,1506,146
Гоголь Николай Васильевич,Хождение по мукам,1215,1818
Чехов Антон Павлович,В окопах Сталинграда,1410,375
Достоевский Фёдор Михайлович,Первая любовь,1907,278
Достоевский Фёдор Михайлович,Анна Каренина,1286,1911
Пушкин Александр Сергеевич,Белая гвардия,1355,1823
Гоголь Николай Васильевич,Русские женщины,1590,1054
Чехов Антон Павлович,Отцы и дети,1385,1834
Шолохов Михаил Александрович,Железная дорога,1923,1923
Некрасов Виктор Платонович,В окопах Сталинграда,1677,1789
Толстой Алексей Николаевич,Бесы,1386,903
Чехов Антон Павлович,Тихий Дон,1978,975
Пушкин Александр Сергеевич,Первая любовь,1238,1565
Толстой Алексей Николаевич,Донские рассказы,1801,965
Бунин Иван Алексеевич,Аэлита,1392,83
Толстой Алексей Николаевич,Белые ночи,1367,667
Бунин Иван Алексеевич,Железная дорога,1859,1208
Тургенев Иван Сергеевич,Собачье сердце,1592,899
Достоевский Фёдор Михайлович,Морфий,1805,1671
Бунин Иван Алексеевич,Братья Карамазовы,1776,874
Шолохов Михаил Александрович,Собачье сердце,1365,982
Некрасов Николай Алексеевич,Хождение по мукам,1573,1746
Некрасов Николай Алексеевич,В окопах Сталинграда,1378,1489
Толстой Алексей Николаевич,Ася,1301,402
Некрасов Николай Алексеевич,Маленькая печальная повесть,1989,1660
Шолохов Михаил Александрович,Белая гвардия,1955,742
Толстой Лев Николаевич,Тарас Бульба,1526,861
Достоевский Фёдор Михайлович,Рядовой Лютиков,1286,1202
Чехов Антон Павлович,Морфий,1728,41
Некрасов Николай Алексеевич,Преступление и наказание,1423,1303
Булгаков Михаил Афанасьевич,Братья Карамазовы,1329,1519
Достоевский Фёдор Михайлович,Собачье сердце,1303,809
Шолохов Михаил Александрович,Бесы,1464,1591
Некрасов Виктор Платонович,Дама с собачкой,1948,640
Некрасов Николай Алексеевич,Хамелеон,1546,1625
Шолохов Михаил Александрович,Дама с собачкой,2002,19
Гоголь Николай Васильевич,Собачье сердце,1345,1262
Толстой Алексей Николаевич,Морфий,1296,786
Толстой Алексей Николаевич,Тёмные аллеи,1965,1900
Бунин Иван Алексеевич,Тёмные аллеи,1936,1204
Гоголь Николай Васильевич,Аэлита,1705,1362
Пушкин Александр Сергеевич,Листопад,1489,788
Булгаков Михаил Афанасьевич,Рядовой Лютиков,1806,1893
Бунин Иван Алексеевич,Собачье сердце,1475,445
Пушкин Александр Сергеевич,Анна Каренина,1220,1388
Некрасов Николай Алексеевич,Записки охотника,1315,720
Толстой Алексей Николаевич,Тарас Бульба,2020,1993
Чехов Антон Павлович,Листопад,1167,1651
Толстой Лев Николаевич,Кому на Руси жить хорошо,1483,383
Тургенев Иван Сергеевич,Рядовой Лютиков,1447,1943
Толстой Лев Николаевич,Детство,1137,1691
Толстой Лев Николаевич,Лёгкое дыхание,1112,828
Толстой Лев Николаевич,Морфий,1810,747
Некрасов Николай Алексеевич,Крестьянские дети,1572,1435
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1402,794
Шолохов Михаил Александрович,Хамелеон,1742,993
Бунин Иван Алексеевич,Бесы,1700,517
Толстой Алексей Николаевич,Митина любовь,1889,248
Тургенев Иван Сергеевич,Белые ночи,1396,1933
Шолохов Михаил Александрович,Ревизор,1913,1090
Булгаков Михаил Афанасьевич,Ася,1315,301
Некрасов Николай Алексеевич,Анна Каренина,1501,25
Гоголь Николай Васильевич,Лёгкое дыхание,1520,460
Шолохов Михаил Александрович,Бесы,1361,98
Толстой Лев Николаевич,Белая гвардия,1750,204
Толстой Лев Николаевич,Война и мир,1556,191
Некрасов Николай Алексеевич,Собачье сердце,1683,1025
Достоевский Фёдор Михайлович,Хамелеон,1300,1997
Некрасов Николай Алексеевич,Крестьянские дети,1473,1996
Тургенев Иван Сергеевич,Ионыч,1719,1853
Шолохов Михаил Александрович,Записки охотника,1469,531
Булгаков Михаил Афанасьевич,Детство,1697,1084
Достоевский Фёдор Михайлович,Первая любовь,1618,149
Некрасов Николай Алексеевич,Морфий,1442,540
Некрасов Николай Алексеевич,Мертвые души,2010,794
Некрасов Виктор Платонович,Медный всадник,1260,1233
Пушкин Александр Сергеевич,Рядовой Лютиков,1190,1046
Некрасов Николай Алексеевич,Тарас Бульба,1801,1518
Пушкин Александр Сергеевич,Дама с собачкой,1481,1740
Пушкин Александр Сергеевич,Донские рассказы,1754,377
Чехов Антон Павлович,Русские женщины,1924,540
Толстой Алексей Николаевич,Рядовой Лютиков,1105,1986
Булгаков Михаил Афанасьевич,Мастер и Маргарита,1356,1413
Пушкин Александр Сергеевич,Ионыч,1840,1048
Достоевский Фёдор Михайлович,Крестьянские дети,1359,1070
Чехов Антон Павлович,Мертвые души,1380,1391
Чехов Антон Павлович,Бесы,1591,1682
Достоевский Фёдор Михайлович,В окопах Сталинграда,1572,1764
Булгаков Михаил Афанасьевич,Митина любовь,1735,1503
Пушкин Александр Сергеевич,Вий,1882,1374
Шолохов Михаил Александрович,Пётр Первый,1620,344
Булгаков Михаил Афанасьевич,Бесы,1163,1700
Чехов Антон Павлович,Пётр Первый,1747,1335
Толстой Алексей Николаевич,Шинель,1891,273
Чехов Антон Павлович,Железная дорога,1617,1210
Шолохов Михаил Александрович,Железная дорога,1810,1367
Толстой Алексей Николаевич,Ревизор,1135,992
