ФИО автора,название,год издания,количество страниц
Булгаков Михаил Афанасьевич,Хождение по мукам,1473,392
Толстой Алексей Николаевич,Маленькая печальная повесть,1280,932
Бунин Иван Алексеевич,Детство,1774,203
Бунин Иван Алексеевич,Ревизор,1146,1775
Некрасов Николай Алексеевич,Первая любовь,1444,608
Толстой Алексей Николаевич,Бесы,1375,1920
Пушкин Александр Сергеевич,Анна Каренина,1635,695
Чехов Антон Павлович,Братья Карамазовы,1421,1067
Бунин Иван Алексеевич,Воскресение,1458,1730
Пушкин Александр Сергеевич,Мертвые души,1422,1014
Некрасов Николай Алексеевич,Евгений Онегин,1256,1134
Толстой Алексей Николаевич,Отцы и дети,1451,13
Гоголь Николай Васильевич,Ревизор,1413,1246
Некрасов Николай Алексеевич,Анна Каренина,1618,272
Бунин Иван Алексеевич,Ионыч,1907,35
Толстой Алексей Николаевич,Ионыч,1401,327
Достоевский Фёдор Михайлович,Рядовой Лютиков,1554,546
Толстой Алексей Николаевич,Тёмные аллеи,1802,1089
Булгаков Михаил Афанасьевич,Война и мир,2011,1126
Шолохов Михаил Александрович,Преступление и наказание,1585,1079
Достоевский Фёдор Михайлович,Идиот,1100,762
Некрасов Николай Алексеевич,Война и мир,1206,791
Шолохов Михаил Александрович,Братья Карамазовы,1470,1885
Некрасов Виктор Платонович,Аэлита,1938,17
Чехов Антон Павлович,Донские рассказы,1467,201
Чехов Антон Павлович,Бесы,1678,506
Пушкин Александр Сергеевич,Отцы и дети,1708,240
Бунин Иван Алексеевич,Тёмные аллеи,1831,1383
Тургенев Иван Сергеевич,Русские женщины,1815,335
Достоевский Фёдор Михайлович,Тарас Бульба,1707,1607
Толстой Алексей Николаевич,Мастер и Маргарита,1680,1976
Толстой Алексей Николаевич,Пётр Первый,1373,399
Бунин Иван Алексеевич,Донские рассказы,1490,1645
Шолохов Михаил Александрович,Рядовой Лютиков,1353,427
Достоевский Фёдор Михайлович,Идиот,1792,1379
Чехов Антон Павлович,Маленькая печальная повесть,1419,901
Чехов Антон Павлович,Мертвые души,1127,1240
Чехов Антон Павлович,Тарас Бульба,1906,766
Некрасов Виктор Платонович,Хождение по мукам,1468,907
Гоголь Николай Васильевич,Мертвые души,1654,1777
Достоевский Фёдор Михайлович,Братья Карамазовы,1676,1971
Некрасов Николай Алексеевич,Судьба человека,1205,166
Чехов Антон Павлович,Митина любовь,1449,1260
Некрасов Николай Алексеевич,Воскресение,1245,120
Некрасов Николай Алексеевич,Дом с мезонином,1728,1738
Пушкин Александр Сергеевич,Война и мир,1769,1735
Достоевский Фёдор Михайлович,Мертвые души,1839,1975
Пушкин Александр Сергеевич,Кому на Руси жить хорошо,1531,1547
Достоевский Фёдор Михайлович,Судьба человека,1867,979
Шолохов Михаил Александрович,Ревизор,1473,1185
Булгаков Михаил Афанасьевич,Судьба человека,1758,1308
Достоевский Фёдор Михайлович,Вий,1852,1354
Некрасов Николай Алексеевич,Белая гвардия,1306,801
Бунин Иван Алексеевич,Воскресение,1317,1439
Пушкин Александр Сергеевич,Судьба человека,1616,1706
Некрасов Николай Алексеевич,Хождение по мукам,1168,1290
Достоевский Фёдор Михайлович,Евгений Онегин,1838,1347
Толстой Лев Николаевич,Пётр Первый,1705,518
Толстой Лев Николаевич,Дом с мезонином,1145,1660
Некрасов Виктор Платонович,Евгений Онегин,1445,221
Толстой Алексей Николаевич,Детство,1446,1713
Бунин Иван Алексеевич,Хождение по мукам,1496,774
Толстой Лев Николаевич,Записки охотника,1131,133
Толстой Лев Николаевич,Тарас Бульба,1507,268
Пушкин Александр Сергеевич,Тарас Бульба,1360,839
Некрасов Николай Алексеевич,Хамелеон,1582,1642
Гоголь Николай Васильевич,Бесы,1148,1564
Гоголь Николай Васильевич,Крестьянские дети,1687,684
Бунин Иван Алексеевич,Преступление и наказание,1870,202
Достоевский Фёдор Михайлович,В окопах Сталинграда,1863,1200
Толстой Лев Николаевич,Мертвые души,1156,1269
Толстой Лев Николаевич,Первая любовь,1794,216
Гоголь Николай Васильевич,Евгений Онегин,1430,1745
Некрасов Николай Алексеевич,Судьба человека,1156,766
Шолохов Михаил Александрович,Вий,1492,1974
Достоевский Фёдор Михайлович,Идиот,1419,1762
Достоевский Фёдор Михайлович,Хождение по мукам,1977,545
Пушкин Александр Сергеевич,Мастер и Маргарита,1964,864
Гоголь Николай Васильевич,Железная дорога,1654,1140
Гоголь Николай Васильевич,Тихий Дон,1617,1250
Шолохов Михаил Александрович,Шинель,1162,546
Чехов Антон Павлович,Евгений Онегин,1770,972
Некрасов Виктор Платонович,Ионыч,1196,978
Чехов Антон Павлович,Дама с собачкой,1796,422
Толстой Лев Николаевич,Митина любовь,1557,241
Толстой Алексей Николаевич,Записки охотника,1638,1920
Толстой Лев Николаевич,Анна Каренина,1749,242
Булгаков Михаил Афанасьевич,Мастер и Маргарита,1768,1654
Гоголь Николай Васильевич,Дама с собачкой,1108,1692
Шолохов Михаил Александрович,Воскресение,1421,1115
Достоевский Фёдор Михайлович,Отцы и дети,1265,1928
Чехов Антон Павлович,Хамелеон,1964,475
Чехов Антон Павлович,Белая гвардия,1546,366
Чехов Антон Павлович,Вий,1214,52
Шолохов Михаил Александрович,Евгений Онегин,1475,174
Толстой Лев Николаевич,Первая любовь,1479,15
Чехов Антон Павлович,Дом с мезонином,1247,426
Пушкин Александр Сергеевич,Мастер и Маргарита,1626,1161
Некрасов Николай Алексеевич,Листопад,1478,634
Гоголь Николай Васильевич,Судьба человека,1192,1504
Толстой Лев Николаевич,Воскресение,1211,580
Гоголь Николай Васильевич,Донские рассказы,1863,587
Бунин Иван Алексеевич,Аэлита,1788,798
Тургенев Иван Сергеевич,Воскресение,1616,472
Шолохов Михаил Александрович,Аэлита,1252,1433
Некрасов Николай Алексеевич,Митина любовь,2019,1129
Шолохов Михаил Александрович,Пётр Первый,1647,1706
Толстой Лев Николаевич,Записки охотника,1883,1867
Бунин Иван Алексеевич,Крестьянские дети,2020,277
Некрасов Виктор Платонович,Тихий Дон,1285,1314
Толстой Алексей Николаевич,Маленькая печальная повесть,1168,479
Толстой Алексей Николаевич,Хождение по мукам,1274,1730
Толстой Алексей Николаевич,Мастер и Маргарита,1884,870
Пушкин Александр Сергеевич,Листопад,1839,1039
Достоевский Фёдор Михайлович,Шинель,1894,697
Гоголь Николай Васильевич,Первая любовь,1837,107
Булгаков Михаил Афанасьевич,Идиот,1439,1950
Толстой Лев Николаевич,Анна Каренина,1949,1622
Бунин Иван Алексеевич,Тёмные аллеи,1492,1810
Некрасов Виктор Платонович,Митина любовь,1719,343
Чехов Антон Павлович,Идиот,1818,1531
Чехов Антон Павлович,Вишнёвый сад,1711,956
Некрасов Николай Алексеевич,Записки охотника,1590,857
Пушкин Александр Сергеевич,Пётр Первый,1969,1628
Гоголь Николай Васильевич,Война и мир,1345,323
Булгаков Михаил Афанасьевич,Братья Карамазовы,1583,32
Шолохов Михаил Александрович,Крестьянские дети,1520,980
Пушкин Александр Сергеевич,В окопах Сталинграда,1255,1872
Толстой Лев Николаевич,Ревизор,1375,1260
Некрасов Виктор Платонович,Хождение по мукам,1216,1467
Шолохов Михаил Александрович,Хождение по мукам,1782,289
Толстой Лев Николаевич,Морфий,1979,166
Пушкин Александр Сергеевич,Война и мир,2004,1802
Чехов Антон Павлович,Аэлита,1736,1204
Булгаков Михаил Афанасьевич,Морфий,1773,1234
Некрасов Виктор Платонович,Русские женщины,1510,731
Чехов Антон Павлович,Ревизор,1841,1781
Бунин Иван Алексеевич,Ионыч,1274,621
Тургенев Иван Сергеевич,Вий,1646,1648
Тургенев Иван Сергеевич,Детство,1566,154
Бунин Иван Алексеевич,Ася,1934,149
Некрасов Николай Алексеевич,Анна Каренина,1125,732
Бунин Иван Алексеевич,Маленькая печальная повесть,1601,797
Шолохов Михаил Александрович,Дом с мезонином,1744,1312
Бунин Иван Алексеевич,Бесы,1745,1631
Пушкин Александр Сергеевич,Белая гвардия,1572,1388
Некрасов Николай Алексеевич,Тарас Бульба,1469,1056
Пушкин Александр Сергеевич,Тарас Бульба,1707,1284
Булгаков Михаил Афанасьевич,Шинель,1866,1848
Чехов Антон Павлович,Маленькая печальная повесть,1561,417
Некрасов Николай Алексеевич,Аэлита,1385,1151
Тургенев Иван Сергеевич,Аэлита,1209,1846
Бунин Иван Алексеевич,Судьба человека,1161,1794
Бунин Иван Алексеевич,Листопад,1998,53
Булгаков Михаил Афанасьевич,Листопад,1564,763
Чехов Антон Павлович,В окопах Сталинграда,1680,1929
Шолохов Михаил Александрович,Война и мир,1142,853
Некрасов Виктор Платонович,Хождение по мукам,1393,529
Пушкин Александр Сергеевич,Мертвые души,1608,1198
Достоевский Фёдор Михайлович,Антоновские яблоки,1596,376
Гоголь Николай Васильевич,Первая любовь,1810,1331
Тургенев Иван Сергеевич,Бесы,1273,860
Некрасов Виктор Платонович,Лёгкое дыхание,1789,1584
Булгаков Михаил Афанасьевич,Русские женщины,1879,1439
Толстой Алексей Николаевич,Пётр Первый,1913,835
Бунин Иван Алексеевич,Детство,1155,1125
Чехов Антон Павлович,Медный всадник,1398,338
Достоевский Фёдор Михайлович,Антоновские яблоки,1333,1271
Пушкин Александр Сергеевич,Белые ночи,1610,717
Булгаков Михаил Афанасьевич,Собачье сердце,1331,690
Некрасов Виктор Платонович,Собачье сердце,1578,1337
Достоевский Фёдор Михайлович,Воскресение,1851,720
Тургенев Иван Сергеевич,Железная дорога,1162,1684
Шолохов Михаил Александрович,Судьба человека,1380,258
Некрасов Николай Алексеевич,Мастер и Маргарита,1258,1055
Некрасов Николай Алексеевич,Хождение по мукам,1423,1678
Шолохов Михаил Александрович,Донские рассказы,1835,929
Бунин Иван Алексеевич,Тарас Бульба,1643,1922
Чехов Антон Павлович,Маленькая печальная повесть,1498,1675
Шолохов Михаил Александрович,Вишнёвый сад,1882,1985
Толстой Алексей Николаевич,Шинель,1574,1260
Толстой Алексей Николаевич,Тарас Бульба,1437,753
Бунин Иван Алексеевич,Железная дорога,1407,50
Тургенев Иван Сергеевич,Ионыч,1305,387
Достоевский Фёдор Михайлович,Война и мир,1515,1747
Толстой Лев Николаевич,Ионыч,1289,950
Бунин Иван Алексеевич,Евгений Онегин,1329,1681
Толстой Алексей Николаевич,Ася,1438,202
Чехов Антон Павлович,Медный всадник,1489,938
Толстой Алексей Николаевич,Детство,1437,1023
Некрасов Виктор Платонович,Записки охотника,1939,604
Толстой Алексей Николаевич,Ася,1532,1978
Бунин Иван Алексеевич,Аэлита,1463,1372
Чехов Антон Павлович,Записки охотника,1107,1999
Шолохов Михаил Александрович,Евгений Онегин,1396,1558
Толстой Лев Николаевич,Первая любовь,1294,1822
Чехов Антон Павлович,Братья Карамазовы,1641,1667
Толстой Алексей Николаевич,Дом с мезонином,1477,1465
Гоголь Николай Васильевич,Преступление и наказание,1360,1827
Некрасов Николай Алексеевич,Евгений Онегин,1692,743
Чехов Антон Павлович,Ревизор,1318,1513
Толстой Алексей Николаевич,Крестьянские дети,1206,1376
Булгаков Михаил Афанасьевич,Митина любовь,1691,1784
Некрасов Виктор Платонович,Дом с мезонином,1392,975
Булгаков Михаил Афанасьевич,Пётр Первый,1892,1542
Булгаков Михаил Афанасьевич,Воскресение,1293,1760
Булгаков Михаил Афанасьевич,Маленькая печальная повесть,1123,940
Шолохов Михаил Александрович,Дом с мезонином,1299,1643
Толстой Лев Николаевич,Ревизор,1669,1018
Бунин Иван Алексеевич,Митина любовь,1750,77
Булгаков Михаил Афанасьевич,Маленькая печальная повесть,1972,884
Некрасов Николай Алексеевич,Митина любовь,1228,67
Достоевский Фёдор Михайлович,Лёгкое дыхание,1151,1475
Пушкин Александр Сергеевич,Донские рассказы,1869,1554
Достоевский Фёдор Михайлович,Тарас Бульба,1339,907
Пушкин Александр Сергеевич,Тарас Бульба,1246,1497
Чехов Антон Павлович,Маленькая печальная повесть,1185,1564
Пушкин Александр Сергеевич,Судьба человека,1383,611
Пушкин Александр Сергеевич,Дом с мезонином,1142,1347
Толстой Лев Николаевич,Морфий,1104,1329
Толстой Лев Николаевич,Листопад,1845,1362
Чехов Антон Павлович,Листопад,1113,464
Достоевский Фёдор Михайлович,Белые ночи,1704,806
Булгаков Михаил Афанасьевич,Отцы и дети,1866,1366
Некрасов Виктор Платонович,Пётр Первый,1656,1468
Тургенев Иван Сергеевич,Бесы,1837,1329
Шолохов Михаил Александрович,Антоновские яблоки,1695,786
Некрасов Виктор Платонович,Хождение по мукам,1907,667
Некрасов Николай Алексеевич,Медный всадник,1475,1202
Чехов Антон Павлович,Крестьянские дети,1841,1588
Достоевский Фёдор Михайлович,Анна Каренина,1727,1880
Гоголь Николай Васильевич,Записки охотника,1738,1805
Достоевский Фёдор Михайлович,Ася,1478,1297
Булгаков Михаил Афанасьевич,Антоновские яблоки,1957,1905
Толстой Лев Николаевич,Крестьянские дети,1549,1952
Чехов Антон Павлович,Дом с мезонином,1171,452
Достоевский Фёдор Михайлович,Хождение по мукам,1235,1920
Некрасов Николай Алексеевич,Донские рассказы,2020,834
Булгаков Михаил Афанасьевич,Пётр Первый,1557,1534
Толстой Алексей Николаевич,Белые ночи,1593,1799
Шолохов Михаил Александрович,Ионыч,1110,70
Гоголь Николай Васильевич,Евгений Онегин,1843,1840
Булгаков Михаил Афанасьевич,Хождение по мукам,1584,1098
Толстой Лев Николаевич,Листопад,1189,869
Гоголь Николай Васильевич,Железная дорога,1349,504
Толстой Алексей Николаевич,Листопад,1387,517
Чехов Антон Павлович,Собачье сердце,1546,1858
Шолохов Михаил Александрович,Рядовой Лютиков,2020,32
Пушкин Александр Сергеевич,Война и мир,1961,1144
Пушкин Александр Сергеевич,Тёмные аллеи,1921,1622
Пушкин Александр Сергеевич,Кому на Руси жить хорошо,1579,1362
Шолохов Михаил Александрович,Собачье сердце,1122,1111
Булгаков Михаил Афанасьевич,Первая любовь,1693,547
Тургенев Иван Сергеевич,Донские рассказы,1380,604
Некрасов Николай Алексеевич,Медный всадник,1538,1160
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1807,866
Толстой Алексей Николаевич,Дама с собачкой,1493,500
Пушкин Александр Сергеевич,Морфий,1723,1445
Некрасов Николай Алексеевич,Отцы и дети,1731,1959
Толстой Алексей Николаевич,Тарас Бульба,1875,782
Тургенев Иван Сергеевич,Бесы,1793,1038
Гоголь Николай Васильевич,Митина любовь,1468,1120
Толстой Лев Николаевич,Дом с мезонином,1317,680
Толстой Алексей Николаевич,Мертвые души,1523,1530
Бунин Иван Алексеевич,Братья Карамазовы,1478,761
Толстой Лев Николаевич,Лёгкое дыхание,1299,305
Чехов Антон Павлович,Тёмные аллеи,1700,1370
Толстой Алексей Николаевич,Белые ночи,1410,130
Тургенев Иван Сергеевич,Крестьянские дети,1384,1484
Некрасов Виктор Платонович,Шинель,1973,70
Некрасов Николай Алексеевич,Белая гвардия,1220,1653
Бунин Иван Алексеевич,Вишнёвый сад,1896,1635
Бунин Иван Алексеевич,Донские рассказы,1477,934
Пушкин Александр Сергеевич,Мертвые души,1698,65
Пушкин Александр Сергеевич,Тёмные аллеи,1703,1619
Толстой Алексей Николаевич,Лёгкое дыхание,1746,649
Бунин Иван Алексеевич,Тарас Бульба,1506,940
Шолохов Михаил Александрович,Дама с собачкой,1330,1564
Достоевский Фёдор Михайлович,Ася,1484,1309
Пушкин Александр Сергеевич,Шинель,1709,1147
Бунин Иван Алексеевич,Ревизор,1266,1134
Шолохов Михаил Александрович,Крестьянские дети,1260,1591
Тургенев Иван Сергеевич,Кому на Руси жить хорошо,1998,216
Гоголь Николай Васильевич,Морфий,1538,1896
Тургенев Иван Сергеевич,Лёгкое дыхание,1867,1649
Пушкин Александр Сергеевич,Шинель,1354,381
Бунин Иван Алексеевич,Хождение по мукам,1673,835
Достоевский Фёдор Михайлович,Вишнёвый сад,1538,83
Тургенев Иван Сергеевич,Собачье сердце,1550,1935
Толстой Лев Николаевич,Война и мир,1409,1548
Булгаков Михаил Афанасьевич,Маленькая печальная повесть,1954,56
Пушкин Александр Сергеевич,Воскресение,2015,780
Бунин Иван Алексеевич,Евгений Онегин,1698,1190
Гоголь Николай Васильевич,Антоновские яблоки,2021,1939
Булгаков Михаил Афанасьевич,Ася,1903,26
Бунин Иван Алексеевич,Митина любовь,1519,185
Тургенев Иван Сергеевич,Пётр Первый,2003,178
Некрасов Николай Алексеевич,Тихий Дон,1969,865
Шолохов Михаил Александрович,Белая гвардия,1215,1863
Некрасов Николай Алексеевич,Хождение по мукам,1245,1559
Тургенев Иван Сергеевич,Маленькая печальная повесть,1383,519
Достоевский Фёдор Михайлович,Морфий,1542,1180
Тургенев Иван Сергеевич,Листопад,1700,703
Некрасов Николай Алексеевич,Лёгкое дыхание,1200,583
Гоголь Николай Васильевич,Хамелеон,1865,1738
Булгаков Михаил Афанасьевич,Идиот,1246,1669
Достоевский Фёдор Михайлович,Ионыч,1282,1599
Тургенев Иван Сергеевич,Отцы и дети,1915,100
Толстой Алексей Николаевич,Вий,1179,911
Некрасов Николай Алексеевич,Воскресение,2003,666
Некрасов Николай Алексеевич,Анна Каренина,1124,238
Некрасов Николай Алексеевич,Детство,1227,198
Чехов Антон Павлович,Хамелеон,1688,973
Некрасов Николай Алексеевич,Хамелеон,1698,1107
Шолохов Михаил Александрович,Дама с собачкой,1191,397
Булгаков Михаил Афанасьевич,Бесы,1723,180
Достоевский Фёдор Михайлович,Митина любовь,1863,284
Булгаков Михаил Афанасьевич,Ионыч,1280,1961
Шолохов Михаил Александрович,Война и мир,1405,941
Достоевский Фёдор Михайлович,Дама с собачкой,1897,401
Достоевский Фёдор Михайлович,Мастер и Маргарита,1108,50
Некрасов Виктор Платонович,Отцы и дети,1243,1054
Тургенев Иван Сергеевич,Записки охотника,1236,993
Достоевский Фёдор Михайлович,Преступление и наказание,1743,1182
Достоевский Фёдор Михайлович,Рядовой Лютиков,1382,1199
Толстой Лев Николаевич,Вий,1946,1630
Чехов Антон Павлович,Шинель,1544,1649
Гоголь Николай Васильевич,Анна Каренина,1537,192
Бунин Иван Алексеевич,Бесы,1354,707
Гоголь Николай Васильевич,Пётр Первый,1703,1200
Некрасов Виктор Платонович,Русские женщины,1475,192
Гоголь Николай Васильевич,Бесы,1896,867
Бунин Иван Алексеевич,Митина любовь,1188,893
Чехов Антон Павлович,Листопад,1926,651
Пушкин Александр Сергеевич,Судьба человека,1741,1494
Некрасов Виктор Платонович,Первая любовь,1600,266
Гоголь Николай Васильевич,Митина любовь,1110,1061
Достоевский Фёдор Михайлович,Первая любовь,1508,1515
Тургенев Иван Сергеевич,Братья Карамазовы,1771,193
Толстой Алексей Николаевич,Маленькая печальная повесть,1651,507
Тургенев Иван Сергеевич,Хамелеон,1627,1637
Чехов Антон Павлович,Ионыч,1796,203
Достоевский Фёдор Михайлович,Аэлита,1914,712
Гоголь Николай Васильевич,Детство,1717,1223
Шолохов Михаил Александрович,Записки охотника,1525,1365
Толстой Алексей Николаевич,Митина любовь,1398,13
Некрасов Николай Алексеевич,Кому на Руси жить хорошо,1668,247
Пушкин Александр Сергеевич,Тёмные аллеи,1699,465
Толстой Лев Николаевич,Хождение по мукам,1683,864
Шолохов Михаил Александрович,Ревизор,1446,20
Тургенев Иван Сергеевич,Мастер и Маргарита,1514,1478
Достоевский Фёдор Михайлович,Вишнёвый сад,1186,377
Булгаков Михаил Афанасьевич,Антоновские яблоки,1533,1179
Бунин Иван Алексеевич,Дама с собачкой,1405,1219
Некрасов Виктор Платонович,Русские женщины,1611,258
Гоголь Николай Васильевич,Кому на Руси жить хорошо,1447,1278
Булгаков Михаил Афанасьевич,Дама с собачкой,1237,1275
Булгаков Михаил Афанасьевич,Преступление и наказание,1536,1962
Толстой Алексей Николаевич,Бесы,1183,476
Пушкин Александр Сергеевич,Собачье сердце,1196,691
Чехов Антон Павлович,Первая любовь,1507,1137
Пушкин Александр Сергеевич,Бесы,1718,1355
Толстой Лев Николаевич,Евгений Онегин,1917,1047
Достоевский Фёдор Михайлович,Мастер и Маргарита,1593,271
Чехов Антон Павлович,Воскресение,1164,102
Некрасов Виктор Платонович,Тёмные аллеи,1932,1514
Толстой Алексей Николаевич,Мастер и Маргарита,1532,1505
Некрасов Николай Алексеевич,Рядовой Лютиков,1188,1877
Толстой Лев Николаевич,Кому на Руси жить хорошо,1938,550
Чехов Антон Павлович,Кому на Руси жить хорошо,1912,979
Булгаков Михаил Афанасьевич,Собачье сердце,1866,496
Бунин Иван Алексеевич,Белые ночи,1777,1308
Толстой Алексей Николаевич,Пётр Первый,1293,855
Тургенев Иван Сергеевич,Пётр Первый,1721,213
Пушкин Александр Сергеевич,Аэлита,1595,1391
Некрасов Виктор Платонович,Белая гвардия,1276,899
Булгаков Михаил Афанасьевич,Вишнёвый сад,1918,656
Толстой Лев Николаевич,Хамелеон,1318,84
Шолохов Михаил Александрович,Мастер и Маргарита,1131,1037
Толстой Лев Николаевич,Пётр Первый,1952,975
Булгаков Михаил Афанасьевич,Вий,1726,761
Булгаков Михаил Афанасьевич,Дама с собачкой,1426,1114
Пушкин Александр Сергеевич,Листопад,1554,1826
Пушкин Александр Сергеевич,Мертвые души,1687,118
Достоевский Фёдор Михайлович,Дом с мезонином,1743,400
Тургенев Иван Сергеевич,Отцы и дети,2018,943
Тургенев Иван Сергеевич,Пётр Первый,1895,923
Бунин Иван Алексеевич,Вий,1621,1430
Некрасов Виктор Платонович,Тарас Бульба,1979,1825
Некрасов Николай Алексеевич,Медный всадник,1373,116
Шолохов Михаил Александрович,Братья Карамазовы,2019,1631
Достоевский Фёдор Михайлович,Медный всадник,1481,1270
Некрасов Виктор Платонович,Дом с мезонином,1537,1904
Некрасов Виктор Платонович,Морфий,1684,1410
Толстой Алексей Николаевич,Воскресение,1604,678
Тургенев Иван Сергеевич,Идиот,1541,1447
Толстой Алексей Николаевич,Антоновские яблоки,1325,231
Бунин Иван Алексеевич,Аэлита,1293,1564
Чехов Антон Павлович,Крестьянские дети,1512,907
Толстой Алексей Николаевич,Тихий Дон,1757,1017
Достоевский Фёдор Михайлович,В окопах Сталинграда,1153,855
Чехов Антон Павлович,Ревизор,1347,1081
Тургенев Иван Сергеевич,Белая гвардия,1350,1667
Толстой Лев Николаевич,Тарас Бульба,1846,1364
Некрасов Николай Алексеевич,Железная дорога,1135,1500
Чехов Антон Павлович,Бесы,1621,454
Бунин Иван Алексеевич,Бесы,1706,523
Некрасов Виктор Платонович,Белые ночи,1491,1208
Достоевский Фёдор Михайлович,Евгений Онегин,1999,92
Гоголь Николай Васильевич,Собачье сердце,1391,1902
Шолохов Михаил Александрович,Война и мир,1748,1872
Некрасов Виктор Платонович,Преступление и наказание,1468,365
Толстой Алексей Николаевич,Шинель,1274,438
Гоголь Николай Васильевич,Детство,1545,406
Гоголь Николай Васильевич,Аэлита,1202,1834
Тургенев Иван Сергеевич,Железная дорога,1426,1860
Толстой Алексей Николаевич,Преступление и наказание,1988,1667
Гоголь Николай Васильевич,Первая любовь,1814,430
Толстой Алексей Николаевич,Тёмные аллеи,1285,693
Булгаков Михаил Афанасьевич,Лёгкое дыхание,1610,1728
Толстой Лев Николаевич,Тёмные аллеи,1853,1132
Булгаков Михаил Афанасьевич,Митина любовь,1650,709
Гоголь Николай Васильевич,Анна Каренина,1460,1331
Шолохов Михаил Александрович,Митина любовь,1472,377
Бунин Иван Алексеевич,Крестьянские дети,1493,867
Булгаков Михаил Афанасьевич,Листопад,1899,77
Чехов Антон Павлович,Железная дорога,1872,158
Чехов Антон Павлович,Мастер и Маргарита,1221,775
Гоголь Николай Васильевич,Воскресение,1711,1250
Достоевский Фёдор Михайлович,В окопах Сталинграда,1606,1237
Шолохов Михаил Александрович,Мастер и Маргарита,1419,1635
Некрасов Виктор Платонович,Тёмные аллеи,1546,872
Тургенев Иван Сергеевич,Ася,1473,162
Гоголь Николай Васильевич,Судьба человека,1824,747
Чехов Антон Павлович,Дом с мезонином,1795,1580
Бунин Иван Алексеевич,Железная дорога,1506,210
Пушкин Александр Сергеевич,Детство,2024,616
Пушкин Александр Сергеевич,Евгений Онегин,1323,1922
Толстой Лев Николаевич,Железная дорога,1167,870
Бунин Иван Алексеевич,Хождение по мукам,1141,909
Булгаков Михаил Афанасьевич,Детство,1719,518
Достоевский Фёдор Михайлович,Вий,1266,1167
Булгаков Михаил Афанасьевич,Белые ночи,1689,938
Достоевский Фёдор Михайлович,Бесы,1713,1874
Гоголь Николай Васильевич,Тарас Бульба,1831,1750
Некрасов Николай Алексеевич,Листопад,1687,1675
Некрасов Виктор Платонович,Русские женщины,1460,37
Булгаков Михаил Афанасьевич,Морфий,1711,1175
Некрасов Николай Алексеевич,Мертвые души,1571,1331
Толстой Алексей Николаевич,Евгений Онегин,1570,954
Толстой Алексей Николаевич,Вий,2006,846
Гоголь Николай Васильевич,Дама с собачкой,1498,1260
Булгаков Михаил Афанасьевич,Воскресение,1568,441
Гоголь Николай Васильевич,Железная дорога,1262,1182
Чехов Антон Павлович,Листопад,1596,1486
Чехов Антон Павлович,Преступление и наказание,1120,103
Гоголь Николай Васильевич,Первая любовь,1798,1796
Булгаков Михаил Афанасьевич,Вий,1686,1208
Толстой Алексей Николаевич,Листопад,1886,1851
Шолохов Михаил Александрович,Русские женщины,1248,1225
Достоевский Фёдор Михайлович,Собачье сердце,1265,1589
Булгаков Михаил Афанасьевич,В окопах Сталинграда,1801,483
Тургенев Иван Сергеевич,Война и мир,1590,1697
Толстой Лев Николаевич,Белая гвардия,1207,1213
Достоевский Фёдор Михайлович,В окопах Сталинграда,1969,1398
Бунин Иван Алексеевич,Морфий,1762,591
Тургенев Иван Сергеевич,Бесы,2024,130
Толстой Лев Николаевич,Воскресение,1516,859
Достоевский Фёдор Михайлович,Хамелеон,1963,918
Бунин Иван Алексеевич,Война и мир,1373,1784
Достоевский Фёдор Михайлович,Отцы и дети,1562,1202
Толстой Алексей Николаевич,Бесы,1659,1830
Булгаков Михаил Афанасьевич,Ревизор,1770,358
Толстой Лев Николаевич,Железная дорога,1310,786
Толстой Алексей Николаевич,Антоновские яблоки,1625,1312
Чехов Антон Павлович,Кому на Руси жить хорошо,1648,320
Гоголь Николай Васильевич,Ревизор,1841,219
Толстой Алексей Николаевич,Братья Карамазовы,1988,1772
Толстой Лев Николаевич,Идиот,1238,1202
Бунин Иван Алексеевич,В окопах Сталинграда,1659,494
Некрасов Николай Алексеевич,Преступление и наказание,1748,892
Некрасов Виктор Платонович,Собачье сердце,1889,349
Некрасов Виктор Платонович,Белая гвардия,1845,1296
Тургенев Иван Сергеевич,Собачье сердце,1992,1085
Толстой Лев Николаевич,Мастер и Маргарита,1588,1837
Некрасов Николай Алексеевич,Морфий,1184,1366
Некрасов Виктор Платонович,Митина любовь,1636,217
Булгаков Михаил Афанасьевич,Хождение по мукам,1714,619
Некрасов Николай Алексеевич,Митина любовь,1604,1681
Тургенев Иван Сергеевич,Вий,1198,530
Некрасов Николай Алексеевич,Ася,1624,1064
Достоевский Фёдор Михайлович,Железная дорога,1983,1129
Шолохов Михаил Александрович,Рядовой Лютиков,1317,1231
Толстой Алексей Николаевич,Медный всадник,1504,1327
Тургенев Иван Сергеевич,Ионыч,1184,341
Пушкин Александр Сергеевич,Рядовой Лютиков,1380,492
Толстой Лев Николаевич,Мертвые души,1278,1798
Толстой Лев Николаевич,Идиот,1486,1964
Толстой Лев Николаевич,Аэлита,1875,1849
Некрасов Николай Алексеевич,Железная дорога,1420,884
Некрасов Николай Алексеевич,Судьба человека,1764,1408
Шолохов Михаил Александрович,Белые ночи,1160,1793
Шолохов Михаил Александрович,Крестьянские дети,1422,1929
Некрасов Виктор Платонович,Мастер и Маргарита,1890,1267
Шолохов Михаил Александрович,Русские женщины,1126,1286
