ФИО автора,название,год издания,количество страниц
Некрасов Николай Алексеевич,Аэлита,1554,1647
Бунин Иван Алексеевич,Маленькая печальная повесть,1735,1161
Толстой Алексей Николаевич,Железная дорога,1833,1505
Некрасов Николай Алексеевич,Первая любовь,1705,1900
Пушкин Александр Сергеевич,Первая любовь,1592,387
Гоголь Николай Васильевич,Железная дорога,1632,258
Толстой Лев Николаевич,Преступление и наказание,1129,1069
Булгаков Михаил Афанасьевич,Крестьянские дети,1802,1957
Тургенев Иван Сергеевич,Идиот,1397,506
Некрасов Николай Алексеевич,Евгений Онегин,2026,1621
Некрасов Николай Алексеевич,Война и мир,1584,335
Тургенев Иван Сергеевич,Дом с мезонином,1122,953
Шолохов Михаил Александрович,Судьба человека,1570,529
Чехов Антон Павлович,Записки охотника,1531,874
Некрасов Николай Алексеевич,Детство,1356,1628
Некрасов Виктор Платонович,Записки охотника,1898,1008
Некрасов Николай Алексеевич,Бесы,1898,237
Толстой Алексей Николаевич,Вишнёвый сад,1801,1166
Тургенев Иван Сергеевич,Мертвые души,1435,540
Чехов Антон Павлович,Аэлита,1937,1497
Толстой Алексей Николаевич,Братья Карамазовы,1172,1890
Булгаков Михаил Афанасьевич,Медный всадник,1121,1066
Шолохов Михаил Александрович,Антоновские яблоки,1792,1461
Некрасов Николай Алексеевич,Отцы и дети,1729,1537
Тургенев Иван Сергеевич,Первая любовь,1357,269
Некрасов Виктор Платонович,Тёмные аллеи,1440,205
Чехов Антон Павлович,Вий,2003,1177
Толстой Лев Николаевич,Железная дорога,1748,918
Гоголь Николай Васильевич,Преступление и наказание,1639,457
Шолохов Михаил Александрович,Русские женщины,1553,1976
Толстой Лев Николаевич,Судьба человека,1703,1221
Некрасов Николай Алексеевич,Крестьянские дети,1315,1636
Чехов Антон Павлович,Ионыч,1475,1312
Пушкин Александр Сергеевич,Тарас Бульба,1302,965
Пушкин Александр Сергеевич,Лёгкое дыхание,1390,403
Шолохов Михаил Александрович,Собачье сердце,1304,585
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1364,890
Бунин Иван Алексеевич,Братья Карамазовы,1602,1895
Гоголь Николай Васильевич,Донские рассказы,1249,1456
Шолохов Михаил Александрович,Тёмные аллеи,1660,1214
Некрасов Виктор Платонович,Пётр Первый,1252,493
Чехов Антон Павлович,Анна Каренина,1121,138
Некрасов Николай Алексеевич,Листопад,1506,296
Бунин Иван Алексеевич,Тарас Бульба,1415,974
Гоголь Николай Васильевич,Тихий Дон,1340,1867
Достоевский Фёдор Михайлович,Евгений Онегин,1506,1055
Шолохов Михаил Александрович,Тарас Бульба,1655,529
Некрасов Николай Алексеевич,Митина любовь,1817,292
Тургенев Иван Сергеевич,Собачье сердце,1700,1297
Некрасов Виктор Платонович,Ревизор,1541,1903
Толстой Лев Николаевич,Ася,1854,230
Толстой Лев Николаевич,Преступление и наказание,1359,1956
Некрасов Николай Алексеевич,Рядовой Лютиков,1784,692
Гоголь Николай Васильевич,Вий,1376,392
Пушкин Александр Сергеевич,Маленькая печальная повесть,1105,1537
Тургенев Иван Сергеевич,Ася,1145,612
Бунин Иван Алексеевич,Дом с мезонином,1751,1112
Чехов Антон Павлович,Тёмные аллеи,1215,156
Тургенев Иван Сергеевич,Антоновские яблоки,1560,147
Булгаков Михаил Афанасьевич,Судьба человека,1597,1452
Шолохов Михаил Александрович,В окопах Сталинграда,1608,1769
Некрасов Николай Алексеевич,Ионыч,1793,1476
Бунин Иван Алексеевич,Ионыч,1622,1389
Некрасов Виктор Платонович,Митина любовь,1374,563
Пушкин Александр Сергеевич,Белая гвардия,1224,361
Толстой Алексей Николаевич,Железная дорога,1736,1663
Некрасов Виктор Платонович,Ревизор,1111,434
Толстой Лев Николаевич,Донские рассказы,2014,1932
Некрасов Николай Алексеевич,Хамелеон,1287,193
Достоевский Фёдор Михайлович,Идиот,1371,718
Достоевский Фёдор Михайлович,Записки охотника,1307,99
Толстой Алексей Николаевич,Тёмные аллеи,1733,860
Гоголь Николай Васильевич,Идиот,1475,470
Толстой Лев Николаевич,Шинель,1559,1339
Гоголь Николай Васильевич,Ася,1272,447
Некрасов Николай Алексеевич,В окопах Сталинграда,1845,1345
Бунин Иван Алексеевич,Морфий,1229,1268
Некрасов Николай Алексеевич,Митина любовь,1434,1814
Некрасов Николай Алексеевич,Крестьянские дети,1648,1163
Тургенев Иван Сергеевич,Пётр Первый,1164,749
Тургенев Иван Сергеевич,Аэлита,1807,758
Бунин Иван Алексеевич,Ионыч,1306,1074
Тургенев Иван Сергеевич,Белые ночи,1416,260
Гоголь Николай Васильевич,Медный всадник,1911,427
Бунин Иван Алексеевич,Хамелеон,1898,184
Гоголь Николай Васильевич,Вий,1451,210
Толстой Алексей Николаевич,Хождение по мукам,1701,523
Шолохов Михаил Александрович,Маленькая печальная повесть,1914,834
Некрасов Николай Алексеевич,Анна Каренина,1597,1567
Шолохов Михаил Александрович,В окопах Сталинграда,1266,875
Шолохов Михаил Александрович,Ионыч,1978,1375
Некрасов Виктор Платонович,Хамелеон,1372,789
Некрасов Николай Алексеевич,Записки охотника,1585,26
Некрасов Виктор Платонович,Отцы и дети,1733,1198
Пушкин Александр Сергеевич,Хамелеон,2021,209
Толстой Алексей Николаевич,Шинель,1667,830
Чехов Антон Павлович,Белая гвардия,1978,1952
Некрасов Виктор Платонович,Преступление и наказание,1914,665
Достоевский Фёдор Михайлович,Воскресение,1735,450
Толстой Лев Николаевич,Белая гвардия,1719,695
Шолохов Михаил Александрович,Хождение по мукам,1288,1068
Шолохов Михаил Александрович,Первая любовь,1706,1611
Тургенев Иван Сергеевич,Белая гвардия,1751,549
Достоевский Фёдор Михайлович,Записки охотника,1602,1729
Бунин Иван Алексеевич,Пётр Первый,1773,583
Толстой Алексей Николаевич,Тарас Бульба,1653,171
Чехов Антон Павлович,Антоновские яблоки,1150,1422
Гоголь Николай Васильевич,Записки охотника,1820,1912
Некрасов Виктор Платонович,Железная дорога,1819,813
Тургенев Иван Сергеевич,Донские рассказы,1129,1245
Чехов Антон Павлович,Евгений Онегин,1357,1308
Некрасов Виктор Платонович,Анна Каренина,1261,1101
Чехов Антон Павлович,Лёгкое дыхание,1525,1727
Чехов Антон Павлович,Пётр Первый,1268,291
Толстой Алексей Николаевич,Вий,1843,290
Булгаков Михаил Афанасьевич,Железная дорога,1632,1673
Некрасов Николай Алексеевич,Идиот,1678,581
Чехов Антон Павлович,Первая любовь,1791,39
Шолохов Михаил Александрович,Воскресение,1935,573
Бунин Иван Алексеевич,Идиот,1313,1962
Пушкин Александр Сергеевич,Дама с собачкой,1508,1524
Чехов Антон Павлович,Русские женщины,1621,337
Гоголь Николай Васильевич,Евгений Онегин,1989,1497
Бунин Иван Алексеевич,Маленькая печальная повесть,1709,364
Пушкин Александр Сергеевич,Детство,1685,452
Тургенев Иван Сергеевич,Собачье сердце,1111,805
Шолохов Михаил Александрович,Белая гвардия,1154,531
Некрасов Николай Алексеевич,Тихий Дон,1377,1332
Булгаков Михаил Афанасьевич,Братья Карамазовы,1773,1017
Бунин Иван Алексеевич,Воскресение,1594,349
Толстой Алексей Николаевич,Ионыч,1282,679
Тургенев Иван Сергеевич,Бесы,1232,1150
Достоевский Фёдор Михайлович,Первая любовь,1649,696
Гоголь Николай Васильевич,Вий,1386,51
Шолохов Михаил Александрович,Железная дорога,1921,463
Тургенев Иван Сергеевич,Лёгкое дыхание,1348,1048
Толстой Алексей Николаевич,Крестьянские дети,1358,1130
Гоголь Николай Васильевич,Тихий Дон,1770,1217
Тургенев Иван Сергеевич,Тарас Бульба,1363,441
Пушкин Александр Сергеевич,Железная дорога,1422,1143
Булгаков Михаил Афанасьевич,Анна Каренина,1850,322
Чехов Антон Павлович,Кому на Руси жить хорошо,1840,1741
Бунин Иван Алексеевич,Крестьянские дети,1341,1253
Достоевский Фёдор Михайлович,Медный всадник,1320,640
Некрасов Николай Алексеевич,Дама с собачкой,1212,1002
Шолохов Михаил Александрович,Рядовой Лютиков,1959,1348
Толстой Лев Николаевич,Тёмные аллеи,1108,1305
Гоголь Николай Васильевич,Кому на Руси жить хорошо,1759,672
Гоголь Николай Васильевич,Ионыч,1551,1518
Булгаков Михаил Афанасьевич,Тёмные аллеи,2007,648
Тургенев Иван Сергеевич,Преступление и наказание,1650,1561
Гоголь Николай Васильевич,Тарас Бульба,1888,368
Булгаков Михаил Афанасьевич,Братья Карамазовы,1951,1223
Толстой Лев Николаевич,Рядовой Лютиков,1555,1943
Некрасов Виктор Платонович,Дом с мезонином,1669,1916
Бунин Иван Алексеевич,Тарас Бульба,1195,1135
Некрасов Виктор Платонович,Русские женщины,1665,729
Пушкин Александр Сергеевич,Донские рассказы,1324,1815
Некрасов Николай Алексеевич,Мастер и Маргарита,1372,806
Шолохов Михаил Александрович,Хамелеон,1379,45
Шолохов Михаил Александрович,Митина любовь,1586,1224
Гоголь Николай Васильевич,Крестьянские дети,1750,1614
Гоголь Николай Васильевич,Анна Каренина,1120,425
Толстой Лев Николаевич,Хождение по мукам,1224,620
Толстой Алексей Николаевич,Воскресение,1278,1859
Шолохов Михаил Александрович,Листопад,1563,956
Бунин Иван Алексеевич,Белые ночи,1671,1610
Бунин Иван Алексеевич,Записки охотника,1551,1191
Пушкин Александр Сергеевич,Дом с мезонином,1178,238
Тургенев Иван Сергеевич,Тарас Бульба,1861,1641
Некрасов Николай Алексеевич,Медный всадник,1152,1637
Бунин Иван Алексеевич,Вишнёвый сад,1885,1894
Гоголь Николай Васильевич,Мертвые души,1684,539
Пушкин Александр Сергеевич,Антоновские яблоки,1585,1336
Достоевский Фёдор Михайлович,Записки охотника,1308,34
Некрасов Виктор Платонович,Дама с собачкой,2006,677
Толстой Алексей Николаевич,Мастер и Маргарита,1219,75
Гоголь Николай Васильевич,Идиот,1421,1431
Достоевский Фёдор Михайлович,Крестьянские дети,1934,1551
Булгаков Михаил Афанасьевич,Маленькая печальная повесть,1748,882
Булгаков Михаил Афанасьевич,Хождение по мукам,1851,1172
Гоголь Николай Васильевич,Ионыч,1634,1886
Пушкин Александр Сергеевич,Рядовой Лютиков,1824,1035
Шолохов Михаил Александрович,Преступление и наказание,1775,801
Тургенев Иван Сергеевич,Хамелеон,1724,400
Булгаков Михаил Афанасьевич,Война и мир,1915,391
Шолохов Михаил Александрович,Мастер и Маргарита,1857,547
Шолохов Михаил Александрович,Рядовой Лютиков,1997,1446
Толстой Алексей Николаевич,Ионыч,1167,1053
Бунин Иван Алексеевич,Отцы и дети,1968,1668
Толстой Лев Николаевич,Хождение по мукам,1680,828
Некрасов Николай Алексеевич,Тёмные аллеи,1380,676
Некрасов Виктор Платонович,Ревизор,1521,979
Толстой Алексей Николаевич,Лёгкое дыхание,1448,1347
Некрасов Николай Алексеевич,Медный всадник,1252,1381
Тургенев Иван Сергеевич,Хамелеон,1608,1978
Пушкин Александр Сергеевич,Тёмные аллеи,1877,731
Тургенев Иван Сергеевич,Морфий,1750,142
Чехов Антон Павлович,Шинель,1193,1842
Толстой Лев Николаевич,Хождение по мукам,1566,980
Булгаков Михаил Афанасьевич,Белая гвардия,1183,94
Толстой Алексей Николаевич,Ася,1495,1278
Достоевский Фёдор Михайлович,Бесы,2015,1765
Толстой Лев Николаевич,Тёмные аллеи,1336,899
Булгаков Михаил Афанасьевич,Дама с собачкой,1524,1600
Булгаков Михаил Афанасьевич,Лёгкое дыхание,1699,1305
Бунин Иван Алексеевич,Пётр Первый,1578,1782
Пушкин Александр Сергеевич,Братья Карамазовы,1711,1412
Достоевский Фёдор Михайлович,Тарас Бульба,1265,201
Гоголь Николай Васильевич,Медный всадник,1102,608
Чехов Антон Павлович,Железная дорога,1134,1428
Некрасов Виктор Платонович,Отцы и дети,1599,420
Гоголь Николай Васильевич,Крестьянские дети,1951,428
Некрасов Виктор Платонович,Тихий Дон,1472,1527
Толстой Алексей Николаевич,Идиот,1126,1139
Булгаков Михаил Афанасьевич,Анна Каренина,1805,879
Некрасов Виктор Платонович,Митина любовь,1714,1281
Некрасов Николай Алексеевич,Ионыч,1137,1210
Некрасов Виктор Платонович,Донские рассказы,1228,846
Бунин Иван Алексеевич,Собачье сердце,1641,442
Булгаков Михаил Афанасьевич,В окопах Сталинграда,1793,91
Гоголь Николай Васильевич,Воскресение,1979,529
Некрасов Николай Алексеевич,Отцы и дети,1954,1165
Толстой Алексей Николаевич,Детство,1966,468
Чехов Антон Павлович,Анна Каренина,1253,1805
Толстой Алексей Николаевич,Тёмные аллеи,1794,244
Некрасов Николай Алексеевич,Мертвые души,1514,1781
Гоголь Николай Васильевич,Донские рассказы,1424,494
Толстой Алексей Николаевич,Морфий,1874,1437
Шолохов Михаил Александрович,Первая любовь,1881,1285
Пушкин Александр Сергеевич,Листопад,1687,994
Булгаков Михаил Афанасьевич,Медный всадник,1765,694
Булгаков Михаил Афанасьевич,Антоновские яблоки,1897,110
Бунин Иван Алексеевич,Шинель,1669,1966
Пушкин Александр Сергеевич,Первая любовь,1894,948
Некрасов Виктор Платонович,Маленькая печальная повесть,1304,533
Некрасов Николай Алексеевич,Дом с мезонином,1631,282
Бунин Иван Алексеевич,Анна Каренина,1478,1835
Гоголь Николай Васильевич,Мертвые души,1138,469
Толстой Лев Николаевич,Крестьянские дети,1166,543
Некрасов Виктор Платонович,Лёгкое дыхание,1130,877
Тургенев Иван Сергеевич,Анна Каренина,1415,65
Некрасов Николай Алексеевич,Ионыч,1476,1240
Толстой Лев Николаевич,Детство,1650,163
Шолохов Михаил Александрович,Пётр Первый,1737,1429
Шолохов Михаил Александрович,Анна Каренина,1421,224
Достоевский Фёдор Михайлович,Ревизор,1820,854
Толстой Лев Николаевич,Морфий,1418,47
Бунин Иван Алексеевич,Антоновские яблоки,1140,1426
Некрасов Виктор Платонович,Ионыч,1609,1750
Чехов Антон Павлович,В окопах Сталинграда,1431,231
Тургенев Иван Сергеевич,Ревизор,1421,274
Некрасов Николай Алексеевич,Аэлита,1492,1080
Тургенев Иван Сергеевич,Преступление и наказание,1608,1872
Тургенев Иван Сергеевич,Война и мир,1751,1173
Чехов Антон Павлович,Анна Каренина,1221,1826
Некрасов Виктор Платонович,Мастер и Маргарита,1253,655
Некрасов Николай Алексеевич,Дама с собачкой,1638,1515
Гоголь Николай Васильевич,Вишнёвый сад,1114,989
Шолохов Михаил Александрович,Собачье сердце,1124,1399
Некрасов Виктор Платонович,Рядовой Лютиков,1601,320
Пушкин Александр Сергеевич,Листопад,1139,1347
Булгаков Михаил Афанасьевич,В окопах Сталинграда,1228,1977
Достоевский Фёдор Михайлович,Рядовой Лютиков,1105,1080
Пушкин Александр Сергеевич,Мастер и Маргарита,1459,12
Толстой Лев Николаевич,Медный всадник,1538,757
Некрасов Николай Алексеевич,Маленькая печальная повесть,1969,777
Чехов Антон Павлович,Русские женщины,1434,1635
Пушкин Александр Сергеевич,Кому на Руси жить хорошо,2025,1997
Булгаков Михаил Афанасьевич,Преступление и наказание,1980,1762
Достоевский Фёдор Михайлович,Ася,2022,1566
Гоголь Николай Васильевич,Аэлита,1775,644
Чехов Антон Павлович,Донские рассказы,1682,990
Булгаков Михаил Афанасьевич,Хамелеон,1603,148
Бунин Иван Алексеевич,Рядовой Лютиков,1302,819
Пушкин Александр Сергеевич,Белая гвардия,1966,1805
Толстой Алексей Николаевич,Хамелеон,1901,1676
Шолохов Михаил Александрович,Донские рассказы,1357,1823
Гоголь Николай Васильевич,Евгений Онегин,1771,324
Тургенев Иван Сергеевич,Бесы,1318,782
Некрасов Виктор Платонович,Хождение по мукам,1974,1310
Толстой Алексей Николаевич,Вишнёвый сад,1128,716
Гоголь Николай Васильевич,Война и мир,1385,1407
Шолохов Михаил Александрович,Преступление и наказание,1823,1138
Достоевский Фёдор Михайлович,Лёгкое дыхание,1937,1068
Чехов Антон Павлович,Хождение по мукам,1535,1125
Толстой Алексей Николаевич,Война и мир,2016,194
Бунин Иван Алексеевич,Отцы и дети,1883,775
Чехов Антон Павлович,Аэлита,1358,1272
Чехов Антон Павлович,Вишнёвый сад,1804,494
Чехов Антон Павлович,Белая гвардия,1569,1056
Булгаков Михаил Афанасьевич,Мастер и Маргарита,1699,985
Тургенев Иван Сергеевич,Дом с мезонином,1146,365
Бунин Иван Алексеевич,Тихий Дон,1989,1064
Некрасов Николай Алексеевич,Воскресение,1317,389
Булгаков Михаил Афанасьевич,Хождение по мукам,1895,525
Толстой Алексей Николаевич,Хамелеон,1583,1738
Некрасов Николай Алексеевич,Лёгкое дыхание,1162,114
Чехов Антон Павлович,Медный всадник,1206,87
Гоголь Николай Васильевич,Аэлита,1569,1131
Бунин Иван Алексеевич,Листопад,1814,1125
Толстой Лев Николаевич,Кому на Руси жить хорошо,1867,857
Чехов Антон Павлович,Белые ночи,1420,1624
Толстой Лев Николаевич,Рядовой Лютиков,1946,1036
Булгаков Михаил Афанасьевич,Отцы и дети,1533,457
Чехов Антон Павлович,Вий,1756,894
Бунин Иван Алексеевич,Медный всадник,1119,1332
Тургенев Иван Сергеевич,Ася,1468,1109
Достоевский Фёдор Михайлович,Пётр Первый,1425,1977
Толстой Алексей Николаевич,Вий,1204,1694
Толстой Лев Николаевич,Морфий,1889,382
Булгаков Михаил Афанасьевич,Кому на Руси жить хорошо,1365,1784
Пушкин Александр Сергеевич,Шинель,1205,1201
Тургенев Иван Сергеевич,Тёмные аллеи,1203,412
Достоевский Фёдор Михайлович,Донские рассказы,1907,940
Некрасов Виктор Платонович,Железная дорога,1317,1525
Булгаков Михаил Афанасьевич,Бесы,1675,1866
Достоевский Фёдор Михайлович,Дама с собачкой,1318,1311
Шолохов Михаил Александрович,Железная дорога,1450,902
Бунин Иван Алексеевич,Преступление и наказание,1616,1069
Некрасов Виктор Платонович,Братья Карамазовы,1984,835
Гоголь Николай Васильевич,Бесы,1648,1425
Булгаков Михаил Афанасьевич,В окопах Сталинграда,1436,154
Достоевский Фёдор Михайлович,Белые ночи,1567,244
Достоевский Фёдор Михайлович,Детство,1348,923
Толстой Лев Николаевич,Ревизор,1654,1154
Некрасов Виктор Платонович,Тёмные аллеи,1338,289
Пушкин Александр Сергеевич,Пётр Первый,1845,436
Шолохов Михаил Александрович,Железная дорога,1887,549
Толстой Алексей Николаевич,Донские рассказы,1405,1534
Достоевский Фёдор Михайлович,Собачье сердце,1403,209
Некрасов Виктор Платонович,Кому на Руси жить хорошо,1328,914
Тургенев Иван Сергеевич,Хождение по мукам,1924,713
Пушкин Александр Сергеевич,Евгений Онегин,1111,530
Шолохов Михаил Александрович,Братья Карамазовы,1108,1464
Булгаков Михаил Афанасьевич,Отцы и дети,1841,1577
Достоевский Фёдор Михайлович,Листопад,1916,1554
Некрасов Виктор Платонович,Дама с собачкой,1281,1709
Пушкин Александр Сергеевич,Белая гвардия,2010,1951
Бунин Иван Алексеевич,Маленькая печальная повесть,1148,553
Толстой Лев Николаевич,Листопад,1115,938
Толстой Алексей Николаевич,Антоновские яблоки,1291,1868
Тургенев Иван Сергеевич,Дама с собачкой,1619,1994
Бунин Иван Алексеевич,Железная дорога,1148,1298
Тургенев Иван Сергеевич,Вий,1508,157
Шолохов Михаил Александрович,Медный всадник,1745,333
Пушкин Александр Сергеевич,Мертвые души,1586,1042
Толстой Алексей Николаевич,Морфий,1934,14
Тургенев Иван Сергеевич,Ионыч,1302,217
Толстой Алексей Николаевич,Русские женщины,1473,1876
Некрасов Николай Алексеевич,Мастер и Маргарита,1610,101
Шолохов Михаил Александрович,Лёгкое дыхание,1674,1513
Чехов Антон Павлович,Листопад,1604,452
Тургенев Иван Сергеевич,Шинель,1668,668
Достоевский Фёдор Михайлович,Братья Карамазовы,1460,945
Пушкин Александр Сергеевич,Рядовой Лютиков,1285,233
Шолохов Михаил Александрович,Мастер и Маргарита,1102,1392
Толстой Лев Николаевич,Отцы и дети,1951,1280
Булгаков Михаил Афанасьевич,Пётр Первый,1311,286
Некрасов Виктор Платонович,Тихий Дон,1820,1302
Гоголь Николай Васильевич,Дом с мезонином,1964,1629
Тургенев Иван Сергеевич,Дом с мезонином,1491,1068
Бунин Иван Алексеевич,Дама с собачкой,1954,1903
Достоевский Фёдор Михайлович,Листопад,1868,293
Пушкин Александр Сергеевич,Тёмные аллеи,1606,170
Достоевский Фёдор Михайлович,Вий,1234,1987
Шолохов Михаил Александрович,Белая гвардия,1895,281
Бунин Иван Алексеевич,Железная дорога,1549,1705
Бунин Иван Алексеевич,Отцы и дети,1912,708
Чехов Антон Павлович,Война и мир,1861,264
Пушкин Александр Сергеевич,Донские рассказы,1256,761
Толстой Алексей Николаевич,Кому на Руси жить хорошо,1970,675
Пушкин Александр Сергеевич,Медный всадник,1634,1157
Некрасов Виктор Платонович,Записки охотника,1146,548
Шолохов Михаил Александрович,Дама с собачкой,1720,51
Некрасов Виктор Платонович,Детство,1819,1130
Чехов Антон Павлович,Ася,1895,420
Достоевский Фёдор Михайлович,Пётр Первый,2016,1719
Пушкин Александр Сергеевич,Вий,1926,1767
Достоевский Фёдор Михайлович,Белая гвардия,1852,823
Пушкин Александр Сергеевич,Тёмные аллеи,1428,796
Тургенев Иван Сергеевич,Евгений Онегин,1848,678
Некрасов Николай Алексеевич,Детство,2013,1749
Булгаков Михаил Афанасьевич,Русские женщины,1203,1975
Бунин Иван Алексеевич,Война и мир,1315,1713
Булгаков Михаил Афанасьевич,Воскресение,1589,1915
Гоголь Николай Васильевич,Шинель,1542,750
Некрасов Николай Алексеевич,Дама с собачкой,1977,1945
Тургенев Иван Сергеевич,Медный всадник,1430,1608
Толстой Лев Николаевич,Евгений Онегин,1182,1908
Достоевский Фёдор Михайлович,Ревизор,1733,1821
Некрасов Виктор Платонович,Вишнёвый сад,1242,410
Толстой Лев Николаевич,Записки охотника,1898,872
Некрасов Николай Алексеевич,Собачье сердце,1187,40
Некрасов Николай Алексеевич,Маленькая печальная повесть,1414,1219
Чехов Антон Павлович,Бесы,1456,291
Чехов Антон Павлович,Медный всадник,1731,1703
Бунин Иван Алексеевич,Вий,1451,1520
Достоевский Фёдор Михайлович,Белая гвардия,1769,365
Чехов Антон Павлович,Анна Каренина,1631,1207
Некрасов Виктор Платонович,Крестьянские дети,1102,856
Булгаков Михаил Афанасьевич,Детство,1725,851
Толстой Алексей Николаевич,Хамелеон,1739,1787
Некрасов Виктор Платонович,Евгений Онегин,1447,935
Некрасов Виктор Платонович,Хождение по мукам,1122,357
Бунин Иван Алексеевич,Листопад,1796,1403
Шолохов Михаил Александрович,Ася,1306,1192
Гоголь Николай Васильевич,Лёгкое дыхание,1237,178
Некрасов Виктор Платонович,Братья Карамазовы,1906,257
Толстой Алексей Николаевич,Братья Карамазовы,1679,324
Тургенев Иван Сергеевич,Белая гвардия,1289,145
Пушкин Александр Сергеевич,Война и мир,1339,1706
Толстой Алексей Николаевич,Шинель,1933,1116
Тургенев Иван Сергеевич,Пётр Первый,1690,336
Толстой Алексей Николаевич,Ревизор,1538,1220
Толстой Лев Николаевич,Митина любовь,1957,237
Булгаков Михаил Афанасьевич,Кому на Руси жить хорошо,1754,690
Гоголь Николай Васильевич,Записки охотника,1355,684
Толстой Алексей Николаевич,Русские женщины,1964,1000
Тургенев Иван Сергеевич,Бесы,1624,1816
Пушкин Александр Сергеевич,Отцы и дети,1529,1794
Достоевский Фёдор Михайлович,Тёмные аллеи,1564,1361
Толстой Алексей Николаевич,Анна Каренина,1424,391
Пушкин Александр Сергеевич,Дама с собачкой,1297,491
Некрасов Виктор Платонович,Маленькая печальная повесть,1873,952
Чехов Антон Павлович,Железная дорога,1871,525
Бунин Иван Алексеевич,Русские женщины,1749,1468
Тургенев Иван Сергеевич,Братья Карамазовы,1106,1804
Некрасов Николай Алексеевич,Война и мир,1390,1091
Тургенев Иван Сергеевич,Мастер и Маргарита,1701,117
Пушкин Александр Сергеевич,Медный всадник,1211,1888
Толстой Лев Николаевич,Тарас Бульба,1498,349
Некрасов Виктор Платонович,Отцы и дети,1189,478
Гоголь Николай Васильевич,Антоновские яблоки,1228,939
Тургенев Иван Сергеевич,Лёгкое дыхание,1594,1383
Некрасов Николай Алексеевич,Мертвые души,1127,1836
Достоевский Фёдор Михайлович,Русские женщины,1838,1919
Достоевский Фёдор Михайлович,Донские рассказы,1725,468
Чехов Антон Павлович,Собачье сердце,1507,465
Гоголь Николай Васильевич,Отцы и дети,1321,280
Шолохов Михаил Александрович,Хождение по мукам,1239,121
Бунин Иван Алексеевич,Воскресение,1684,63
Некрасов Николай Алексеевич,Отцы и дети,1367,1451
Толстой Лев Николаевич,Тихий Дон,1855,1489
Бунин Иван Алексеевич,Ионыч,1672,1425
Толстой Алексей Николаевич,Война и мир,1768,431
Достоевский Фёдор Михайлович,Идиот,1817,773
Тургенев Иван Сергеевич,Крестьянские дети,1343,1110
Тургенев Иван Сергеевич,Ионыч,1719,811
Толстой Алексей Николаевич,Русские женщины,1977,641
Достоевский Фёдор Михайлович,Ася,1668,1164
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1154,1948
Некрасов Николай Алексеевич,Судьба человека,1746,199
Чехов Антон Павлович,Пётр Первый,1455,815
Достоевский Фёдор Михайлович,Анна Каренина,1644,1255
Некрасов Виктор Платонович,Железная дорога,1809,1180
Некрасов Николай Алексеевич,Идиот,1275,1014
Бунин Иван Алексеевич,Мастер и Маргарита,1113,1744
Некрасов Виктор Платонович,Собачье сердце,1189,1255
Шолохов Михаил Александрович,Железная дорога,1869,763
Тургенев Иван Сергеевич,Записки охотника,1484,1902
Пушкин Александр Сергеевич,Железная дорога,1647,1248
Гоголь Николай Васильевич,Русские женщины,1104,1926
Пушкин Александр Сергеевич,Хамелеон,1888,922
Некрасов Виктор Платонович,Русские женщины,1924,1174
Некрасов Николай Алексеевич,Железная дорога,1336,1274
Чехов Антон Павлович,Дом с мезонином,1845,12
Некрасов Виктор Платонович,Идиот,1616,1316
Тургенев Иван Сергеевич,Хамелеон,1665,498
Толстой Алексей Николаевич,Тихий Дон,1662,1974
Бунин Иван Алексеевич,Русские женщины,1544,1056
Чехов Антон Павлович,Аэлита,1774,1064
Толстой Алексей Николаевич,Евгений Онегин,2007,1609
Некрасов Николай Алексеевич,Мастер и Маргарита,1194,292
Булгаков Михаил Афанасьевич,Отцы и дети,1742,1760
Пушкин Александр Сергеевич,Анна Каренина,1138,1573
Толстой Алексей Николаевич,Белые ночи,1619,1110
Чехов Антон Павлович,Братья Карамазовы,1148,384
Шолохов Михаил Александрович,Война и мир,1983,1758
Некрасов Виктор Платонович,Рядовой Лютиков,1726,524
Некрасов Виктор Платонович,Рядовой Лютиков,1557,1610
Гоголь Николай Васильевич,Ионыч,1628,136
Бунин Иван Алексеевич,Записки охотника,1573,1270
Толстой Лев Николаевич,Дом с мезонином,1965,106
Чехов Антон Павлович,Преступление и наказание,1974,431
Некрасов Николай Алексеевич,Хамелеон,1620,1578
Толстой Лев Николаевич,Детство,1190,1426
Гоголь Николай Васильевич,Листопад,1734,894
Некрасов Николай Алексеевич,Белая гвардия,1690,701
Пушкин Александр Сергеевич,Мастер и Маргарита,1768,631
Булгаков Михаил Афанасьевич,Пётр Первый,1505,1866
Толстой Алексей Николаевич,Преступление и наказание,1317,1249
Шолохов Михаил Александрович,Рядовой Лютиков,1433,164
Толстой Алексей Николаевич,Ионыч,1987,59
Тургенев Иван Сергеевич,Шинель,1852,779
Булгаков Михаил Афанасьевич,Ионыч,1556,862
Гоголь Николай Васильевич,Рядовой Лютиков,1918,1707
Шолохов Михаил Александрович,Евгений Онегин,1881,336
Гоголь Николай Васильевич,Хождение по мукам,1263,79
Некрасов Виктор Платонович,Мертвые души,1853,1696
Достоевский Фёдор Михайлович,Донские рассказы,1126,1168
Бунин Иван Алексеевич,Дом с мезонином,1401,761
Бунин Иван Алексеевич,Мастер и Маргарита,1369,1353
