author,title,year,pages
Толстой Лев Николаевич,Тарас Бульба,1988,412
Стругацкий Аркадий Натанович,Морфий,1966,577
Пушкин Александр Сергеевич,Пётр Первый,1916,770
Горький Максим,Донские рассказы,1971,682
Грибоедов Александр Сергеевич,Детство,1886,352
Стругацкий Борис Натанович,Листопад,1828,1063
Островский Александр Николаевич,Листопад,1895,835
Платонов Андрей Платонович,Война и мир,1844,504
Ильф Илья Арнольдович,Белая гвардия,1973,352
Чернышевский Николай Гаврилович,Первая любовь,1943,309
Толстой Лев Николаевич,Хождение по мукам,1961,537
Бунин Иван Алексеевич,Братья Карамазовы,1952,246
Некрасов Виктор Платонович,Пётр Первый,1955,669
Стругацкий Аркадий Натанович,Медный всадник,2014,976
Набоков Владимир Владимирович,Русские женщины,1921,674
Островский Александр Николаевич,Собачье сердце,1880,1377
Гоголь Николай Васильевич,Первая любовь,1819,573
Грин Александр Степанович,Пётр Первый,1857,724
Шолохов Михаил Александрович,Пётр Первый,2018,970
Платонов Андрей Платонович,Мастер и Маргарита,1880,1221
Толстой Алексей Николаевич,Ася,1994,1439
Замятин Евгений Иванович,Тихий Дон,1892,543
Чехов Антон Павлович,Тарас Бульба,1882,58
Салтыков-Щедрин Михаил Евграфович,Аэлита,1813,1123
Шолохов Михаил Александрович,Вий,1976,654
Толстой Алексей Николаевич,Судьба человека,1942,827
Ахматова Анна Андреевна,Тёмные аллеи,1868,513
Платонов Андрей Платонович,Медный всадник,1898,1135
Бродский Иосиф Александрович,Судьба человека,1866,340
Добролюбов Николай Александрович,Маленькая печальная повесть,1968,988
Есенин Сергей Александрович,Ионыч,1867,212
Платонов Андрей Платонович,Ревизор,1806,734
Беляев Александр Романович,Кому на Руси жить хорошо,2022,190
Добролюбов Николай Александрович,Воскресение,1943,855
Цветаева Марина Ивановна,Тихий Дон,1844,1451
Некрасов Николай Алексеевич,Тихий Дон,1996,1461
Куприн Александр Иванович,Дом с мезонином,1922,673
Островский Александр Николаевич,Братья Карамазовы,1864,946
Салтыков-Щедрин Михаил Евграфович,Крестьянские дети,1860,1254
Платонов Андрей Платонович,Первая любовь,1928,167
Лермонтов Михаил Юрьевич,Кому на Руси жить хорошо,1804,1467
Достоевский Фёдор Михайлович,Хождение по мукам,1978,339
Толстой Лев Николаевич,Хамелеон,2020,372
Гоголь Николай Васильевич,Первая любовь,1932,553
Лермонтов Михаил Юрьевич,Анна Каренина,1974,1049
Толстой Лев Николаевич,Дом с мезонином,1826,569
Гоголь Николай Васильевич,Листопад,1853,198
Блок Александр Александрович,В окопах Сталинграда,2024,808
Грибоедов Александр Сергеевич,Шинель,1989,564
Маяковский Владимир Владимирович,Преступление и наказание,1934,855
Пушкин Александр Сергеевич,Дама с собачкой,1991,129
Бунин Иван Алексеевич,Тёмные аллеи,1809,682
Островский Александр Николаевич,Мертвые души,1927,174
Мандельштам Осип Эмильевич,Дама с собачкой,2001,1253
Толстой Лев Николаевич,Рядовой Лютиков,1849,557
Бродский Иосиф Александрович,Аэлита,1975,711
Лесков Николай Семёнович,В окопах Сталинграда,1878,362
Стругацкий Борис Натанович,Маленькая печальная повесть,1959,1225
Чехов Антон Павлович,Белая гвардия,2025,884
Бунин Иван Алексеевич,Аэлита,1894,1016
Блок Александр Александрович,Белые ночи,1822,87
Толстой Лев Николаевич,Ася,1840,198
Гоголь Николай Васильевич,Пётр Первый,1880,395
Лермонтов Михаил Юрьевич,Ревизор,1979,912
Ахматова Анна Андреевна,Вий,1907,1169
Толстой Лев Николаевич,Маленькая печальная повесть,1803,1393
Толстой Лев Николаевич,Тёмные аллеи,1911,446
Шолохов Михаил Александрович,Белые ночи,1888,896
Некрасов Николай Алексеевич,Преступление и наказание,1804,1429
Некрасов Николай Алексеевич,Воскресение,1863,359
Бунин Иван Алексеевич,Медный всадник,2014,1423
Ахматова Анна Андреевна,Хамелеон,1887,229
Тургенев Иван Сергеевич,Преступление и наказание,1954,1082
Замятин Евгений Иванович,Судьба человека,1919,699
Лермонтов Михаил Юрьевич,Идиот,1838,139
Толстой Лев Николаевич,Ася,1903,551
Некрасов Николай Алексеевич,Детство,1913,345
Булгаков Михаил Афанасьевич,Русские женщины,1843,518
Платонов Андрей Платонович,Русские женщины,1861,694
Булгаков Михаил Афанасьевич,Белые ночи,1936,257
Толстой Лев Николаевич,Записки охотника,2007,863
Ильф Илья Арнольдович,Мастер и Маргарита,1972,1014
Платонов Андрей Платонович,Дама с собачкой,1979,736
Толстой Лев Николаевич,Ревизор,1801,971
Пастернак Борис Леонидович,Война и мир,1824,700
Стругацкий Борис Натанович,Отцы и дети,1881,995
Ахматова Анна Андреевна,Митина любовь,1879,1410
Стругацкий Аркадий Натанович,Идиот,1837,1057
Салтыков-Щедрин Михаил Евграфович,Русские женщины,1972,423
Шолохов Михаил Александрович,Рядовой Лютиков,1930,1412
Пушкин Александр Сергеевич,Детство,1945,986
Платонов Андрей Платонович,Маленькая печальная повесть,1867,324
Толстой Лев Николаевич,Тёмные аллеи,1992,336
Толстой Лев Николаевич,Братья Карамазовы,1967,226
Беляев Александр Романович,Листопад,1856,1311
Тургенев Иван Сергеевич,Листопад,1941,1273
Стругацкий Аркадий Натанович,Детство,1863,1019
Толстой Лев Николаевич,Мертвые души,1832,906
Некрасов Николай Алексеевич,Анна Каренина,1894,864
Стругацкий Аркадий Натанович,Преступление и наказание,1980,1305
Цветаева Марина Ивановна,Ревизор,1847,765
Гоголь Николай Васильевич,Детство,1994,1034
Замятин Евгений Иванович,Медный всадник,1867,1354
Ильф Илья Арнольдович,Первая любовь,2017,1025
Некрасов Николай Алексеевич,Записки охотника,1930,992
Лесков Николай Семёнович,Медный всадник,1802,742
Лесков Николай Семёнович,Ионыч,1853,1434
Лесков Николай Семёнович,Русские женщины,2018,150
Тургенев Иван Сергеевич,Мертвые души,1913,260
Набоков Владимир Владимирович,Морфий,1836,711
Чехов Антон Павлович,Железная дорога,1931,205
Горький Максим,Хождение по мукам,2016,1081
Толстой Алексей Николаевич,Собачье сердце,1972,616
Стругацкий Аркадий Натанович,Антоновские яблоки,1994,956
Грибоедов Александр Сергеевич,Митина любовь,1831,1450
Пастернак Борис Леонидович,Мастер и Маргарита,1866,1297
Замятин Евгений Иванович,Анна Каренина,1862,558
Толстой Лев Николаевич,Дом с мезонином,1956,956
Блок Александр Александрович,Мастер и Маргарита,1949,545
Петров Евгений Петрович,Отцы и дети,1976,1220
Шолохов Михаил Александрович,Дама с собачкой,1825,470
Стругацкий Борис Натанович,Тарас Бульба,1804,188
Добролюбов Николай Александрович,Дом с мезонином,1939,998
Горький Максим,Шинель,1813,815
Некрасов Виктор Платонович,Судьба человека,1970,1165
Петров Евгений Петрович,Аэлита,1957,1411
Куприн Александр Иванович,Белая гвардия,1928,1082
Салтыков-Щедрин Михаил Евграфович,Вий,1866,698
Пастернак Борис Леонидович,Тёмные аллеи,1973,645
Чернышевский Николай Гаврилович,Ася,1992,309
Толстой Алексей Николаевич,Лёгкое дыхание,1869,967
Бунин Иван Алексеевич,Война и мир,1924,266
Толстой Лев Николаевич,Маленькая печальная повесть,1853,1376
Маяковский Владимир Владимирович,В окопах Сталинграда,1999,398
Грибоедов Александр Сергеевич,Мертвые души,1894,195
Салтыков-Щедрин Михаил Евграфович,Аэлита,2024,1052
Бунин Иван Алексеевич,Анна Каренина,1857,368
Толстой Лев Николаевич,Белые ночи,1967,713
Блок Александр Александрович,Мастер и Маргарита,1980,222
Лермонтов Михаил Юрьевич,Братья Карамазовы,1811,1043
Ильф Илья Арнольдович,Вишнёвый сад,1872,967
Толстой Лев Николаевич,Детство,1803,698
Бунин Иван Алексеевич,Записки охотника,1941,433
Пастернак Борис Леонидович,Судьба человека,1953,489
Толстой Лев Николаевич,Белые ночи,1918,749
Набоков Владимир Владимирович,Бесы,1855,1359
Мандельштам Осип Эмильевич,Шинель,2020,390
Ильф Илья Арнольдович,Воскресение,1808,1127
Мандельштам Осип Эмильевич,Бесы,1875,1224
Горький Максим,Анна Каренина,1828,416
Толстой Лев Николаевич,Маленькая печальная повесть,1838,421
Пастернак Борис Леонидович,Дом с мезонином,1876,1119
Толстой Лев Николаевич,Белые ночи,1916,816
Ахматова Анна Андреевна,Морфий,1845,207
Салтыков-Щедрин Михаил Евграфович,Кому на Руси жить хорошо,1916,1421
Некрасов Виктор Платонович,Мастер и Маргарита,1982,579
Булгаков Михаил Афанасьевич,Тихий Дон,1830,410
Грин Александр Степанович,Донские рассказы,1925,478
Лесков Николай Семёнович,Рядовой Лютиков,1983,1027
Беляев Александр Романович,Ревизор,1966,471
Грибоедов Александр Сергеевич,Детство,1981,1166
Достоевский Фёдор Михайлович,Железная дорога,1902,1210
Чехов Антон Павлович,Мастер и Маргарита,1811,1436
Пушкин Александр Сергеевич,Детство,1861,1389
Чехов Антон Павлович,Война и мир,1957,1330
Грин Александр Степанович,Отцы и дети,1963,705
Салтыков-Щедрин Михаил Евграфович,Преступление и наказание,1826,948
Достоевский Фёдор Михайлович,Антоновские яблоки,1916,890
Петров Евгений Петрович,Медный всадник,1810,881
Толстой Лев Николаевич,Тарас Бульба,2003,258
Булгаков Михаил Афанасьевич,Детство,1935,1172
Островский Александр Николаевич,В окопах Сталинграда,1904,90
Шолохов Михаил Александрович,Воскресение,1896,654
Мандельштам Осип Эмильевич,Вишнёвый сад,1846,1151
Тургенев Иван Сергеевич,Хамелеон,1906,853
Стругацкий Аркадий Натанович,Тарас Бульба,2005,651
Толстой Лев Николаевич,Белая гвардия,1983,535
Чернышевский Николай Гаврилович,Судьба человека,1842,1270
Бунин Иван Алексеевич,Хождение по мукам,1999,854
Толстой Лев Николаевич,Донские рассказы,1820,500
Пушкин Александр Сергеевич,Евгений Онегин,1913,1248
Чехов Антон Павлович,Рядовой Лютиков,1844,1248
Толстой Лев Николаевич,Белая гвардия,1867,223
Стругацкий Аркадий Натанович,Крестьянские дети,1921,121
Добролюбов Николай Александрович,Евгений Онегин,1907,1150
Грибоедов Александр Сергеевич,Вий,1806,296
Есенин Сергей Александрович,Преступление и наказание,1914,962
Некрасов Виктор Платонович,Евгений Онегин,2023,106
Лермонтов Михаил Юрьевич,Тихий Дон,2006,910
Мандельштам Осип Эмильевич,Преступление и наказание,1883,1222
Толстой Лев Николаевич,Вий,1977,686
Чернышевский Николай Гаврилович,Рядовой Лютиков,1988,1284
Лермонтов Михаил Юрьевич,Тёмные аллеи,1833,897
Горький Максим,Маленькая печальная повесть,1800,1482
Тургенев Иван Сергеевич,Тёмные аллеи,1829,950
Петров Евгений Петрович,Крестьянские дети,1973,641
Стругацкий Борис Натанович,Лёгкое дыхание,1936,989
Тургенев Иван Сергеевич,Идиот,1871,1305
Чехов Антон Павлович,Анна Каренина,1814,866
Некрасов Виктор Платонович,Братья Карамазовы,1963,783
Набоков Владимир Владимирович,Хамелеон,1833,1292
Пушкин Александр Сергеевич,Дом с мезонином,2002,550
Толстой Лев Николаевич,Записки охотника,1860,186
Пастернак Борис Леонидович,Анна Каренина,1896,794
Горький Максим,Собачье сердце,1800,1051
Бродский Иосиф Александрович,Крестьянские дети,1952,634
Толстой Лев Николаевич,Белая гвардия,1845,677
Пастернак Борис Леонидович,Медный всадник,1814,1306
Толстой Алексей Николаевич,Белая гвардия,2002,688
Грин Александр Степанович,Аэлита,1858,332
Платонов Андрей Платонович,Аэлита,1848,816
Лермонтов Михаил Юрьевич,Митина любовь,1992,1331
Горький Максим,Братья Карамазовы,2004,379
Чернышевский Николай Гаврилович,Рядовой Лютиков,1895,845
Лесков Николай Семёнович,Анна Каренина,1892,1194
Платонов Андрей Платонович,Хождение по мукам,1875,485
Некрасов Виктор Платонович,Аэлита,1839,1360
Шолохов Михаил Александрович,Маленькая печальная повесть,1895,242
Стругацкий Аркадий Натанович,Пётр Первый,2004,1185
Куприн Александр Иванович,Ионыч,1908,611
Толстой Лев Николаевич,Анна Каренина,1889,860
Есенин Сергей Александрович,Донские рассказы,2021,541
Петров Евгений Петрович,Тихий Дон,1853,1022
Толстой Лев Николаевич,Хождение по мукам,1852,1134
Бунин Иван Алексеевич,Железная дорога,1983,1113
Грин Александр Степанович,Аэлита,1975,1454
Грин Александр Степанович,Листопад,1997,1009
Лермонтов Михаил Юрьевич,Аэлита,1931,1051
Тургенев Иван Сергеевич,Ионыч,1942,504
Ильф Илья Арнольдович,Медный всадник,1946,434
Лермонтов Михаил Юрьевич,Записки охотника,1836,1211
Платонов Андрей Платонович,Детство,1805,1248
Толстой Лев Николаевич,Евгений Онегин,1827,549
Грин Александр Степанович,Идиот,1915,122
Беляев Александр Романович,Дом с мезонином,1926,1200
Некрасов Николай Алексеевич,Белые ночи,1846,183
Замятин Евгений Иванович,Шинель,1805,394
Толстой Алексей Николаевич,Листопад,1851,1178
Беляев Александр Романович,Отцы и дети,1808,402
Достоевский Фёдор Михайлович,Воскресение,1904,138
Бродский Иосиф Александрович,Белая гвардия,1811,595
Лесков Николай Семёнович,Пётр Первый,1975,188
Чехов Антон Павлович,Кому на Руси жить хорошо,1947,1030
Пастернак Борис Леонидович,Ася,1897,1262
Цветаева Марина Ивановна,Хамелеон,1970,971
Шолохов Михаил Александрович,Медный всадник,1978,872
Толстой Лев Николаевич,Ревизор,1936,528
Куприн Александр Иванович,Детство,1994,595
Беляев Александр Романович,Пётр Первый,1832,125
Грин Александр Степанович,Анна Каренина,1990,788
Салтыков-Щедрин Михаил Евграфович,Русские женщины,1950,1350
Достоевский Фёдор Михайлович,Митина любовь,1908,816
Бродский Иосиф Александрович,Анна Каренина,1827,889
Тургенев Иван Сергеевич,Тарас Бульба,1901,105
Некрасов Виктор Платонович,Первая любовь,2011,453
Чернышевский Николай Гаврилович,В окопах Сталинграда,1893,476
Тургенев Иван Сергеевич,Железная дорога,1967,638
Маяковский Владимир Владимирович,Дом с мезонином,1994,1377
Лесков Николай Семёнович,Записки охотника,1974,258
Ахматова Анна Андреевна,Ионыч,1846,1172
Стругацкий Аркадий Натанович,Дом с мезонином,2010,65
Островский Александр Николаевич,Воскресение,2013,494
Набоков Владимир Владимирович,Шинель,1888,1033
Бродский Иосиф Александрович,Братья Карамазовы,1871,730
Тургенев Иван Сергеевич,Тихий Дон,1822,344
Бродский Иосиф Александрович,Бесы,2005,872
Лесков Николай Семёнович,Белая гвардия,1976,302
Толстой Лев Николаевич,Дама с собачкой,2003,411
Бродский Иосиф Александрович,В окопах Сталинграда,1900,347
Маяковский Владимир Владимирович,В окопах Сталинграда,1910,1086
Пушкин Александр Сергеевич,Хамелеон,1824,54
Платонов Андрей Платонович,Пётр Первый,2007,531
Стругацкий Аркадий Натанович,Тихий Дон,1862,142
Некрасов Николай Алексеевич,Кому на Руси жить хорошо,1853,1283
Толстой Лев Николаевич,Дом с мезонином,1900,255
Стругацкий Борис Натанович,Рядовой Лютиков,2017,1472
Толстой Лев Николаевич,Собачье сердце,2018,357
Толстой Алексей Николаевич,Бесы,1983,449
Толстой Лев Николаевич,Ионыч,1993,514
Толстой Алексей Николаевич,Белая гвардия,1902,611
Некрасов Виктор Платонович,Хамелеон,1950,765
Пушкин Александр Сергеевич,Крестьянские дети,1945,223
Чехов Антон Павлович,Маленькая печальная повесть,1949,1227
Добролюбов Николай Александрович,Дом с мезонином,1913,68
Чехов Антон Павлович,Крестьянские дети,1866,1115
Толстой Алексей Николаевич,Анна Каренина,1945,1415
Набоков Владимир Владимирович,Белые ночи,2000,77
Грибоедов Александр Сергеевич,Крестьянские дети,1807,230
Шолохов Михаил Александрович,Пётр Первый,1917,126
Достоевский Фёдор Михайлович,Крестьянские дети,1968,928
Ильф Илья Арнольдович,Лёгкое дыхание,1866,390
Набоков Владимир Владимирович,Крестьянские дети,1848,783
Толстой Лев Николаевич,Евгений Онегин,2007,523
Ильф Илья Арнольдович,Дама с собачкой,1843,712
Салтыков-Щедрин Михаил Евграфович,Евгений Онегин,1965,1242
Мандельштам Осип Эмильевич,Евгений Онегин,1884,228
Толстой Лев Николаевич,Братья Карамазовы,1864,1186
Некрасов Николай Алексеевич,Мастер и Маргарита,1912,100
Пушкин Александр Сергеевич,Белая гвардия,1806,424
Ильф Илья Арнольдович,Воскресение,1889,277
Грибоедов Александр Сергеевич,Тарас Бульба,1878,871
Платонов Андрей Платонович,Ионыч,1923,770
Пастернак Борис Леонидович,Ионыч,1883,853
Куприн Александр Иванович,Морфий,1825,1051
Достоевский Фёдор Михайлович,Митина любовь,1908,529
Чехов Антон Павлович,Тёмные аллеи,1803,553
Блок Александр Александрович,Белые ночи,1975,464
Стругацкий Борис Натанович,Листопад,1895,1317
Маяковский Владимир Владимирович,Маленькая печальная повесть,1966,1478
Петров Евгений Петрович,Евгений Онегин,1862,53
Чехов Антон Павлович,Ревизор,1848,1047
Пушкин Александр Сергеевич,Вий,1812,516
Ахматова Анна Андреевна,Первая любовь,1950,847
Булгаков Михаил Афанасьевич,Война и мир,1823,1294
Бродский Иосиф Александрович,Листопад,1866,1489
Островский Александр Николаевич,Лёгкое дыхание,1955,710
Толстой Лев Николаевич,Мастер и Маргарита,1884,810
Цветаева Марина Ивановна,Преступление и наказание,1952,77
Куприн Александр Иванович,Белая гвардия,1960,1287
Лесков Николай Семёнович,Детство,1976,384
Петров Евгений Петрович,Мастер и Маргарита,1900,1344
Булгаков Михаил Афанасьевич,Белые ночи,1814,57
Булгаков Михаил Афанасьевич,Вишнёвый сад,1811,710
Толстой Лев Николаевич,Листопад,1856,418
Есенин Сергей Александрович,Преступление и наказание,1829,547
Пушкин Александр Сергеевич,Хамелеон,1902,1120
Чехов Антон Павлович,Кому на Руси жить хорошо,1982,695
Пастернак Борис Леонидович,Братья Карамазовы,1827,89
Толстой Лев Николаевич,Судьба человека,1833,1446
Добролюбов Николай Александрович,Первая любовь,1914,507
Платонов Андрей Платонович,Хамелеон,1914,1091
Ильф Илья Арнольдович,Братья Карамазовы,1824,191
Платонов Андрей Платонович,Отцы и дети,2024,1190
Цветаева Марина Ивановна,Записки охотника,1854,1459
Мандельштам Осип Эмильевич,Русские женщины,2008,521
Тургенев Иван Сергеевич,Мертвые души,1898,140
Толстой Лев Николаевич,Мастер и Маргарита,2006,302
Чернышевский Николай Гаврилович,Анна Каренина,1893,228
Островский Александр Николаевич,Мастер и Маргарита,1984,798
Есенин Сергей Александрович,Медный всадник,1854,450
Бунин Иван Алексеевич,Вишнёвый сад,1955,1394
Беляев Александр Романович,Хождение по мукам,2016,1298
Толстой Лев Николаевич,В окопах Сталинграда,1954,593
Чернышевский Николай Гаврилович,Шинель,1980,97
Блок Александр Александрович,Морфий,2004,302
Тургенев Иван Сергеевич,Судьба человека,1839,449
Беляев Александр Романович,В окопах Сталинграда,1917,887
Тургенев Иван Сергеевич,Рядовой Лютиков,1958,420
Чернышевский Николай Гаврилович,Белая гвардия,2021,765
Лермонтов Михаил Юрьевич,Детство,1865,561
Ахматова Анна Андреевна,Воскресение,2007,1013
Чехов Антон Павлович,Мертвые души,1801,571
Набоков Владимир Владимирович,Белые ночи,1932,788
Беляев Александр Романович,Маленькая печальная повесть,1958,496
Куприн Александр Иванович,Хождение по мукам,1967,80
Толстой Лев Николаевич,Судьба человека,1936,965
Горький Максим,Идиот,1967,281
Островский Александр Николаевич,Тёмные аллеи,1861,73
Стругацкий Борис Натанович,Преступление и наказание,1804,128
Маяковский Владимир Владимирович,Воскресение,1918,111
Горький Максим,Хождение по мукам,1918,728
Беляев Александр Романович,Тарас Бульба,1894,742
Некрасов Николай Алексеевич,Детство,1898,1264
Толстой Лев Николаевич,Железная дорога,1897,559
Добролюбов Николай Александрович,Медный всадник,1978,313
Стругацкий Аркадий Натанович,Лёгкое дыхание,1853,1091
Платонов Андрей Платонович,Ревизор,1872,934
Есенин Сергей Александрович,Медный всадник,2016,865
Стругацкий Борис Натанович,Дом с мезонином,1991,700
Некрасов Николай Алексеевич,Преступление и наказание,1928,155
Куприн Александр Иванович,Митина любовь,1860,1046
Горький Максим,Железная дорога,2002,1437
Тургенев Иван Сергеевич,Детство,2025,565
Замятин Евгений Иванович,Русские женщины,2018,1471
Петров Евгений Петрович,Белые ночи,1835,1307
Ахматова Анна Андреевна,Аэлита,1869,997
Ахматова Анна Андреевна,Ионыч,2022,1114
Грибоедов Александр Сергеевич,Аэлита,1801,1304
Пастернак Борис Леонидович,Пётр Первый,1826,1288
Ильф Илья Арнольдович,Русские женщины,1947,1112
Толстой Лев Николаевич,Война и мир,1871,691
Толстой Лев Николаевич,Воскресение,1961,171
Толстой Лев Николаевич,Листопад,1999,659
Некрасов Николай Алексеевич,Морфий,1877,879
Тургенев Иван Сергеевич,Маленькая печальная повесть,1848,827
Толстой Лев Николаевич,Записки охотника,1923,990
Куприн Александр Иванович,Мастер и Маргарита,1863,828
Горький Максим,Русские женщины,1926,1222
Толстой Лев Николаевич,Война и мир,1846,811
Ильф Илья Арнольдович,Листопад,1948,214
Стругацкий Борис Натанович,Мастер и Маргарита,1863,733
Есенин Сергей Александрович,Аэлита,1965,882
Достоевский Фёдор Михайлович,Морфий,1804,924
Замятин Евгений Иванович,Дом с мезонином,1804,1479
Стругацкий Аркадий Натанович,Листопад,1940,1407
Ильф Илья Арнольдович,Война и мир,1844,832
Толстой Алексей Николаевич,Детство,1813,334
Пастернак Борис Леонидович,Тёмные аллеи,1849,299
Добролюбов Николай Александрович,Братья Карамазовы,1802,911
Маяковский Владимир Владимирович,Идиот,1970,546
Лесков Николай Семёнович,Анна Каренина,1865,1323
Толстой Алексей Николаевич,Записки охотника,1923,412
Стругацкий Аркадий Натанович,Шинель,2016,1355
Гоголь Николай Васильевич,Мастер и Маргарита,1999,1446
Грин Александр Степанович,Белая гвардия,1990,1203
Лесков Николай Семёнович,Русские женщины,2016,368
Гоголь Николай Васильевич,Первая любовь,2005,914
Есенин Сергей Александрович,Крестьянские дети,1818,910
Пушкин Александр Сергеевич,Мертвые души,1920,441
Булгаков Михаил Афанасьевич,Шинель,1816,82
Ильф Илья Арнольдович,Первая любовь,1933,869
Толстой Лев Николаевич,Собачье сердце,1815,763
Бунин Иван Алексеевич,Ревизор,1914,170
Достоевский Фёдор Михайлович,Донские рассказы,1943,895
Лесков Николай Семёнович,Записки охотника,1849,328
Цветаева Марина Ивановна,Митина любовь,1960,84
Толстой Лев Николаевич,Братья Карамазовы,1938,386
Горький Максим,Отцы и дети,1846,1209
Бродский Иосиф Александрович,Русские женщины,1962,1146
Блок Александр Александрович,Рядовой Лютиков,1836,1314
Салтыков-Щедрин Михаил Евграфович,Белая гвардия,1919,838
Лермонтов Михаил Юрьевич,Евгений Онегин,1943,631
Бунин Иван Алексеевич,Белые ночи,1929,315
Пушкин Александр Сергеевич,Вий,1832,157
Петров Евгений Петрович,Лёгкое дыхание,1922,1010
Грибоедов Александр Сергеевич,Вий,1869,829
Беляев Александр Романович,Кому на Руси жить хорошо,1949,614
Толстой Лев Николаевич,Белая гвардия,1876,1010
Горький Максим,Рядовой Лютиков,1950,1351
Булгаков Михаил Афанасьевич,Шинель,1967,865
Грин Александр Степанович,Идиот,1993,565
Островский Александр Николаевич,В окопах Сталинграда,1840,908
Булгаков Михаил Афанасьевич,Ася,1940,911
Есенин Сергей Александрович,Крестьянские дети,1914,815
Толстой Лев Николаевич,Отцы и дети,1890,1500
Достоевский Фёдор Михайлович,Бесы,1886,1347
Толстой Алексей Николаевич,Тёмные аллеи,2022,1112
Некрасов Виктор Платонович,Тихий Дон,1865,163
Толстой Лев Николаевич,Бесы,1909,651
Петров Евгений Петрович,Железная дорога,1919,1197
Островский Александр Николаевич,Медный всадник,1876,343
Мандельштам Осип Эмильевич,Тихий Дон,1800,627
Есенин Сергей Александрович,Ася,1855,1130
Цветаева Марина Ивановна,Идиот,1881,418
Некрасов Виктор Платонович,Вий,2011,1381
Пастернак Борис Леонидович,Евгений Онегин,2000,1060
Достоевский Фёдор Михайлович,Тихий Дон,1837,1420
Стругацкий Борис Натанович,Листопад,1835,314
Достоевский Фёдор Михайлович,Братья Карамазовы,1935,776
Бродский Иосиф Александрович,Ревизор,1975,1204
Беляев Александр Романович,Крестьянские дети,1875,586
Салтыков-Щедрин Михаил Евграфович,Листопад,1970,734
Есенин Сергей Александрович,Мертвые души,1937,287
Достоевский Фёдор Михайлович,Шинель,1958,367
Куприн Александр Иванович,Вишнёвый сад,1820,936
Толстой Лев Николаевич,Ася,1945,1163
Толстой Лев Николаевич,Хождение по мукам,1997,1159
Булгаков Михаил Афанасьевич,Белые ночи,1924,743
Некрасов Николай Алексеевич,Записки охотника,1946,1036
Куприн Александр Иванович,Вий,1993,640
Толстой Лев Николаевич,Идиот,2023,1100
Тургенев Иван Сергеевич,Ася,1839,318
Салтыков-Щедрин Михаил Евграфович,Кому на Руси жить хорошо,1892,1343
Толстой Лев Николаевич,Ревизор,1936,1000
Некрасов Николай Алексеевич,Тёмные аллеи,1926,1125
Петров Евгений Петрович,Русские женщины,1958,100
Блок Александр Александрович,Первая любовь,1955,480
Чехов Антон Павлович,Идиот,1839,431
Платонов Андрей Платонович,Судьба человека,1922,919
Толстой Лев Николаевич,Листопад,1853,698
Бунин Иван Алексеевич,Воскресение,1809,258
Набоков Владимир Владимирович,Железная дорога,1896,1117
Пушкин Александр Сергеевич,Белые ночи,1872,232
Стругацкий Аркадий Натанович,Тёмные аллеи,1969,904
Островский Александр Николаевич,Рядовой Лютиков,1989,545
Бунин Иван Алексеевич,Детство,1921,590
Шолохов Михаил Александрович,Записки охотника,1872,753
Петров Евгений Петрович,Записки охотника,1821,890
Есенин Сергей Александрович,Хождение по мукам,1942,451
Гоголь Николай Васильевич,Листопад,1989,54
Толстой Лев Николаевич,Бесы,1912,1459
Ильф Илья Арнольдович,Ионыч,1963,860
Толстой Алексей Николаевич,Ионыч,1945,286
Куприн Александр Иванович,Шинель,1943,459
Стругацкий Аркадий Натанович,Аэлита,1988,473
Чехов Антон Павлович,Тёмные аллеи,1859,337
Булгаков Михаил Афанасьевич,Война и мир,1971,600
Толстой Лев Николаевич,Братья Карамазовы,1999,1388
Лермонтов Михаил Юрьевич,Донские рассказы,1894,1128
Чернышевский Николай Гаврилович,Преступление и наказание,1997,153
Толстой Алексей Николаевич,Пётр Первый,1997,1460
Ахматова Анна Андреевна,Ревизор,2003,1160
Мандельштам Осип Эмильевич,Тихий Дон,1968,1002
Чехов Антон Павлович,Война и мир,1894,271
Пушкин Александр Сергеевич,Ревизор,1851,1460
Пастернак Борис Леонидович,Белая гвардия,1933,1424
Добролюбов Николай Александрович,Идиот,1924,1277
Чехов Антон Павлович,Хождение по мукам,1931,868
Толстой Лев Николаевич,Собачье сердце,2016,1246
Некрасов Николай Алексеевич,Записки охотника,1988,1248
Толстой Алексей Николаевич,Анна Каренина,1841,660
Достоевский Фёдор Михайлович,Ревизор,1810,884
Стругацкий Борис Натанович,Русские женщины,1926,1148
Маяковский Владимир Владимирович,Воскресение,1842,1401
Некрасов Николай Алексеевич,Морфий,1835,1195
Пастернак Борис Леонидович,Первая любовь,1969,909
Толстой Лев Николаевич,Вий,1907,773
Толстой Лев Николаевич,Лёгкое дыхание,1936,1391
Стругацкий Аркадий Натанович,Ревизор,1816,1287
Цветаева Марина Ивановна,Евгений Онегин,1842,241
Пастернак Борис Леонидович,Собачье сердце,1834,1185
Грин Александр Степанович,Братья Карамазовы,1821,970
Стругацкий Аркадий Натанович,Ревизор,1811,816
Стругацкий Борис Натанович,Первая любовь,1832,1470
Набоков Владимир Владимирович,Преступление и наказание,1826,640
Есенин Сергей Александрович,Вишнёвый сад,1960,547
Шолохов Михаил Александрович,Бесы,1811,332
Тургенев Иван Сергеевич,Крестьянские дети,1866,1363
Толстой Алексей Николаевич,Тарас Бульба,1886,192
Грибоедов Александр Сергеевич,Мертвые души,1935,1400
