author,title,year,pages
Стругацкий Аркадий Натанович,Преступление и наказание,1852,1219
Достоевский Фёдор Михайлович,Хамелеон,1840,467
Ахматова Анна Андреевна,Кому на Руси жить хорошо,1882,107
Шолохов Михаил Александрович,Железная дорога,1889,501
Куприн Александр Иванович,Анна Каренина,1869,667
Куприн Александр Иванович,Тарас Бульба,2019,1357
Островский Александр Николаевич,Война и мир,1835,1264
Салтыков-Щедрин Михаил Евграфович,Анна Каренина,1959,1171
Лесков Николай Семёнович,В окопах Сталинграда,1800,1309
Чернышевский Николай Гаврилович,Ионыч,1858,55
Булгаков Михаил Афанасьевич,Белая гвардия,2012,605
Толстой Лев Николаевич,Хождение по мукам,1826,534
Толстой Алексей Николаевич,Белая гвардия,1899,1482
Замятин Евгений Иванович,Евгений Онегин,1812,1322
Бунин Иван Алексеевич,Детство,1813,1218
Горький Максим,Русские женщины,1973,299
Гоголь Николай Васильевич,Антоновские яблоки,1918,747
Горький Максим,Белая гвардия,1867,1479
Гоголь Николай Васильевич,Вишнёвый сад,1898,693
Стругацкий Аркадий Натанович,Лёгкое дыхание,2021,407
Маяковский Владимир Владимирович,Митина любовь,1920,830
Некрасов Николай Алексеевич,Маленькая печальная повесть,1976,543
Толстой Лев Николаевич,Медный всадник,2006,508
Стругацкий Аркадий Натанович,Лёгкое дыхание,1974,348
Толстой Лев Николаевич,Мертвые души,1833,954
Маяковский Владимир Владимирович,Воскресение,1830,134
Бродский Иосиф Александрович,Бесы,1820,1203
Пастернак Борис Леонидович,Ревизор,1914,667
Салтыков-Щедрин Михаил Евграфович,Хождение по мукам,1880,467
Чернышевский Николай Гаврилович,Хамелеон,1885,1342
Платонов Андрей Платонович,Ревизор,1894,1189
Мандельштам Осип Эмильевич,Бесы,1851,428
Толстой Лев Николаевич,Воскресение,1841,314
Стругацкий Борис Натанович,Записки охотника,1959,1075
Толстой Алексей Николаевич,Преступление и наказание,1870,957
Набоков Владимир Владимирович,Тарас Бульба,1874,853
Петров Евгений Петрович,Детство,1822,1291
Некрасов Виктор Платонович,Бесы,2010,889
Салтыков-Щедрин Михаил Евграфович,Русские женщины,2005,1049
Горький Максим,Братья Карамазовы,1918,321
Гоголь Николай Васильевич,Лёгкое дыхание,1822,66
Булгаков Михаил Афанасьевич,Маленькая печальная повесть,1824,650
Беляев Александр Романович,Белая гвардия,1913,932
Лермонтов Михаил Юрьевич,Братья Карамазовы,1939,1273
Булгаков Михаил Афанасьевич,Белая гвардия,1976,466
Горький Максим,Первая любовь,1904,368
Островский Александр Николаевич,Маленькая печальная повесть,1846,407
Ильф Илья Арнольдович,Кому на Руси жить хорошо,1976,532
Достоевский Фёдор Михайлович,Белые ночи,1846,714
Цветаева Марина Ивановна,Железная дорога,1833,132
Пастернак Борис Леонидович,Ревизор,1851,910
Толстой Алексей Николаевич,Преступление и наказание,1812,1270
Бунин Иван Алексеевич,Детство,1860,109
Грин Александр Степанович,Первая любовь,1859,1082
Шолохов Михаил Александрович,Крестьянские дети,1951,805
Цветаева Марина Ивановна,Белые ночи,1811,373
Толстой Лев Николаевич,Отцы и дети,1839,1224
Платонов Андрей Платонович,Ревизор,1934,764
Есенин Сергей Александрович,Медный всадник,1871,156
Чернышевский Николай Гаврилович,Мастер и Маргарита,1800,345
Набоков Владимир Владимирович,Записки охотника,1922,1492
Лермонтов Михаил Юрьевич,Судьба человека,1866,1297
Стругацкий Борис Натанович,Маленькая печальная повесть,1849,576
Шолохов Михаил Александрович,Маленькая печальная повесть,1841,882
Беляев Александр Романович,Тёмные аллеи,1925,835
Петров Евгений Петрович,Детство,1913,269
Петров Евгений Петрович,Тёмные аллеи,1923,1169
Некрасов Николай Алексеевич,В окопах Сталинграда,1928,630
Есенин Сергей Александрович,Русские женщины,1961,146
Петров Евгений Петрович,Шинель,2017,475
Бунин Иван Алексеевич,Ася,1905,149
Лесков Николай Семёнович,Белая гвардия,1921,828
Чехов Антон Павлович,Отцы и дети,1909,890
Беляев Александр Романович,Пётр Первый,1884,1242
Петров Евгений Петрович,Братья Карамазовы,1820,436
Толстой Лев Николаевич,Морфий,1938,891
Островский Александр Николаевич,Ревизор,2011,114
Некрасов Виктор Платонович,Пётр Первый,1872,1433
Пастернак Борис Леонидович,Ревизор,1865,272
Платонов Андрей Платонович,Мертвые души,1978,229
Ахматова Анна Андреевна,Судьба человека,1984,603
Тургенев Иван Сергеевич,Лёгкое дыхание,1962,894
Некрасов Николай Алексеевич,Пётр Первый,2008,143
Лесков Николай Семёнович,Белые ночи,1807,62
Замятин Евгений Иванович,Шинель,1970,1025
Некрасов Виктор Платонович,Воскресение,1824,1414
Добролюбов Николай Александрович,Бесы,1809,1433
Грибоедов Александр Сергеевич,Кому на Руси жить хорошо,1915,1134
Грибоедов Александр Сергеевич,Дама с собачкой,1805,143
Пушкин Александр Сергеевич,Медный всадник,1905,190
Добролюбов Николай Александрович,Листопад,1952,207
Набоков Владимир Владимирович,Дом с мезонином,2019,730
Грин Александр Степанович,Кому на Руси жить хорошо,1840,191
Пастернак Борис Леонидович,Первая любовь,1979,1139
Стругацкий Борис Натанович,Братья Карамазовы,1907,242
Горький Максим,Ася,1932,1225
Есенин Сергей Александрович,Тёмные аллеи,1859,1304
Пастернак Борис Леонидович,Отцы и дети,1894,151
Блок Александр Александрович,Братья Карамазовы,1901,883
Толстой Лев Николаевич,Лёгкое дыхание,1871,168
Достоевский Фёдор Михайлович,Мертвые души,1878,563
Бунин Иван Алексеевич,Преступление и наказание,1920,753
Некрасов Николай Алексеевич,Хождение по мукам,2013,402
Толстой Лев Николаевич,Отцы и дети,1937,1326
Гоголь Николай Васильевич,Дама с собачкой,1893,491
Ильф Илья Арнольдович,Тихий Дон,1951,1162
Куприн Александр Иванович,Тихий Дон,1921,583
Беляев Александр Романович,Первая любовь,1880,1030
Пастернак Борис Леонидович,Крестьянские дети,1916,278
Мандельштам Осип Эмильевич,Дама с собачкой,1967,881
Ильф Илья Арнольдович,Вишнёвый сад,1844,366
Лермонтов Михаил Юрьевич,Тёмные аллеи,2020,1269
Стругацкий Борис Натанович,Крестьянские дети,1809,1105
Маяковский Владимир Владимирович,Тихий Дон,1811,181
Чехов Антон Павлович,Вишнёвый сад,1938,765
Беляев Александр Романович,Ионыч,1870,919
Цветаева Марина Ивановна,Отцы и дети,1941,1009
Добролюбов Николай Александрович,Первая любовь,1871,693
Стругацкий Борис Натанович,Преступление и наказание,1876,1130
Грин Александр Степанович,Бесы,1916,1126
Мандельштам Осип Эмильевич,Железная дорога,1917,1050
Чехов Антон Павлович,Анна Каренина,1814,511
Горький Максим,Белая гвардия,1991,1217
Толстой Алексей Николаевич,Судьба человека,1829,771
Куприн Александр Иванович,Железная дорога,1802,1437
Гоголь Николай Васильевич,Тарас Бульба,1903,983
Мандельштам Осип Эмильевич,Ионыч,1818,510
Лесков Николай Семёнович,Белая гвардия,1803,632
Салтыков-Щедрин Михаил Евграфович,Маленькая печальная повесть,1807,1086
Ахматова Анна Андреевна,Судьба человека,1980,1497
Маяковский Владимир Владимирович,Ася,1939,1450
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1875,336
Ахматова Анна Андреевна,Ревизор,1994,923
Шолохов Михаил Александрович,Митина любовь,1972,539
Стругацкий Борис Натанович,Шинель,1900,520
Некрасов Николай Алексеевич,Преступление и наказание,1971,623
Замятин Евгений Иванович,Мертвые души,1976,905
Булгаков Михаил Афанасьевич,Тёмные аллеи,1843,160
Салтыков-Щедрин Михаил Евграфович,Первая любовь,1891,461
Стругацкий Аркадий Натанович,Рядовой Лютиков,1860,712
Толстой Алексей Николаевич,Железная дорога,1833,775
Достоевский Фёдор Михайлович,Детство,1966,812
Стругацкий Аркадий Натанович,Белая гвардия,1965,270
Толстой Алексей Николаевич,Евгений Онегин,1954,839
Некрасов Виктор Платонович,Собачье сердце,1991,833
Тургенев Иван Сергеевич,Евгений Онегин,1954,668
Толстой Лев Николаевич,Медный всадник,1895,692
Тургенев Иван Сергеевич,Записки охотника,1928,929
Толстой Лев Николаевич,Собачье сердце,1922,243
Грибоедов Александр Сергеевич,Братья Карамазовы,1825,631
Толстой Лев Николаевич,Морфий,1898,236
Шолохов Михаил Александрович,Первая любовь,1865,1462
Лесков Николай Семёнович,Детство,1831,196
Островский Александр Николаевич,Белые ночи,1868,1476
Куприн Александр Иванович,Шинель,1886,899
Куприн Александр Иванович,Собачье сердце,1869,439
Пушкин Александр Сергеевич,Рядовой Лютиков,2001,183
Замятин Евгений Иванович,Антоновские яблоки,1983,1117
Булгаков Михаил Афанасьевич,Война и мир,1946,568
Шолохов Михаил Александрович,Записки охотника,1847,934
Стругацкий Аркадий Натанович,Тёмные аллеи,1862,239
Горький Максим,Преступление и наказание,1997,719
Цветаева Марина Ивановна,Донские рассказы,1870,1298
Петров Евгений Петрович,Вий,1851,1340
Чехов Антон Павлович,Мертвые души,1897,226
Цветаева Марина Ивановна,Хамелеон,1850,1342
Чехов Антон Павлович,Тёмные аллеи,1977,1190
Некрасов Виктор Платонович,Война и мир,1841,586
Лермонтов Михаил Юрьевич,Преступление и наказание,1915,268
Островский Александр Николаевич,Донские рассказы,1817,1462
Блок Александр Александрович,Железная дорога,1952,533
Гоголь Николай Васильевич,Братья Карамазовы,1888,536
Стругацкий Борис Натанович,Дом с мезонином,1957,1113
Толстой Лев Николаевич,Хамелеон,1932,1462
Беляев Александр Романович,Дама с собачкой,1882,908
Чернышевский Николай Гаврилович,В окопах Сталинграда,1835,597
Горький Максим,Аэлита,2008,1414
Лермонтов Михаил Юрьевич,Ревизор,2017,1070
Салтыков-Щедрин Михаил Евграфович,Железная дорога,1810,388
Чехов Антон Павлович,Тарас Бульба,1920,597
Бродский Иосиф Александрович,Ревизор,1848,1046
Чернышевский Николай Гаврилович,Русские женщины,1806,975
Мандельштам Осип Эмильевич,Идиот,1819,303
Шолохов Михаил Александрович,Железная дорога,1973,605
Салтыков-Щедрин Михаил Евграфович,Тёмные аллеи,1994,1433
Булгаков Михаил Афанасьевич,Дама с собачкой,1896,541
Горький Максим,Пётр Первый,1932,678
Стругацкий Борис Натанович,Ионыч,1877,1172
Куприн Александр Иванович,Воскресение,1875,125
Островский Александр Николаевич,Идиот,1935,1460
Блок Александр Александрович,Белая гвардия,1928,764
Чернышевский Николай Гаврилович,Идиот,2005,317
Бродский Иосиф Александрович,Война и мир,1932,805
Стругацкий Борис Натанович,Отцы и дети,1817,275
Стругацкий Аркадий Натанович,Ревизор,1903,987
Чехов Антон Павлович,Собачье сердце,1855,1011
Блок Александр Александрович,Кому на Руси жить хорошо,1917,400
Ахматова Анна Андреевна,Анна Каренина,1983,848
Толстой Алексей Николаевич,Вий,1878,991
Чехов Антон Павлович,Рядовой Лютиков,2010,517
Куприн Александр Иванович,Братья Карамазовы,1864,1291
Толстой Лев Николаевич,Детство,2001,165
Некрасов Виктор Платонович,Мертвые души,1870,1208
Стругацкий Аркадий Натанович,Вий,1817,506
Пушкин Александр Сергеевич,Шинель,1841,640
Лермонтов Михаил Юрьевич,Ионыч,1906,245
Шолохов Михаил Александрович,Первая любовь,1983,1465
Ахматова Анна Андреевна,Тёмные аллеи,1826,720
Шолохов Михаил Александрович,Листопад,1949,363
Беляев Александр Романович,Хамелеон,1916,1455
Пушкин Александр Сергеевич,Крестьянские дети,1815,1310
Ильф Илья Арнольдович,Листопад,1808,1480
Некрасов Виктор Платонович,Братья Карамазовы,1929,502
Куприн Александр Иванович,Ионыч,1881,232
Стругацкий Аркадий Натанович,Аэлита,1896,1187
Блок Александр Александрович,Хождение по мукам,1814,1109
Некрасов Виктор Платонович,Мертвые души,1958,1131
Некрасов Николай Алексеевич,Идиот,1923,145
Салтыков-Щедрин Михаил Евграфович,Тихий Дон,1947,1175
Ахматова Анна Андреевна,Вий,2025,387
Шолохов Михаил Александрович,Рядовой Лютиков,1918,1441
Пастернак Борис Леонидович,Дама с собачкой,1983,1015
Пушкин Александр Сергеевич,Аэлита,1867,1299
Грибоедов Александр Сергеевич,Тарас Бульба,1945,99
Есенин Сергей Александрович,Аэлита,1819,305
Стругацкий Борис Натанович,Лёгкое дыхание,1878,273
Куприн Александр Иванович,Шинель,1871,1243
Булгаков Михаил Афанасьевич,Пётр Первый,1963,364
Некрасов Николай Алексеевич,Тарас Бульба,1937,1088
Горький Максим,Детство,1898,119
Грибоедов Александр Сергеевич,Железная дорога,1821,66
Набоков Владимир Владимирович,Мертвые души,1816,222
Замятин Евгений Иванович,Белые ночи,1804,472
Есенин Сергей Александрович,Шинель,1870,1189
Добролюбов Николай Александрович,Лёгкое дыхание,1851,1067
Бродский Иосиф Александрович,Белые ночи,1940,722
Куприн Александр Иванович,Морфий,1803,485
Петров Евгений Петрович,Маленькая печальная повесть,1966,1128
Пушкин Александр Сергеевич,Ревизор,1877,942
Толстой Лев Николаевич,Мертвые души,1942,645
Петров Евгений Петрович,Белая гвардия,1947,414
Ахматова Анна Андреевна,Кому на Руси жить хорошо,2011,266
Толстой Лев Николаевич,Белые ночи,1826,219
Грибоедов Александр Сергеевич,Медный всадник,1950,1366
Чернышевский Николай Гаврилович,Аэлита,1819,209
Гоголь Николай Васильевич,Тарас Бульба,2011,147
Лермонтов Михаил Юрьевич,Белая гвардия,1859,1134
Булгаков Михаил Афанасьевич,В окопах Сталинграда,1926,559
Маяковский Владимир Владимирович,Листопад,1906,659
Мандельштам Осип Эмильевич,Братья Карамазовы,1857,878
Добролюбов Николай Александрович,Морфий,1930,128
Лесков Николай Семёнович,Бесы,1892,324
Чехов Антон Павлович,Ревизор,1817,613
Куприн Александр Иванович,Рядовой Лютиков,1954,385
Платонов Андрей Платонович,Братья Карамазовы,1917,1280
Толстой Лев Николаевич,Митина любовь,1916,1015
Булгаков Михаил Афанасьевич,Тарас Бульба,1958,1190
Цветаева Марина Ивановна,Ионыч,1885,271
Островский Александр Николаевич,Кому на Руси жить хорошо,1909,244
Булгаков Михаил Афанасьевич,Тихий Дон,2014,50
Стругацкий Аркадий Натанович,Дама с собачкой,1903,1139
Толстой Лев Николаевич,Рядовой Лютиков,1912,1056
Горький Максим,Тарас Бульба,1938,1142
Грин Александр Степанович,Евгений Онегин,1971,924
Бродский Иосиф Александрович,Идиот,1847,525
Толстой Алексей Николаевич,Хамелеон,1924,1047
Толстой Лев Николаевич,Записки охотника,2004,671
Ахматова Анна Андреевна,Судьба человека,1951,494
Набоков Владимир Владимирович,Идиот,1899,529
Пушкин Александр Сергеевич,Мертвые души,1939,812
Лермонтов Михаил Юрьевич,Белые ночи,1822,73
Толстой Лев Николаевич,Рядовой Лютиков,1929,164
Беляев Александр Романович,Хамелеон,1923,1015
Бродский Иосиф Александрович,Преступление и наказание,1998,472
Толстой Лев Николаевич,Медный всадник,1929,1027
Толстой Лев Николаевич,Идиот,1905,350
Беляев Александр Романович,Евгений Онегин,1854,197
Пушкин Александр Сергеевич,Митина любовь,1891,696
Толстой Лев Николаевич,Война и мир,1931,976
Толстой Алексей Николаевич,Ревизор,1999,1159
Пушкин Александр Сергеевич,Анна Каренина,1951,322
Чернышевский Николай Гаврилович,Ася,1859,1302
Достоевский Фёдор Михайлович,Записки охотника,1953,323
Беляев Александр Романович,Братья Карамазовы,1825,447
Ахматова Анна Андреевна,Белые ночи,1935,119
Стругацкий Борис Натанович,Судьба человека,1910,155
Толстой Лев Николаевич,Маленькая печальная повесть,1861,379
Мандельштам Осип Эмильевич,Ионыч,1967,499
Толстой Алексей Николаевич,Листопад,1977,740
Мандельштам Осип Эмильевич,Ревизор,1998,861
Грибоедов Александр Сергеевич,Собачье сердце,1988,548
Куприн Александр Иванович,Железная дорога,1809,779
Стругацкий Аркадий Натанович,Шинель,1923,822
Ильф Илья Арнольдович,Крестьянские дети,1840,1267
Булгаков Михаил Афанасьевич,Тёмные аллеи,1996,342
Горький Максим,Ионыч,1823,987
Булгаков Михаил Афанасьевич,Тарас Бульба,1876,1158
Куприн Александр Иванович,Воскресение,1830,493
Толстой Лев Николаевич,Пётр Первый,1987,857
Ахматова Анна Андреевна,Хождение по мукам,1828,365
Маяковский Владимир Владимирович,Митина любовь,1902,1092
Горький Максим,Хождение по мукам,1846,1446
Толстой Алексей Николаевич,Маленькая печальная повесть,1822,732
Ильф Илья Арнольдович,В окопах Сталинграда,1967,1394
Мандельштам Осип Эмильевич,Донские рассказы,1991,162
Толстой Лев Николаевич,Записки охотника,1856,1451
Набоков Владимир Владимирович,Донские рассказы,1904,720
Островский Александр Николаевич,Железная дорога,1879,336
Цветаева Марина Ивановна,Кому на Руси жить хорошо,1834,1465
Маяковский Владимир Владимирович,Тёмные аллеи,1906,1341
Лесков Николай Семёнович,Война и мир,1992,335
Пастернак Борис Леонидович,Судьба человека,1829,875
Платонов Андрей Платонович,Листопад,1873,927
Грин Александр Степанович,Белая гвардия,1839,1440
Ахматова Анна Андреевна,Морфий,1909,712
Есенин Сергей Александрович,Бесы,1921,927
Шолохов Михаил Александрович,Бесы,2000,506
Маяковский Владимир Владимирович,Тарас Бульба,1920,120
Булгаков Михаил Афанасьевич,Железная дорога,2022,527
Цветаева Марина Ивановна,Антоновские яблоки,1958,902
Бунин Иван Алексеевич,Бесы,1999,857
Тургенев Иван Сергеевич,Собачье сердце,1802,708
Грибоедов Александр Сергеевич,Тихий Дон,1977,428
Цветаева Марина Ивановна,Медный всадник,1878,185
Горький Максим,Ионыч,2024,1473
Чернышевский Николай Гаврилович,Идиот,1829,343
Пушкин Александр Сергеевич,Братья Карамазовы,2011,738
Лесков Николай Семёнович,Маленькая печальная повесть,1813,228
Чехов Антон Павлович,Отцы и дети,1808,220
Ахматова Анна Андреевна,Война и мир,1961,1034
Лермонтов Михаил Юрьевич,Мастер и Маргарита,1833,491
Шолохов Михаил Александрович,Антоновские яблоки,1931,737
Петров Евгений Петрович,Преступление и наказание,1896,656
Ахматова Анна Андреевна,Отцы и дети,2022,1286
Куприн Александр Иванович,Хождение по мукам,1865,898
Петров Евгений Петрович,Детство,1990,810
Чернышевский Николай Гаврилович,Идиот,1985,796
Лермонтов Михаил Юрьевич,Ионыч,1923,830
Ахматова Анна Андреевна,Воскресение,2020,460
Петров Евгений Петрович,Детство,1880,469
Бунин Иван Алексеевич,Мастер и Маргарита,1918,718
Цветаева Марина Ивановна,Отцы и дети,1872,841
Добролюбов Николай Александрович,Ревизор,1829,828
Замятин Евгений Иванович,Война и мир,1936,403
Толстой Лев Николаевич,Белые ночи,1838,1036
Лермонтов Михаил Юрьевич,Судьба человека,1881,521
Достоевский Фёдор Михайлович,Хамелеон,1870,647
Замятин Евгений Иванович,Железная дорога,1924,223
Некрасов Виктор Платонович,Мертвые души,2016,801
Грин Александр Степанович,Тарас Бульба,1975,1387
Есенин Сергей Александрович,Дом с мезонином,1814,1068
Пастернак Борис Леонидович,Бесы,1861,210
Грин Александр Степанович,Хамелеон,1976,259
Бродский Иосиф Александрович,Медный всадник,1907,1002
Некрасов Николай Алексеевич,Судьба человека,1803,688
Маяковский Владимир Владимирович,Бесы,1952,704
Набоков Владимир Владимирович,Дом с мезонином,2015,186
Грибоедов Александр Сергеевич,Ионыч,1860,1017
Цветаева Марина Ивановна,Записки охотника,1808,1377
Толстой Лев Николаевич,Русские женщины,1972,187
Есенин Сергей Александрович,Тихий Дон,2014,964
Мандельштам Осип Эмильевич,Ревизор,1947,834
Стругацкий Борис Натанович,Вишнёвый сад,1986,711
Добролюбов Николай Александрович,Вий,1904,1199
Стругацкий Борис Натанович,Белые ночи,1828,451
Грибоедов Александр Сергеевич,Антоновские яблоки,1817,859
Толстой Лев Николаевич,Кому на Руси жить хорошо,1900,1431
Добролюбов Николай Александрович,Собачье сердце,1872,1234
Некрасов Виктор Платонович,Судьба человека,1889,1262
Чернышевский Николай Гаврилович,Вий,1969,1339
Бродский Иосиф Александрович,Ревизор,1887,620
Достоевский Фёдор Михайлович,Белые ночи,1843,1017
Некрасов Николай Алексеевич,Лёгкое дыхание,1976,646
Тургенев Иван Сергеевич,Хождение по мукам,1912,302
Чернышевский Николай Гаврилович,Отцы и дети,1855,1277
Чернышевский Николай Гаврилович,Тарас Бульба,1973,1154
Грин Александр Степанович,Дом с мезонином,1827,185
Пушкин Александр Сергеевич,Шинель,1815,697
Пушкин Александр Сергеевич,Маленькая печальная повесть,1855,1182
Беляев Александр Романович,Мертвые души,1886,831
Набоков Владимир Владимирович,Братья Карамазовы,1973,143
Тургенев Иван Сергеевич,Дама с собачкой,1925,257
Островский Александр Николаевич,Медный всадник,1863,791
Тургенев Иван Сергеевич,Мертвые души,1801,1050
Мандельштам Осип Эмильевич,Морфий,2015,82
Добролюбов Николай Александрович,Хамелеон,1944,1351
Толстой Лев Николаевич,Медный всадник,1988,818
Некрасов Виктор Платонович,Собачье сердце,1825,528
Пушкин Александр Сергеевич,Первая любовь,1905,1143
Достоевский Фёдор Михайлович,Судьба человека,1862,229
Толстой Лев Николаевич,Тёмные аллеи,1848,980
Грибоедов Александр Сергеевич,Медный всадник,1864,137
Ахматова Анна Андреевна,Собачье сердце,1911,1074
Гоголь Николай Васильевич,Мертвые души,1950,123
Гоголь Николай Васильевич,Железная дорога,1930,1123
Бродский Иосиф Александрович,Анна Каренина,1886,936
Островский Александр Николаевич,Детство,1867,501
Маяковский Владимир Владимирович,Собачье сердце,1976,403
Гоголь Николай Васильевич,Мастер и Маргарита,1978,303
Чернышевский Николай Гаврилович,Мертвые души,1891,95
Бунин Иван Алексеевич,Идиот,1807,728
Салтыков-Щедрин Михаил Евграфович,Рядовой Лютиков,1974,1308
Куприн Александр Иванович,Маленькая печальная повесть,1853,218
Бунин Иван Алексеевич,Идиот,1808,262
Набоков Владимир Владимирович,Вишнёвый сад,1944,1426
Грибоедов Александр Сергеевич,Белые ночи,1834,1323
Стругацкий Аркадий Натанович,Тихий Дон,1981,1030
Горький Максим,Белая гвардия,1937,460
Стругацкий Аркадий Натанович,Кому на Руси жить хорошо,2024,519
Лермонтов Михаил Юрьевич,Антоновские яблоки,1814,549
Островский Александр Николаевич,Первая любовь,1893,1204
Цветаева Марина Ивановна,Крестьянские дети,1966,1207
Толстой Лев Николаевич,Анна Каренина,1870,144
Толстой Лев Николаевич,Дама с собачкой,1848,321
Платонов Андрей Платонович,Донские рассказы,1861,748
Лермонтов Михаил Юрьевич,Бесы,1835,363
Ильф Илья Арнольдович,Морфий,1948,1320
Куприн Александр Иванович,Пётр Первый,1890,1297
Салтыков-Щедрин Михаил Евграфович,Записки охотника,1902,1356
Достоевский Фёдор Михайлович,Ася,1878,749
Чернышевский Николай Гаврилович,Белые ночи,1803,1152
Бродский Иосиф Александрович,Ревизор,1833,1199
Замятин Евгений Иванович,Вишнёвый сад,1836,588
Толстой Алексей Николаевич,Война и мир,1959,561
Есенин Сергей Александрович,Лёгкое дыхание,1961,550
Толстой Лев Николаевич,Маленькая печальная повесть,1960,1133
Тургенев Иван Сергеевич,Медный всадник,1949,501
Горький Максим,Медный всадник,1948,492
Ахматова Анна Андреевна,Рядовой Лютиков,1995,1495
Блок Александр Александрович,Бесы,1868,58
Салтыков-Щедрин Михаил Евграфович,В окопах Сталинграда,1894,1283
Блок Александр Александрович,Донские рассказы,1977,1082
Толстой Лев Николаевич,Судьба человека,1903,781
Блок Александр Александрович,Детство,1913,411
Грин Александр Степанович,Антоновские яблоки,1942,1413
Бунин Иван Алексеевич,Железная дорога,1896,891
Чехов Антон Павлович,Антоновские яблоки,1951,232
Лесков Николай Семёнович,Донские рассказы,1851,276
Мандельштам Осип Эмильевич,Отцы и дети,1923,1398
Петров Евгений Петрович,Тёмные аллеи,2023,786
Бунин Иван Алексеевич,Преступление и наказание,2011,182
Бунин Иван Алексеевич,Дом с мезонином,1871,668
Толстой Лев Николаевич,Тарас Бульба,1913,219
Петров Евгений Петрович,Дом с мезонином,1809,600
Достоевский Фёдор Михайлович,Отцы и дети,1818,515
Толстой Лев Николаевич,Морфий,1941,1424
Грин Александр Степанович,Русские женщины,1974,123
Чернышевский Николай Гаврилович,Вишнёвый сад,1979,472
Горький Максим,Записки охотника,1928,261
Лесков Николай Семёнович,Листопад,1973,1385
Толстой Лев Николаевич,Кому на Руси жить хорошо,2011,1127
Замятин Евгений Иванович,Дама с собачкой,1815,573
Гоголь Николай Васильевич,Медный всадник,1961,1227
Грибоедов Александр Сергеевич,Железная дорога,1838,119
Достоевский Фёдор Михайлович,Мастер и Маргарита,1905,823
Грибоедов Александр Сергеевич,Антоновские яблоки,1990,788
Булгаков Михаил Афанасьевич,Тёмные аллеи,2018,837
Набоков Владимир Владимирович,Воскресение,1996,193
Лермонтов Михаил Юрьевич,Пётр Первый,1840,1474
Бунин Иван Алексеевич,Хамелеон,1899,985
Толстой Лев Николаевич,Ася,1933,1338
Есенин Сергей Александрович,Ася,1907,207
Грин Александр Степанович,Аэлита,2011,397
Толстой Лев Николаевич,Тарас Бульба,1850,627
Толстой Лев Николаевич,Бесы,2011,791
Толстой Лев Николаевич,Война и мир,1866,1416
Некрасов Николай Алексеевич,Собачье сердце,1882,960
Ахматова Анна Андреевна,Дом с мезонином,1967,1056
Замятин Евгений Иванович,Русские женщины,1986,1253
Шолохов Михаил Александрович,Первая любовь,2024,1134
Тургенев Иван Сергеевич,Идиот,1907,393
Замятин Евгений Иванович,Кому на Руси жить хорошо,1938,1092
Толстой Лев Николаевич,Судьба человека,1832,499
Толстой Лев Николаевич,Вий,1811,577
Тургенев Иван Сергеевич,Евгений Онегин,1868,983
Лермонтов Михаил Юрьевич,Шинель,2005,1199
Ильф Илья Арнольдович,Братья Карамазовы,1807,830
Лесков Николай Семёнович,Анна Каренина,1942,579
Замятин Евгений Иванович,Собачье сердце,1922,673
Есенин Сергей Александрович,Антоновские яблоки,1996,930
Бродский Иосиф Александрович,Белая гвардия,1849,969
Толстой Лев Николаевич,Евгений Онегин,2019,58
Толстой Лев Николаевич,Морфий,1963,1094
Маяковский Владимир Владимирович,Морфий,1928,109
Пастернак Борис Леонидович,Детство,1830,228
Чехов Антон Павлович,Тарас Бульба,1998,581
Толстой Лев Николаевич,Вий,1825,1416
Салтыков-Щедрин Михаил Евграфович,Идиот,1922,184
Гоголь Николай Васильевич,Мастер и Маргарита,1834,1411
Шолохов Михаил Александрович,Донские рассказы,1857,905
Лермонтов Михаил Юрьевич,Тёмные аллеи,1809,1015
Есенин Сергей Александрович,В окопах Сталинграда,1998,1476
Мандельштам Осип Эмильевич,Шинель,1923,530
Толстой Лев Николаевич,Кому на Руси жить хорошо,1932,225
Толстой Лев Николаевич,Медный всадник,1858,1356
Толстой Лев Николаевич,Кому на Руси жить хорошо,2008,630
Островский Александр Николаевич,Мертвые души,1940,1397
Блок Александр Александрович,Тёмные аллеи,1995,593
Толстой Лев Николаевич,Лёгкое дыхание,1977,87
Островский Александр Николаевич,Тарас Бульба,1997,516
Горький Максим,Тёмные аллеи,1888,324
Толстой Лев Николаевич,Русские женщины,1974,126
Пушкин Александр Сергеевич,Рядовой Лютиков,1803,967
Платонов Андрей Платонович,Война и мир,1816,1444
Лермонтов Михаил Юрьевич,Воскресение,1855,60
Достоевский Фёдор Михайлович,Лёгкое дыхание,1823,1500
Есенин Сергей Александрович,Идиот,1843,257
Стругацкий Аркадий Натанович,Пётр Первый,1856,371
Бродский Иосиф Александрович,Мертвые души,1837,1112
Толстой Лев Николаевич,Донские рассказы,1877,799
Грибоедов Александр Сергеевич,Воскресение,1994,941
Шолохов Михаил Александрович,Тихий Дон,1814,1203
Толстой Лев Николаевич,Ревизор,1937,731
Толстой Лев Николаевич,Ионыч,1861,825
Островский Александр Николаевич,Белая гвардия,1907,238
Ильф Илья Арнольдович,Аэлита,2003,1492
Салтыков-Щедрин Михаил Евграфович,Отцы и дети,1865,818
Цветаева Марина Ивановна,Братья Карамазовы,1849,1259
