author,title,year,pages
Некрасов Виктор Платонович,Русские женщины,1970,992
Набоков Владимир Владимирович,Мастер и Маргарита,1911,737
Бродский Иосиф Александрович,Лёгкое дыхание,1965,1203
Грин Александр Степанович,Белые ночи,2024,910
Бродский Иосиф Александрович,Шинель,1825,428
Есенин Сергей Александрович,Братья Карамазовы,1832,462
Салтыков-Щедрин Михаил Евграфович,Дом с мезонином,2012,1368
Мандельштам Осип Эмильевич,Кому на Руси жить хорошо,1815,851
Стругацкий Борис Натанович,Железная дорога,1930,911
Гоголь Николай Васильевич,Белая гвардия,1848,1072
Цветаева Марина Ивановна,Судьба человека,1962,969
Стругацкий Борис Натанович,Мастер и Маргарита,1997,1132
Лермонтов Михаил Юрьевич,Хождение по мукам,1963,1252
Толстой Алексей Николаевич,Медный всадник,1893,78
Шолохов Михаил Александрович,Идиот,1816,1130
Лесков Николай Семёнович,Вишнёвый сад,2011,1219
Толстой Лев Николаевич,Белые ночи,1904,378
Пастернак Борис Леонидович,Война и мир,1821,173
Стругацкий Борис Натанович,Белая гвардия,1860,1175
Беляев Александр Романович,Братья Карамазовы,1874,644
Толстой Лев Николаевич,Анна Каренина,1881,226
Шолохов Михаил Александрович,Мертвые души,2006,186
Лесков Николай Семёнович,Хамелеон,1964,50
Бродский Иосиф Александрович,Хождение по мукам,1879,1489
Толстой Лев Николаевич,Железная дорога,2011,1200
Грин Александр Степанович,Хамелеон,2010,259
Толстой Лев Николаевич,Железная дорога,1987,1382
Добролюбов Николай Александрович,Тихий Дон,2008,1410
Маяковский Владимир Владимирович,Шинель,1923,1009
Толстой Лев Николаевич,Митина любовь,1968,955
Бунин Иван Алексеевич,Крестьянские дети,1846,916
Стругацкий Аркадий Натанович,Донские рассказы,1912,910
Пастернак Борис Леонидович,Детство,1994,857
Цветаева Марина Ивановна,Железная дорога,1872,705
Ахматова Анна Андреевна,Тарас Бульба,1978,1315
Лермонтов Михаил Юрьевич,Записки охотника,1918,1393
Бродский Иосиф Александрович,Русские женщины,1884,829
Замятин Евгений Иванович,Лёгкое дыхание,1945,1308
Ахматова Анна Андреевна,Аэлита,1902,1277
Гоголь Николай Васильевич,Анна Каренина,1976,1053
Бунин Иван Алексеевич,Листопад,1963,425
Цветаева Марина Ивановна,Маленькая печальная повесть,1886,118
Замятин Евгений Иванович,Евгений Онегин,2004,729
Лермонтов Михаил Юрьевич,Преступление и наказание,1815,705
Петров Евгений Петрович,Собачье сердце,1803,1023
Островский Александр Николаевич,Ионыч,1881,483
Толстой Лев Николаевич,В окопах Сталинграда,1864,1301
Маяковский Владимир Владимирович,Маленькая печальная повесть,1976,1488
Замятин Евгений Иванович,Ионыч,1816,68
Цветаева Марина Ивановна,Тёмные аллеи,1993,554
Толстой Лев Николаевич,Вий,1975,234
Замятин Евгений Иванович,Судьба человека,1844,456
Ильф Илья Арнольдович,Тихий Дон,1924,475
Петров Евгений Петрович,Белая гвардия,1803,885
Бродский Иосиф Александрович,Тёмные аллеи,1823,786
Блок Александр Александрович,Маленькая печальная повесть,2014,212
Петров Евгений Петрович,Аэлита,1941,882
Толстой Лев Николаевич,Ревизор,2001,255
Грибоедов Александр Сергеевич,Хождение по мукам,1926,1418
Добролюбов Николай Александрович,В окопах Сталинграда,1927,1480
Толстой Алексей Николаевич,Хождение по мукам,1872,1252
Некрасов Виктор Платонович,Митина любовь,1906,590
Шолохов Михаил Александрович,Ася,1849,470
Цветаева Марина Ивановна,Крестьянские дети,1904,897
Горький Максим,Железная дорога,1917,595
Бродский Иосиф Александрович,Вий,1842,190
Толстой Лев Николаевич,Аэлита,1820,469
Маяковский Владимир Владимирович,Отцы и дети,1802,766
Толстой Лев Николаевич,Белые ночи,1868,196
Ахматова Анна Андреевна,Ася,1852,1378
Пастернак Борис Леонидович,Анна Каренина,1828,843
Беляев Александр Романович,Отцы и дети,2000,211
Цветаева Марина Ивановна,Преступление и наказание,1829,569
Беляев Александр Романович,Железная дорога,1824,918
Стругацкий Аркадий Натанович,Ревизор,1994,911
Пастернак Борис Леонидович,Тарас Бульба,1894,407
Грибоедов Александр Сергеевич,Ионыч,1947,1165
Грин Александр Степанович,Мертвые души,1981,1019
Горький Максим,Тихий Дон,1863,55
Бунин Иван Алексеевич,Морфий,2013,1304
Пастернак Борис Леонидович,Мастер и Маргарита,1880,832
Пушкин Александр Сергеевич,Рядовой Лютиков,1862,126
Стругацкий Аркадий Натанович,Крестьянские дети,1856,1157
Чехов Антон Павлович,Бесы,1821,1091
Чехов Антон Павлович,Преступление и наказание,1928,724
Мандельштам Осип Эмильевич,Пётр Первый,1934,1458
Салтыков-Щедрин Михаил Евграфович,Война и мир,2014,235
Шолохов Михаил Александрович,Собачье сердце,1835,252
Грибоедов Александр Сергеевич,Ася,1810,851
Чехов Антон Павлович,Отцы и дети,1976,233
Толстой Лев Николаевич,Лёгкое дыхание,1992,552
Блок Александр Александрович,Хамелеон,1830,1269
Лермонтов Михаил Юрьевич,Ревизор,1844,675
Чехов Антон Павлович,Вий,1917,750
Добролюбов Николай Александрович,Белая гвардия,1887,585
Есенин Сергей Александрович,Мастер и Маргарита,1990,1305
Булгаков Михаил Афанасьевич,Преступление и наказание,2015,432
Грибоедов Александр Сергеевич,Ионыч,1805,737
Тургенев Иван Сергеевич,Рядовой Лютиков,1923,1326
Грин Александр Степанович,Детство,1834,1215
Тургенев Иван Сергеевич,Судьба человека,1855,1450
Ильф Илья Арнольдович,Митина любовь,1962,1411
Шолохов Михаил Александрович,Хамелеон,1975,316
Толстой Лев Николаевич,Анна Каренина,2025,506
Чехов Антон Павлович,Детство,1958,845
Цветаева Марина Ивановна,Шинель,1813,1132
Толстой Лев Николаевич,Медный всадник,1981,662
Набоков Владимир Владимирович,Ася,1940,114
Шолохов Михаил Александрович,Тихий Дон,1883,517
Шолохов Михаил Александрович,Дама с собачкой,2010,323
Есенин Сергей Александрович,Аэлита,1869,148
Набоков Владимир Владимирович,Шинель,1830,194
Есенин Сергей Александрович,Кому на Руси жить хорошо,1820,246
Петров Евгений Петрович,Русские женщины,1863,1363
Некрасов Николай Алексеевич,Митина любовь,2016,768
Платонов Андрей Платонович,Собачье сердце,1879,375
Есенин Сергей Александрович,Бесы,1817,1292
Пастернак Борис Леонидович,Детство,1977,299
Замятин Евгений Иванович,В окопах Сталинграда,1841,1432
Толстой Лев Николаевич,Митина любовь,1902,808
Толстой Лев Николаевич,Братья Карамазовы,1837,1251
Некрасов Николай Алексеевич,Листопад,1944,1083
Петров Евгений Петрович,Детство,1877,819
Бродский Иосиф Александрович,Ася,1932,1499
Толстой Алексей Николаевич,Ревизор,2016,807
Ильф Илья Арнольдович,Мастер и Маргарита,1971,789
Толстой Алексей Николаевич,Мастер и Маргарита,2004,99
Мандельштам Осип Эмильевич,Идиот,1913,915
Достоевский Фёдор Михайлович,Дама с собачкой,1822,998
Беляев Александр Романович,Ася,1966,779
Горький Максим,Бесы,1825,365
Бродский Иосиф Александрович,Война и мир,1949,1049
Ахматова Анна Андреевна,Ревизор,1992,1182
Маяковский Владимир Владимирович,Дом с мезонином,1991,193
Некрасов Виктор Платонович,В окопах Сталинграда,1982,549
Стругацкий Аркадий Натанович,Белая гвардия,2008,1036
Чернышевский Николай Гаврилович,Вий,2011,867
Лермонтов Михаил Юрьевич,Записки охотника,1852,489
Некрасов Виктор Платонович,Детство,1992,1008
Ахматова Анна Андреевна,Мертвые души,1921,1348
Куприн Александр Иванович,Маленькая печальная повесть,1958,1325
Ахматова Анна Андреевна,Пётр Первый,1935,1249
Грин Александр Степанович,Донские рассказы,2022,654
Набоков Владимир Владимирович,Медный всадник,1940,669
Толстой Алексей Николаевич,Вий,1821,1391
Ахматова Анна Андреевна,Детство,1873,443
Бродский Иосиф Александрович,Ася,1833,633
Замятин Евгений Иванович,Мастер и Маргарита,1952,65
Толстой Лев Николаевич,Дом с мезонином,2015,1134
Бродский Иосиф Александрович,В окопах Сталинграда,1855,1334
Бунин Иван Алексеевич,Русские женщины,1826,913
Беляев Александр Романович,Хождение по мукам,1864,1156
Лесков Николай Семёнович,Идиот,1917,412
Чехов Антон Павлович,Тарас Бульба,1963,1371
Шолохов Михаил Александрович,Мастер и Маргарита,1976,1237
Тургенев Иван Сергеевич,Антоновские яблоки,1951,1015
Замятин Евгений Иванович,Первая любовь,1828,1209
Толстой Лев Николаевич,Антоновские яблоки,1935,991
Грин Александр Степанович,Морфий,1818,704
Куприн Александр Иванович,Пётр Первый,1937,806
Островский Александр Николаевич,Первая любовь,1874,1106
Стругацкий Борис Натанович,Рядовой Лютиков,1871,777
Платонов Андрей Платонович,Донские рассказы,1922,486
Набоков Владимир Владимирович,Железная дорога,1828,193
Тургенев Иван Сергеевич,Белая гвардия,1988,959
Тургенев Иван Сергеевич,Евгений Онегин,1967,1343
Чернышевский Николай Гаврилович,Дом с мезонином,1876,833
Беляев Александр Романович,В окопах Сталинграда,1962,75
Толстой Алексей Николаевич,Хождение по мукам,1899,1065
Мандельштам Осип Эмильевич,Анна Каренина,1926,1202
Толстой Лев Николаевич,Ревизор,1843,1034
Гоголь Николай Васильевич,Морфий,2007,1225
Стругацкий Аркадий Натанович,Мертвые души,1801,311
Цветаева Марина Ивановна,Преступление и наказание,1976,1128
Толстой Алексей Николаевич,Кому на Руси жить хорошо,1927,1297
Мандельштам Осип Эмильевич,Крестьянские дети,2013,1231
Лесков Николай Семёнович,Листопад,1956,1474
Лермонтов Михаил Юрьевич,Бесы,1909,728
Бродский Иосиф Александрович,Первая любовь,1892,628
Мандельштам Осип Эмильевич,Аэлита,1835,171
Бродский Иосиф Александрович,Железная дорога,1927,459
Замятин Евгений Иванович,Вий,1949,486
Маяковский Владимир Владимирович,Антоновские яблоки,2012,59
Толстой Лев Николаевич,Ионыч,1988,387
Грин Александр Степанович,Пётр Первый,1941,53
Островский Александр Николаевич,Пётр Первый,1912,307
Бунин Иван Алексеевич,Анна Каренина,1814,73
Толстой Алексей Николаевич,Бесы,1879,741
Мандельштам Осип Эмильевич,Листопад,1975,199
Набоков Владимир Владимирович,Медный всадник,1998,958
Блок Александр Александрович,Тёмные аллеи,1960,509
Пастернак Борис Леонидович,Хождение по мукам,2005,815
Грибоедов Александр Сергеевич,Рядовой Лютиков,1827,1387
Островский Александр Николаевич,Вишнёвый сад,1866,313
Толстой Лев Николаевич,Детство,1863,628
Грин Александр Степанович,Русские женщины,1920,924
Салтыков-Щедрин Михаил Евграфович,Железная дорога,1803,1010
Грибоедов Александр Сергеевич,Дом с мезонином,1828,496
Островский Александр Николаевич,Листопад,1993,1174
Толстой Лев Николаевич,Мертвые души,1915,1087
Есенин Сергей Александрович,Митина любовь,1808,146
Маяковский Владимир Владимирович,Аэлита,1952,935
Куприн Александр Иванович,Вий,1988,426
Грин Александр Степанович,Кому на Руси жить хорошо,2011,318
Чехов Антон Павлович,Идиот,1945,208
Куприн Александр Иванович,Вишнёвый сад,1963,485
Островский Александр Николаевич,Белая гвардия,1961,743
Достоевский Фёдор Михайлович,Крестьянские дети,2012,1375
Мандельштам Осип Эмильевич,Крестьянские дети,1911,976
Ахматова Анна Андреевна,Ася,1911,1187
Блок Александр Александрович,Мертвые души,2012,446
Некрасов Николай Алексеевич,Хождение по мукам,1824,497
Толстой Лев Николаевич,Собачье сердце,1969,1300
Чехов Антон Павлович,Русские женщины,1993,473
Куприн Александр Иванович,Детство,1803,1257
Стругацкий Аркадий Натанович,Белые ночи,1825,961
Толстой Лев Николаевич,Хождение по мукам,1872,261
Некрасов Николай Алексеевич,Дом с мезонином,1804,446
Тургенев Иван Сергеевич,Идиот,1897,1214
Толстой Алексей Николаевич,Белые ночи,1980,189
Цветаева Марина Ивановна,Вий,1805,996
Ильф Илья Арнольдович,Морфий,2015,1193
Ильф Илья Арнольдович,Первая любовь,1956,814
Стругацкий Аркадий Натанович,Отцы и дети,1985,51
Платонов Андрей Платонович,Белая гвардия,1906,150
Островский Александр Николаевич,Крестьянские дети,1976,820
Пушкин Александр Сергеевич,Вий,2024,1386
Булгаков Михаил Афанасьевич,Белая гвардия,1810,421
Лесков Николай Семёнович,Антоновские яблоки,1935,373
Добролюбов Николай Александрович,Тёмные аллеи,1924,1095
Тургенев Иван Сергеевич,Вишнёвый сад,1893,1008
Есенин Сергей Александрович,Ионыч,2020,816
Чернышевский Николай Гаврилович,Донские рассказы,1990,1432
Беляев Александр Романович,Ревизор,1897,1217
Платонов Андрей Платонович,Рядовой Лютиков,1837,899
Толстой Лев Николаевич,Тарас Бульба,1982,319
Грин Александр Степанович,Крестьянские дети,1837,463
Петров Евгений Петрович,В окопах Сталинграда,1888,463
Цветаева Марина Ивановна,Воскресение,1920,410
Некрасов Виктор Платонович,Тарас Бульба,1803,950
Куприн Александр Иванович,Железная дорога,1858,248
Петров Евгений Петрович,Первая любовь,1840,1042
Пушкин Александр Сергеевич,Железная дорога,1995,1036
Бродский Иосиф Александрович,Мертвые души,1938,1344
Чехов Антон Павлович,Мертвые души,1955,1072
Некрасов Виктор Платонович,Бесы,1996,1069
Беляев Александр Романович,Воскресение,1866,1350
Беляев Александр Романович,Хамелеон,1814,1493
Шолохов Михаил Александрович,Идиот,1875,566
Грин Александр Степанович,Первая любовь,1934,1007
Цветаева Марина Ивановна,Мастер и Маргарита,1958,893
Есенин Сергей Александрович,Тарас Бульба,1929,104
Толстой Лев Николаевич,Донские рассказы,1903,707
Островский Александр Николаевич,Анна Каренина,1977,614
Островский Александр Николаевич,Идиот,1806,1161
Добролюбов Николай Александрович,Записки охотника,2007,683
Некрасов Николай Алексеевич,Детство,1863,1376
Пастернак Борис Леонидович,Лёгкое дыхание,2023,536
Толстой Лев Николаевич,Митина любовь,1939,954
Тургенев Иван Сергеевич,Братья Карамазовы,1974,1213
Гоголь Николай Васильевич,Белая гвардия,1908,257
Некрасов Николай Алексеевич,В окопах Сталинграда,1860,1084
Беляев Александр Романович,Кому на Руси жить хорошо,1807,1369
Маяковский Владимир Владимирович,Ревизор,1954,1068
Набоков Владимир Владимирович,Вишнёвый сад,1986,520
Лесков Николай Семёнович,Бесы,1961,762
Бунин Иван Алексеевич,Лёгкое дыхание,1902,1296
Салтыков-Щедрин Михаил Евграфович,Записки охотника,1963,513
Некрасов Николай Алексеевич,Детство,1896,101
Лермонтов Михаил Юрьевич,Дом с мезонином,2010,966
Цветаева Марина Ивановна,Медный всадник,1958,210
Чернышевский Николай Гаврилович,Антоновские яблоки,2011,1065
Стругацкий Аркадий Натанович,Рядовой Лютиков,1943,592
Толстой Лев Николаевич,Листопад,1918,1080
Толстой Лев Николаевич,Пётр Первый,2012,1296
Некрасов Виктор Платонович,Бесы,1994,1134
Толстой Алексей Николаевич,Первая любовь,1906,336
Чехов Антон Павлович,Белая гвардия,1987,823
Толстой Лев Николаевич,Аэлита,1921,923
Ахматова Анна Андреевна,Детство,1807,1176
Гоголь Николай Васильевич,Хождение по мукам,1901,501
Толстой Лев Николаевич,Тарас Бульба,1862,1262
Булгаков Михаил Афанасьевич,Медный всадник,1949,180
Лермонтов Михаил Юрьевич,Лёгкое дыхание,1870,1316
Ахматова Анна Андреевна,Белые ночи,1817,113
Салтыков-Щедрин Михаил Евграфович,Листопад,1894,1480
Горький Максим,Хождение по мукам,1893,88
Толстой Алексей Николаевич,Мертвые души,1819,682
Платонов Андрей Платонович,Хождение по мукам,1934,818
Мандельштам Осип Эмильевич,Вий,1918,249
Маяковский Владимир Владимирович,Антоновские яблоки,1806,926
Лермонтов Михаил Юрьевич,Воскресение,1837,669
Маяковский Владимир Владимирович,Дом с мезонином,1997,652
Пастернак Борис Леонидович,Хамелеон,1940,942
Стругацкий Аркадий Натанович,Тарас Бульба,1819,351
Толстой Лев Николаевич,Вий,1922,1276
Салтыков-Щедрин Михаил Евграфович,Собачье сердце,1830,1480
Цветаева Марина Ивановна,Мастер и Маргарита,1869,773
Чернышевский Николай Гаврилович,Русские женщины,1902,1413
Цветаева Марина Ивановна,Детство,1857,1108
Мандельштам Осип Эмильевич,Ревизор,1996,443
Достоевский Фёдор Михайлович,Донские рассказы,1874,858
Пушкин Александр Сергеевич,Митина любовь,1946,936
Чернышевский Николай Гаврилович,Анна Каренина,1887,1374
Шолохов Михаил Александрович,Донские рассказы,1908,432
Толстой Алексей Николаевич,Шинель,1908,1292
Стругацкий Борис Натанович,Рядовой Лютиков,1885,1323
Петров Евгений Петрович,Отцы и дети,1972,72
Толстой Лев Николаевич,Лёгкое дыхание,1917,444
Набоков Владимир Владимирович,Собачье сердце,1945,1103
Пастернак Борис Леонидович,Первая любовь,1856,199
Некрасов Николай Алексеевич,Хамелеон,1802,482
Платонов Андрей Платонович,Дом с мезонином,1826,1136
Блок Александр Александрович,Мастер и Маргарита,1956,301
Стругацкий Борис Натанович,В окопах Сталинграда,1966,1174
Толстой Лев Николаевич,Мастер и Маргарита,1919,578
Чернышевский Николай Гаврилович,Преступление и наказание,1873,1068
Петров Евгений Петрович,Вий,1882,676
Куприн Александр Иванович,Первая любовь,1972,580
Чехов Антон Павлович,Тихий Дон,1834,1393
Гоголь Николай Васильевич,Хамелеон,1885,929
Беляев Александр Романович,Тёмные аллеи,1836,283
Платонов Андрей Платонович,Железная дорога,2023,625
Мандельштам Осип Эмильевич,Дом с мезонином,1996,594
Толстой Лев Николаевич,Пётр Первый,1888,782
Толстой Лев Николаевич,Русские женщины,1972,1269
Маяковский Владимир Владимирович,Лёгкое дыхание,1973,189
Набоков Владимир Владимирович,Листопад,1972,579
Горький Максим,Судьба человека,1828,521
Блок Александр Александрович,Отцы и дети,1955,403
Платонов Андрей Платонович,Судьба человека,1849,894
Чехов Антон Павлович,Идиот,2014,243
Куприн Александр Иванович,Преступление и наказание,1996,567
Островский Александр Николаевич,Ревизор,1812,413
Грин Александр Степанович,Собачье сердце,1846,1079
Лесков Николай Семёнович,Митина любовь,1879,446
Грин Александр Степанович,Евгений Онегин,1962,947
Стругацкий Борис Натанович,Митина любовь,1925,839
Гоголь Николай Васильевич,Крестьянские дети,1985,158
Есенин Сергей Александрович,Тихий Дон,1823,1217
Толстой Лев Николаевич,Шинель,1821,1352
Ильф Илья Арнольдович,Митина любовь,1998,281
Грин Александр Степанович,Хамелеон,1834,642
Стругацкий Борис Натанович,Братья Карамазовы,1994,1485
Шолохов Михаил Александрович,Ася,1930,727
Некрасов Виктор Платонович,Ревизор,1881,1277
Бродский Иосиф Александрович,Лёгкое дыхание,1898,920
Петров Евгений Петрович,Тихий Дон,1888,662
Шолохов Михаил Александрович,Железная дорога,1893,1213
Горький Максим,Тихий Дон,1906,447
Лесков Николай Семёнович,Лёгкое дыхание,1999,498
Шолохов Михаил Александрович,Хамелеон,1879,875
Салтыков-Щедрин Михаил Евграфович,Дом с мезонином,1898,873
Грин Александр Степанович,Листопад,1918,182
Некрасов Виктор Платонович,Морфий,1822,788
Толстой Лев Николаевич,Белые ночи,1831,1204
Есенин Сергей Александрович,Судьба человека,2016,1311
Толстой Лев Николаевич,Братья Карамазовы,1909,710
Шолохов Михаил Александрович,Ревизор,1890,516
Бродский Иосиф Александрович,В окопах Сталинграда,1801,1144
Добролюбов Николай Александрович,Ревизор,1942,1065
Есенин Сергей Александрович,Ревизор,1858,587
Толстой Лев Николаевич,Записки охотника,1815,925
Чехов Антон Павлович,Мертвые души,2008,608
Ильф Илья Арнольдович,Митина любовь,1988,289
Некрасов Николай Алексеевич,Мертвые души,1884,612
Платонов Андрей Платонович,Тихий Дон,1860,356
Ахматова Анна Андреевна,Русские женщины,1807,407
Салтыков-Щедрин Михаил Евграфович,Аэлита,1941,405
Блок Александр Александрович,Листопад,1859,1217
Чехов Антон Павлович,Донские рассказы,1818,1122
Беляев Александр Романович,Шинель,1880,270
Есенин Сергей Александрович,Белые ночи,1960,1280
Добролюбов Николай Александрович,Отцы и дети,1977,166
Блок Александр Александрович,Железная дорога,1924,826
Пушкин Александр Сергеевич,Ревизор,1901,835
Шолохов Михаил Александрович,Морфий,1956,458
Добролюбов Николай Александрович,Первая любовь,1879,1077
Бродский Иосиф Александрович,Листопад,1892,191
Бунин Иван Алексеевич,Бесы,1957,1062
Беляев Александр Романович,Русские женщины,2010,1150
Замятин Евгений Иванович,В окопах Сталинграда,1831,82
Бродский Иосиф Александрович,Анна Каренина,1867,321
Некрасов Виктор Платонович,Судьба человека,1836,1113
Куприн Александр Иванович,Хождение по мукам,1965,956
Некрасов Виктор Платонович,Судьба человека,1814,971
Грибоедов Александр Сергеевич,Преступление и наказание,1889,606
Чехов Антон Павлович,Аэлита,1956,430
Платонов Андрей Платонович,Мертвые души,1812,557
Грин Александр Степанович,Белые ночи,1943,1228
Есенин Сергей Александрович,Русские женщины,1967,1003
Ахматова Анна Андреевна,Ионыч,1881,1133
Ахматова Анна Андреевна,Кому на Руси жить хорошо,1919,1057
Лермонтов Михаил Юрьевич,Кому на Руси жить хорошо,2023,1370
Лесков Николай Семёнович,В окопах Сталинграда,1863,254
Маяковский Владимир Владимирович,Бесы,1872,588
Цветаева Марина Ивановна,Донские рассказы,1887,1134
Некрасов Николай Алексеевич,Идиот,1840,1032
Ахматова Анна Андреевна,Маленькая печальная повесть,1925,852
Цветаева Марина Ивановна,Первая любовь,1858,1117
Стругацкий Борис Натанович,Донские рассказы,1800,663
Чехов Антон Павлович,Ася,1882,334
Бунин Иван Алексеевич,Крестьянские дети,1906,1116
Булгаков Михаил Афанасьевич,Тёмные аллеи,1827,1446
Ахматова Анна Андреевна,Судьба человека,2000,639
Грин Александр Степанович,Преступление и наказание,1866,953
Грин Александр Степанович,Белая гвардия,1976,1144
Ильф Илья Арнольдович,Донские рассказы,1820,133
Шолохов Михаил Александрович,Антоновские яблоки,1801,375
Есенин Сергей Александрович,Белая гвардия,2019,1091
Лермонтов Михаил Юрьевич,Хождение по мукам,2008,1276
Ахматова Анна Андреевна,Ася,1830,427
Чернышевский Николай Гаврилович,Белая гвардия,2019,1086
Лермонтов Михаил Юрьевич,Детство,1831,1430
Мандельштам Осип Эмильевич,Тихий Дон,1835,205
Маяковский Владимир Владимирович,Листопад,1886,1171
Толстой Лев Николаевич,Лёгкое дыхание,1881,1410
Толстой Лев Николаевич,Донские рассказы,1949,558
Грин Александр Степанович,Крестьянские дети,1961,1143
Куприн Александр Иванович,Белая гвардия,1924,1478
Островский Александр Николаевич,Преступление и наказание,1971,1088
Цветаева Марина Ивановна,Бесы,1874,599
Маяковский Владимир Владимирович,Шинель,1953,1060
Толстой Лев Николаевич,Белая гвардия,2003,1237
Бродский Иосиф Александрович,В окопах Сталинграда,1919,1266
Островский Александр Николаевич,Тёмные аллеи,1806,1132
Бродский Иосиф Александрович,Ревизор,1960,740
Маяковский Владимир Владимирович,Маленькая печальная повесть,1890,556
Шолохов Михаил Александрович,Маленькая печальная повесть,1814,349
Чехов Антон Павлович,Русские женщины,2024,1003
Лесков Николай Семёнович,Воскресение,2017,334
Пастернак Борис Леонидович,Маленькая печальная повесть,1869,91
Беляев Александр Романович,Записки охотника,1978,477
Стругацкий Аркадий Натанович,Морфий,1882,1277
Некрасов Виктор Платонович,Донские рассказы,1940,1459
Беляев Александр Романович,Мертвые души,1964,1082
Толстой Лев Николаевич,Аэлита,1996,224
Стругацкий Аркадий Натанович,Идиот,1974,487
Мандельштам Осип Эмильевич,Белые ночи,1961,747
Булгаков Михаил Афанасьевич,Братья Карамазовы,1858,1100
Толстой Алексей Николаевич,Отцы и дети,1836,554
Пастернак Борис Леонидович,Аэлита,1898,155
Лермонтов Михаил Юрьевич,Дама с собачкой,1809,127
Ахматова Анна Андреевна,Дом с мезонином,1971,247
Гоголь Николай Васильевич,Детство,1974,849
Толстой Лев Николаевич,Митина любовь,1815,1074
Блок Александр Александрович,Вишнёвый сад,1999,521
Шолохов Михаил Александрович,Белая гвардия,1990,144
Платонов Андрей Платонович,Отцы и дети,2025,325
Толстой Лев Николаевич,В окопах Сталинграда,1863,673
Достоевский Фёдор Михайлович,Собачье сердце,1988,747
Платонов Андрей Платонович,Мастер и Маргарита,1881,1086
Толстой Алексей Николаевич,Ревизор,2019,835
Ильф Илья Арнольдович,Крестьянские дети,1970,767
Грин Александр Степанович,Медный всадник,1886,223
Стругацкий Аркадий Натанович,Ионыч,1965,1122
Толстой Лев Николаевич,Кому на Руси жить хорошо,1811,540
Лермонтов Михаил Юрьевич,Железная дорога,1867,532
Маяковский Владимир Владимирович,Ася,1833,676
Замятин Евгений Иванович,Тёмные аллеи,1970,588
Куприн Александр Иванович,Анна Каренина,1970,225
Замятин Евгений Иванович,Бесы,1856,153
Островский Александр Николаевич,Анна Каренина,1845,284
Грин Александр Степанович,Русские женщины,1939,1013
Куприн Александр Иванович,Судьба человека,1991,1075
Есенин Сергей Александрович,Маленькая печальная повесть,1842,1360
Бродский Иосиф Александрович,Антоновские яблоки,1860,965
Толстой Лев Николаевич,Воскресение,1903,1045
Блок Александр Александрович,Судьба человека,1931,1145
Блок Александр Александрович,Антоновские яблоки,1893,878
Булгаков Михаил Афанасьевич,Донские рассказы,1950,1131
Есенин Сергей Александрович,Пётр Первый,1994,1247
Лермонтов Михаил Юрьевич,Евгений Онегин,1971,165
Некрасов Николай Алексеевич,Записки охотника,1924,1308
Островский Александр Николаевич,Евгений Онегин,1961,143
Горький Максим,Белые ночи,1848,1369
Толстой Лев Николаевич,Анна Каренина,2011,1354
Достоевский Фёдор Михайлович,Дама с собачкой,1977,996
Грин Александр Степанович,Дама с собачкой,1992,996
Ахматова Анна Андреевна,Отцы и дети,1951,398
Пушкин Александр Сергеевич,Лёгкое дыхание,1872,1071
Толстой Лев Николаевич,Ревизор,2009,450
Шолохов Михаил Александрович,Отцы и дети,1923,480
Салтыков-Щедрин Михаил Евграфович,Тарас Бульба,1876,979
Чернышевский Николай Гаврилович,Белые ночи,1911,1103
Набоков Владимир Владимирович,Война и мир,1914,355
Стругацкий Борис Натанович,Хамелеон,2015,812
Стругацкий Аркадий Натанович,Воскресение,1994,1163
Платонов Андрей Платонович,Медный всадник,1878,1051
Бродский Иосиф Александрович,Морфий,1925,565
Маяковский Владимир Владимирович,Медный всадник,1980,1028
Чехов Антон Павлович,Дом с мезонином,2020,1218
Толстой Лев Николаевич,Морфий,1924,791
Ильф Илья Арнольдович,Тихий Дон,1857,328
Пушкин Александр Сергеевич,Листопад,1880,919
Толстой Алексей Николаевич,Листопад,1887,459
Толстой Лев Николаевич,Хамелеон,1997,890
Цветаева Марина Ивановна,Железная дорога,1869,848
Толстой Лев Николаевич,Вий,1973,682
Платонов Андрей Платонович,Шинель,1842,1369
Ахматова Анна Андреевна,Воскресение,2015,1071
Гоголь Николай Васильевич,Антоновские яблоки,1931,977
Платонов Андрей Платонович,Бесы,1938,760
Ахматова Анна Андреевна,Тихий Дон,1963,520
Толстой Алексей Николаевич,Мастер и Маргарита,1966,791
Некрасов Николай Алексеевич,Война и мир,1984,457
Стругацкий Борис Натанович,Отцы и дети,2008,1317
Гоголь Николай Васильевич,Собачье сердце,1836,844
Куприн Александр Иванович,Собачье сердце,1869,56
Островский Александр Николаевич,Судьба человека,1804,299
Платонов Андрей Платонович,Мастер и Маргарита,1836,1270
Куприн Александр Иванович,Отцы и дети,1820,204
Толстой Лев Николаевич,Братья Карамазовы,1898,184
Грибоедов Александр Сергеевич,Белые ночи,1999,90
Салтыков-Щедрин Михаил Евграфович,Рядовой Лютиков,1853,583
Чехов Антон Павлович,Мастер и Маргарита,1886,783
Платонов Андрей Платонович,Ася,2009,556
Гоголь Николай Васильевич,Белые ночи,1803,678
Грин Александр Степанович,Тарас Бульба,1966,1289
Достоевский Фёдор Михайлович,Братья Карамазовы,1851,1427
Чехов Антон Павлович,Преступление и наказание,1859,680
Толстой Лев Николаевич,Судьба человека,1839,1475
