ФИО автора,название,год издания,количество страниц
Шолохов Михаил Александрович,Ревизор,1679,1915
Тургенев Иван Сергеевич,Ася,1591,1413
Булгаков Михаил Афанасьевич,Русские женщины,1318,323
Булгаков Михаил Афанасьевич,Дама с собачкой,1742,1324
Бунин Иван Алексеевич,Аэлита,1665,627
Толстой Алексей Николаевич,Митина любовь,1191,144
Толстой Алексей Николаевич,Русские женщины,1225,1065
Толстой Алексей Николаевич,Бесы,1106,1906
Пушкин Александр Сергеевич,Евгений Онегин,1737,423
Тургенев Иван Сергеевич,Анна Каренина,1326,1767
Булгаков Михаил Афанасьевич,Анна Каренина,1582,511
Тургенев Иван Сергеевич,Отцы и дети,1384,1592
Достоевский Фёдор Михайлович,Крестьянские дети,1254,486
Пушкин Александр Сергеевич,Хамелеон,1701,1607
Бунин Иван Алексеевич,Антоновские яблоки,1312,821
Толстой Лев Николаевич,Собачье сердце,1487,1877
Толстой Алексей Николаевич,Собачье сердце,1678,897
Гоголь Николай Васильевич,Собачье сердце,1896,1215
Булгаков Михаил Афанасьевич,Ревизор,1840,1015
Достоевский Фёдор Михайлович,Кому на Руси жить хорошо,1600,879
Пушкин Александр Сергеевич,Листопад,1198,632
Бунин Иван Алексеевич,Детство,1509,1764
Булгаков Михаил Афанасьевич,Шинель,1326,1885
Некрасов Николай Алексеевич,Лёгкое дыхание,1679,1208
Достоевский Фёдор Михайлович,Ася,1604,1436
Гоголь Николай Васильевич,В окопах Сталинграда,1171,232
Бунин Иван Алексеевич,Русские женщины,1335,1360
Чехов Антон Павлович,Русские женщины,1880,212
Гоголь Николай Васильевич,Тихий Дон,1626,1295
Бунин Иван Алексеевич,Война и мир,1775,162
Некрасов Николай Алексеевич,Маленькая печальная повесть,1611,1273
Некрасов Виктор Платонович,Детство,1986,616
Толстой Алексей Николаевич,Анна Каренина,1251,1270
Толстой Лев Николаевич,Собачье сердце,1151,823
Чехов Антон Павлович,Митина любовь,1279,348
Тургенев Иван Сергеевич,Мастер и Маргарита,1193,1318
Гоголь Николай Васильевич,Дама с собачкой,1390,515
Толстой Лев Николаевич,Хождение по мукам,1310,1921
Толстой Алексей Николаевич,Железная дорога,1600,1025
Пушкин Александр Сергеевич,Антоновские яблоки,1636,61
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1590,1311
Гоголь Николай Васильевич,Белые ночи,1259,565
Чехов Антон Павлович,Ася,1657,1455
Пушкин Александр Сергеевич,Морфий,1400,513
Шолохов Михаил Александрович,Аэлита,1567,910
Толстой Алексей Николаевич,В окопах Сталинграда,1236,1764
Пушкин Александр Сергеевич,Русские женщины,1669,1121
Толстой Лев Николаевич,Морфий,1340,945
Некрасов Виктор Платонович,Аэлита,1498,1386
Шолохов Михаил Александрович,Вий,1928,1570
Чехов Антон Павлович,Ревизор,1275,602
Достоевский Фёдор Михайлович,Записки охотника,1775,1156
Некрасов Виктор Платонович,Хождение по мукам,1617,449
Толстой Алексей Николаевич,В окопах Сталинграда,1471,1218
Толстой Алексей Николаевич,Вишнёвый сад,1345,1560
Бунин Иван Алексеевич,Железная дорога,1582,450
Толстой Лев Николаевич,Аэлита,1916,1230
Шолохов Михаил Александрович,Аэлита,1507,470
Достоевский Фёдор Михайлович,Вий,1447,1496
Булгаков Михаил Афанасьевич,Митина любовь,1107,670
Шолохов Михаил Александрович,Отцы и дети,1317,1884
Толстой Алексей Николаевич,Лёгкое дыхание,1332,793
Некрасов Виктор Платонович,Война и мир,1701,635
Толстой Алексей Николаевич,Собачье сердце,1748,1117
Гоголь Николай Васильевич,Дама с собачкой,1968,1312
Толстой Лев Николаевич,Война и мир,1979,1811
Шолохов Михаил Александрович,Железная дорога,1280,1748
Толстой Лев Николаевич,Донские рассказы,1256,58
Шолохов Михаил Александрович,Шинель,1221,961
Толстой Лев Николаевич,Морфий,2023,569
Бунин Иван Алексеевич,Мертвые души,1536,680
Тургенев Иван Сергеевич,В окопах Сталинграда,1511,606
Толстой Лев Николаевич,Преступление и наказание,1268,313
Шолохов Михаил Александрович,Мертвые души,1290,1819
Шолохов Михаил Александрович,Медный всадник,1700,731
Пушкин Александр Сергеевич,Маленькая печальная повесть,1895,13
Бунин Иван Алексеевич,Хамелеон,1150,1223
Чехов Антон Павлович,Судьба человека,2003,530
Бунин Иван Алексеевич,Дама с собачкой,1648,205
Тургенев Иван Сергеевич,Детство,1270,536
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1562,685
Шолохов Михаил Александрович,Хамелеон,1436,1189
Булгаков Михаил Афанасьевич,Железная дорога,1825,884
Достоевский Фёдор Михайлович,Хождение по мукам,1961,1598
Достоевский Фёдор Михайлович,Ревизор,2007,252
Достоевский Фёдор Михайлович,Листопад,1164,370
Толстой Лев Николаевич,Дама с собачкой,1207,1971
Пушкин Александр Сергеевич,Ионыч,1510,502
Бунин Иван Алексеевич,Идиот,1728,1072
Толстой Алексей Николаевич,Тёмные аллеи,1412,448
Бунин Иван Алексеевич,Ревизор,1134,1286
Бунин Иван Алексеевич,Хамелеон,1309,1526
Чехов Антон Павлович,Пётр Первый,1245,1030
Достоевский Фёдор Михайлович,Антоновские яблоки,1124,1221
Чехов Антон Павлович,Идиот,1134,1076
Достоевский Фёдор Михайлович,Пётр Первый,1221,991
Некрасов Николай Алексеевич,Детство,1544,1962
Толстой Лев Николаевич,Тёмные аллеи,1346,168
Шолохов Михаил Александрович,Русские женщины,1632,623
Тургенев Иван Сергеевич,Отцы и дети,1765,1136
Бунин Иван Алексеевич,Вий,1865,1661
Достоевский Фёдор Михайлович,Крестьянские дети,1715,839
Гоголь Николай Васильевич,Ася,1684,1607
Гоголь Николай Васильевич,Лёгкое дыхание,1479,365
Шолохов Михаил Александрович,Ревизор,1730,460
Толстой Алексей Николаевич,Ионыч,2002,245
Гоголь Николай Васильевич,Тихий Дон,1475,40
Тургенев Иван Сергеевич,Война и мир,1598,737
Некрасов Николай Алексеевич,Записки охотника,1828,1275
Шолохов Михаил Александрович,Морфий,1610,1663
Толстой Лев Николаевич,Белая гвардия,1661,1170
Бунин Иван Алексеевич,Белая гвардия,1805,1540
Пушкин Александр Сергеевич,Дама с собачкой,1473,22
Булгаков Михаил Афанасьевич,Тихий Дон,1427,1396
Пушкин Александр Сергеевич,Крестьянские дети,1867,897
Гоголь Николай Васильевич,Листопад,1557,1919
Булгаков Михаил Афанасьевич,Анна Каренина,1318,1057
Шолохов Михаил Александрович,Крестьянские дети,1613,1724
Некрасов Николай Алексеевич,Белая гвардия,1668,36
Некрасов Николай Алексеевич,Ревизор,1817,1031
Чехов Антон Павлович,Листопад,1993,1298
Булгаков Михаил Афанасьевич,Судьба человека,1636,395
Некрасов Николай Алексеевич,Ревизор,1397,716
Толстой Лев Николаевич,Детство,1870,1306
Пушкин Александр Сергеевич,Дама с собачкой,1859,947
Достоевский Фёдор Михайлович,Ионыч,1691,1097
Толстой Алексей Николаевич,Записки охотника,1671,1586
Толстой Алексей Николаевич,Митина любовь,1584,949
Булгаков Михаил Афанасьевич,Идиот,1175,1497
Некрасов Николай Алексеевич,Преступление и наказание,1427,225
Булгаков Михаил Афанасьевич,Шинель,1258,1777
Тургенев Иван Сергеевич,Вий,1678,1862
Пушкин Александр Сергеевич,В окопах Сталинграда,1449,44
Чехов Антон Павлович,Вишнёвый сад,1879,392
Гоголь Николай Васильевич,Морфий,1488,59
Гоголь Николай Васильевич,Преступление и наказание,2011,1284
Некрасов Николай Алексеевич,Листопад,1265,1765
Достоевский Фёдор Михайлович,Война и мир,1715,916
Толстой Лев Николаевич,Тихий Дон,1141,533
Некрасов Виктор Платонович,Тёмные аллеи,1381,908
Некрасов Николай Алексеевич,Идиот,1117,987
Некрасов Виктор Платонович,Бесы,1122,1236
Достоевский Фёдор Михайлович,Рядовой Лютиков,1213,1393
Некрасов Николай Алексеевич,Мертвые души,1392,1192
Достоевский Фёдор Михайлович,Мастер и Маргарита,1812,1778
Толстой Алексей Николаевич,Ионыч,1906,1753
Толстой Лев Николаевич,Хождение по мукам,1561,1100
Пушкин Александр Сергеевич,Рядовой Лютиков,1993,1797
Толстой Алексей Николаевич,Вишнёвый сад,1967,350
Достоевский Фёдор Михайлович,Шинель,1365,1964
Бунин Иван Алексеевич,Бесы,1519,958
Некрасов Виктор Платонович,Собачье сердце,1947,316
Некрасов Николай Алексеевич,Преступление и наказание,1952,1853
Шолохов Михаил Александрович,Вий,1768,531
Булгаков Михаил Афанасьевич,Мастер и Маргарита,1598,1363
Бунин Иван Алексеевич,Антоновские яблоки,1375,1235
Некрасов Николай Алексеевич,Листопад,1421,193
Тургенев Иван Сергеевич,Вишнёвый сад,1756,1376
Гоголь Николай Васильевич,Антоновские яблоки,1696,268
Тургенев Иван Сергеевич,Первая любовь,1151,1386
Булгаков Михаил Афанасьевич,Бесы,1426,317
Толстой Лев Николаевич,Железная дорога,1823,1924
Булгаков Михаил Афанасьевич,Шинель,1770,970
Достоевский Фёдор Михайлович,Крестьянские дети,1785,561
Шолохов Михаил Александрович,Записки охотника,1975,531
Бунин Иван Алексеевич,Ася,1918,844
Булгаков Михаил Афанасьевич,Вий,1479,989
Пушкин Александр Сергеевич,Ионыч,1145,1855
Тургенев Иван Сергеевич,Война и мир,1215,147
Толстой Алексей Николаевич,Братья Карамазовы,1711,50
Достоевский Фёдор Михайлович,Дом с мезонином,1334,910
Некрасов Виктор Платонович,Тарас Бульба,1256,338
Толстой Лев Николаевич,Тёмные аллеи,1447,912
Некрасов Николай Алексеевич,Собачье сердце,1681,711
Некрасов Виктор Платонович,Судьба человека,1192,410
Бунин Иван Алексеевич,Русские женщины,1583,385
Гоголь Николай Васильевич,Вий,1109,1008
Чехов Антон Павлович,Бесы,1784,1639
Достоевский Фёдор Михайлович,Рядовой Лютиков,1530,1713
Достоевский Фёдор Михайлович,Донские рассказы,1677,547
Пушкин Александр Сергеевич,Пётр Первый,1651,1486
Пушкин Александр Сергеевич,Ревизор,1476,1695
Толстой Лев Николаевич,Крестьянские дети,1201,226
Шолохов Михаил Александрович,Белая гвардия,1892,377
Достоевский Фёдор Михайлович,Хамелеон,1875,1879
Толстой Лев Николаевич,Братья Карамазовы,1170,748
Достоевский Фёдор Михайлович,Аэлита,2019,1901
Гоголь Николай Васильевич,Мастер и Маргарита,1844,1765
Шолохов Михаил Александрович,В окопах Сталинграда,1539,456
Толстой Алексей Николаевич,Листопад,1132,771
Пушкин Александр Сергеевич,Вишнёвый сад,1851,1324
Тургенев Иван Сергеевич,Судьба человека,1828,1377
Тургенев Иван Сергеевич,Рядовой Лютиков,1614,179
Некрасов Николай Алексеевич,Мастер и Маргарита,1661,1466
Гоголь Николай Васильевич,Белые ночи,1782,152
Некрасов Николай Алексеевич,Маленькая печальная повесть,1430,394
Булгаков Михаил Афанасьевич,Ионыч,1172,1629
Толстой Алексей Николаевич,Маленькая печальная повесть,1840,1917
Толстой Алексей Николаевич,Пётр Первый,1410,1623
Толстой Алексей Николаевич,Война и мир,1166,600
Шолохов Михаил Александрович,Железная дорога,1302,813
Булгаков Михаил Афанасьевич,Детство,1915,1156
Тургенев Иван Сергеевич,Ревизор,1437,1095
Некрасов Николай Алексеевич,Первая любовь,2026,1568
Шолохов Михаил Александрович,Детство,1537,1062
Гоголь Николай Васильевич,Отцы и дети,1448,561
Некрасов Николай Алексеевич,Вий,1153,763
Толстой Лев Николаевич,Анна Каренина,1322,869
Тургенев Иван Сергеевич,Медный всадник,1494,674
Толстой Алексей Николаевич,Первая любовь,1965,1325
Бунин Иван Алексеевич,Тихий Дон,1735,1315
Чехов Антон Павлович,Преступление и наказание,1460,756
Тургенев Иван Сергеевич,Идиот,1621,337
Тургенев Иван Сергеевич,Белые ночи,1866,375
Гоголь Николай Васильевич,Рядовой Лютиков,1262,303
Некрасов Виктор Платонович,Дама с собачкой,1369,167
Толстой Лев Николаевич,Железная дорога,1945,854
Пушкин Александр Сергеевич,Листопад,1265,443
Достоевский Фёдор Михайлович,Ася,1747,1557
Пушкин Александр Сергеевич,Ревизор,1468,1545
Толстой Алексей Николаевич,Крестьянские дети,2015,1159
Толстой Алексей Николаевич,Мертвые души,1810,1937
Достоевский Фёдор Михайлович,В окопах Сталинграда,1799,1142
Достоевский Фёдор Михайлович,Мастер и Маргарита,1165,367
Гоголь Николай Васильевич,Дама с собачкой,1428,785
Толстой Лев Николаевич,Хамелеон,1363,1369
Гоголь Николай Васильевич,Хождение по мукам,1316,468
Булгаков Михаил Афанасьевич,Донские рассказы,1640,202
Некрасов Николай Алексеевич,Собачье сердце,1529,931
Некрасов Николай Алексеевич,Судьба человека,1487,1267
Некрасов Виктор Платонович,Донские рассказы,1840,104
Тургенев Иван Сергеевич,Митина любовь,1281,1830
Толстой Алексей Николаевич,Медный всадник,1965,1678
Пушкин Александр Сергеевич,Дом с мезонином,1476,1235
Достоевский Фёдор Михайлович,Война и мир,1849,345
Тургенев Иван Сергеевич,Отцы и дети,1979,202
Толстой Лев Николаевич,Листопад,1378,1469
Гоголь Николай Васильевич,Детство,1603,1386
Тургенев Иван Сергеевич,Русские женщины,1903,1300
Бунин Иван Алексеевич,Медный всадник,1795,882
Достоевский Фёдор Михайлович,Судьба человека,1339,949
Бунин Иван Алексеевич,Записки охотника,1941,70
Гоголь Николай Васильевич,Рядовой Лютиков,1361,1938
Некрасов Николай Алексеевич,Евгений Онегин,1192,1437
Толстой Алексей Николаевич,Война и мир,1720,1132
Тургенев Иван Сергеевич,Морфий,1195,1498
Бунин Иван Алексеевич,Крестьянские дети,1371,1575
Толстой Алексей Николаевич,Мертвые души,1406,1999
Бунин Иван Алексеевич,Отцы и дети,1783,983
Некрасов Виктор Платонович,Тёмные аллеи,1846,326
Некрасов Виктор Платонович,Митина любовь,1617,317
Бунин Иван Алексеевич,Рядовой Лютиков,1335,1313
Гоголь Николай Васильевич,Вий,2019,1057
Некрасов Николай Алексеевич,Вишнёвый сад,1255,1825
Достоевский Фёдор Михайлович,Рядовой Лютиков,1461,33
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1789,145
Некрасов Николай Алексеевич,Анна Каренина,1231,321
Толстой Алексей Николаевич,Антоновские яблоки,1443,1288
Некрасов Николай Алексеевич,Медный всадник,1852,1342
Некрасов Виктор Платонович,Листопад,1494,1938
Тургенев Иван Сергеевич,Листопад,1209,334
Толстой Лев Николаевич,Морфий,1779,1740
Чехов Антон Павлович,Русские женщины,1226,1704
Бунин Иван Алексеевич,Вишнёвый сад,1680,871
Толстой Лев Николаевич,Тихий Дон,1618,1801
Пушкин Александр Сергеевич,Братья Карамазовы,1823,804
Шолохов Михаил Александрович,Тарас Бульба,1119,1924
Чехов Антон Павлович,Листопад,1948,279
Чехов Антон Павлович,Мертвые души,1354,1509
Тургенев Иван Сергеевич,Дама с собачкой,1977,1773
Достоевский Фёдор Михайлович,Рядовой Лютиков,1346,743
Тургенев Иван Сергеевич,Преступление и наказание,1630,1053
Некрасов Виктор Платонович,Русские женщины,1704,1077
Толстой Лев Николаевич,Аэлита,1601,1016
Булгаков Михаил Афанасьевич,Белая гвардия,1426,15
Некрасов Виктор Платонович,Преступление и наказание,1424,1493
Толстой Алексей Николаевич,Записки охотника,1656,503
Пушкин Александр Сергеевич,Война и мир,1791,652
Достоевский Фёдор Михайлович,Хамелеон,1718,1635
Бунин Иван Алексеевич,Воскресение,1213,82
Некрасов Виктор Платонович,Рядовой Лютиков,1891,1024
Толстой Алексей Николаевич,Тарас Бульба,1208,1230
Толстой Алексей Николаевич,Хамелеон,1704,1502
Толстой Лев Николаевич,Первая любовь,1427,779
Толстой Лев Николаевич,Собачье сердце,1233,1710
Достоевский Фёдор Михайлович,Мертвые души,1896,910
Некрасов Виктор Платонович,Аэлита,1354,856
Толстой Лев Николаевич,Железная дорога,1995,1484
Пушкин Александр Сергеевич,Отцы и дети,1713,161
Некрасов Николай Алексеевич,Тарас Бульба,1199,926
Пушкин Александр Сергеевич,Мастер и Маргарита,1345,1798
Чехов Антон Павлович,Отцы и дети,1256,1611
Бунин Иван Алексеевич,Русские женщины,1924,1481
Тургенев Иван Сергеевич,Идиот,1262,290
Булгаков Михаил Афанасьевич,Аэлита,1343,640
Чехов Антон Павлович,Детство,1911,146
Тургенев Иван Сергеевич,Аэлита,1934,98
Шолохов Михаил Александрович,Анна Каренина,1982,1876
Шолохов Михаил Александрович,Тихий Дон,1918,1841
Тургенев Иван Сергеевич,Дом с мезонином,1266,165
Чехов Антон Павлович,Вий,1389,1142
Гоголь Николай Васильевич,Тарас Бульба,1279,1542
Достоевский Фёдор Михайлович,Мастер и Маргарита,1627,1478
Некрасов Николай Алексеевич,Белая гвардия,1344,1181
Толстой Алексей Николаевич,Маленькая печальная повесть,1761,1443
Шолохов Михаил Александрович,Записки охотника,1620,939
Гоголь Николай Васильевич,Детство,1350,582
Толстой Лев Николаевич,Морфий,1239,718
Достоевский Фёдор Михайлович,Преступление и наказание,1291,1377
Шолохов Михаил Александрович,Мастер и Маргарита,1765,1342
Некрасов Виктор Платонович,Маленькая печальная повесть,1269,1718
Булгаков Михаил Афанасьевич,Вий,1106,394
Гоголь Николай Васильевич,Лёгкое дыхание,1403,1722
Достоевский Фёдор Михайлович,Донские рассказы,1896,1149
Шолохов Михаил Александрович,Тихий Дон,1617,465
Чехов Антон Павлович,Судьба человека,1180,1543
Некрасов Николай Алексеевич,Тихий Дон,1912,1053
Некрасов Виктор Платонович,Дом с мезонином,1479,423
Бунин Иван Алексеевич,Пётр Первый,1811,207
Достоевский Фёдор Михайлович,Судьба человека,1380,1179
Шолохов Михаил Александрович,Шинель,1588,1714
Гоголь Николай Васильевич,Кому на Руси жить хорошо,1550,1789
Булгаков Михаил Афанасьевич,Судьба человека,1369,1134
Пушкин Александр Сергеевич,Дом с мезонином,1340,1204
Пушкин Александр Сергеевич,Антоновские яблоки,1367,1549
Некрасов Николай Алексеевич,Ася,1918,1103
Булгаков Михаил Афанасьевич,Воскресение,1954,197
Чехов Антон Павлович,Антоновские яблоки,1415,662
Толстой Алексей Николаевич,Тихий Дон,1474,937
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1205,202
Чехов Антон Павлович,Мастер и Маргарита,1826,1949
Гоголь Николай Васильевич,Морфий,2007,1184
Бунин Иван Алексеевич,Тарас Бульба,1936,1148
Толстой Алексей Николаевич,Тёмные аллеи,1181,656
Толстой Лев Николаевич,Листопад,1637,1767
Достоевский Фёдор Михайлович,Дама с собачкой,1580,771
Некрасов Виктор Платонович,Донские рассказы,1321,1823
Гоголь Николай Васильевич,Война и мир,1130,1942
Достоевский Фёдор Михайлович,Дом с мезонином,1407,934
Чехов Антон Павлович,Евгений Онегин,1874,1300
Некрасов Николай Алексеевич,Маленькая печальная повесть,1569,1323
Бунин Иван Алексеевич,Листопад,1520,791
Чехов Антон Павлович,Медный всадник,1673,283
Толстой Лев Николаевич,Маленькая печальная повесть,1899,1738
Пушкин Александр Сергеевич,Вишнёвый сад,1120,1293
Пушкин Александр Сергеевич,Дама с собачкой,1536,1738
Толстой Лев Николаевич,Белая гвардия,1368,1046
Толстой Лев Николаевич,Хождение по мукам,1584,1708
Булгаков Михаил Афанасьевич,Тарас Бульба,1907,309
Булгаков Михаил Афанасьевич,Вий,1563,312
Достоевский Фёдор Михайлович,Маленькая печальная повесть,1458,690
Гоголь Николай Васильевич,Судьба человека,1460,971
Чехов Антон Павлович,Митина любовь,1502,474
Гоголь Николай Васильевич,Маленькая печальная повесть,1750,860
Тургенев Иван Сергеевич,Ревизор,1843,1181
Булгаков Михаил Афанасьевич,Отцы и дети,1894,467
Булгаков Михаил Афанасьевич,Антоновские яблоки,1870,1203
Толстой Лев Николаевич,Евгений Онегин,1499,1301
Бунин Иван Алексеевич,Собачье сердце,1459,1775
Бунин Иван Алексеевич,Братья Карамазовы,1877,1187
Толстой Алексей Николаевич,Первая любовь,1447,505
Булгаков Михаил Афанасьевич,Вишнёвый сад,1919,1423
Гоголь Николай Васильевич,Морфий,1268,1632
Достоевский Фёдор Михайлович,Ася,1360,1781
Достоевский Фёдор Михайлович,Собачье сердце,1169,1301
Чехов Антон Павлович,Ася,1737,1599
Шолохов Михаил Александрович,Аэлита,1637,699
Толстой Лев Николаевич,Пётр Первый,1741,111
Гоголь Николай Васильевич,Братья Карамазовы,1314,440
Тургенев Иван Сергеевич,Ася,1647,1213
Достоевский Фёдор Михайлович,Хамелеон,1715,1494
Булгаков Михаил Афанасьевич,Рядовой Лютиков,1676,76
Чехов Антон Павлович,Ионыч,1258,1314
Толстой Лев Николаевич,Мертвые души,1917,1031
Шолохов Михаил Александрович,Медный всадник,1460,1915
Достоевский Фёдор Михайлович,Собачье сердце,1549,1881
Достоевский Фёдор Михайлович,Анна Каренина,1471,1999
Толстой Алексей Николаевич,Русские женщины,1860,52
Булгаков Михаил Афанасьевич,Детство,1393,164
Достоевский Фёдор Михайлович,Морфий,1839,1142
Некрасов Николай Алексеевич,Братья Карамазовы,1875,1762
Толстой Алексей Николаевич,Маленькая печальная повесть,1882,737
Гоголь Николай Васильевич,Медный всадник,1673,1658
Достоевский Фёдор Михайлович,Евгений Онегин,1361,1796
Бунин Иван Алексеевич,Белая гвардия,1375,1430
Тургенев Иван Сергеевич,Тихий Дон,1767,244
Некрасов Виктор Платонович,Война и мир,1639,235
Толстой Лев Николаевич,Рядовой Лютиков,1161,501
Шолохов Михаил Александрович,Белая гвардия,1732,1172
Чехов Антон Павлович,Отцы и дети,1230,1875
Достоевский Фёдор Михайлович,Ася,1388,1197
Пушкин Александр Сергеевич,Вишнёвый сад,1460,1687
Шолохов Михаил Александрович,Морфий,1807,1762
Тургенев Иван Сергеевич,Тёмные аллеи,1260,475
Булгаков Михаил Афанасьевич,Ревизор,1164,1091
Толстой Алексей Николаевич,Мертвые души,1896,877
Некрасов Виктор Платонович,Крестьянские дети,1394,1020
Некрасов Виктор Платонович,Тарас Бульба,1798,1342
Некрасов Николай Алексеевич,Евгений Онегин,1810,89
Толстой Лев Николаевич,Ася,1599,1636
Шолохов Михаил Александрович,Дама с собачкой,1158,726
Пушкин Александр Сергеевич,Крестьянские дети,1623,811
Бунин Иван Алексеевич,Белая гвардия,1177,1071
Некрасов Виктор Платонович,Кому на Руси жить хорошо,1635,482
Некрасов Николай Алексеевич,Первая любовь,1550,1950
Тургенев Иван Сергеевич,Судьба человека,1756,1420
Гоголь Николай Васильевич,Тарас Бульба,1129,907
Достоевский Фёдор Михайлович,Воскресение,1112,999
Бунин Иван Алексеевич,Тихий Дон,1717,735
Толстой Алексей Николаевич,Крестьянские дети,1180,1325
Бунин Иван Алексеевич,Тарас Бульба,1840,219
Некрасов Николай Алексеевич,Преступление и наказание,1581,1467
Бунин Иван Алексеевич,Крестьянские дети,1659,1237
Булгаков Михаил Афанасьевич,Листопад,1550,1070
Шолохов Михаил Александрович,Морфий,1781,144
Толстой Лев Николаевич,Записки охотника,1538,1740
Чехов Антон Павлович,Анна Каренина,1188,1941
Гоголь Николай Васильевич,Тёмные аллеи,1300,1503
Булгаков Михаил Афанасьевич,Собачье сердце,1492,1852
Толстой Алексей Николаевич,Шинель,1347,1991
Толстой Лев Николаевич,Братья Карамазовы,1450,1696
Чехов Антон Павлович,Ревизор,1516,94
Тургенев Иван Сергеевич,Медный всадник,1177,1388
Шолохов Михаил Александрович,Хамелеон,1959,1299
Шолохов Михаил Александрович,Первая любовь,1484,457
Некрасов Виктор Платонович,Железная дорога,1772,285
Некрасов Николай Алексеевич,Медный всадник,1315,665
Бунин Иван Алексеевич,Антоновские яблоки,1131,811
Булгаков Михаил Афанасьевич,Белые ночи,1170,658
Булгаков Михаил Афанасьевич,Преступление и наказание,1944,31
Тургенев Иван Сергеевич,Митина любовь,1453,950
Шолохов Михаил Александрович,Воскресение,1836,987
Достоевский Фёдор Михайлович,Первая любовь,1659,389
Бунин Иван Алексеевич,Идиот,1476,152
Некрасов Виктор Платонович,Преступление и наказание,1870,1756
Чехов Антон Павлович,Вий,1168,1806
Толстой Лев Николаевич,Собачье сердце,1875,255
Тургенев Иван Сергеевич,Пётр Первый,1648,921
Достоевский Фёдор Михайлович,Война и мир,1452,196
Чехов Антон Павлович,Евгений Онегин,1932,1293
Шолохов Михаил Александрович,Война и мир,1894,779
Некрасов Виктор Платонович,Рядовой Лютиков,2004,1007
Бунин Иван Алексеевич,Детство,1410,677
Бунин Иван Алексеевич,Хождение по мукам,1665,1738
Бунин Иван Алексеевич,Собачье сердце,1329,1180
Достоевский Фёдор Михайлович,Ионыч,1770,482
Некрасов Виктор Платонович,Собачье сердце,1478,1062
Толстой Алексей Николаевич,Тихий Дон,1461,904
Гоголь Николай Васильевич,Отцы и дети,1166,491
Гоголь Николай Васильевич,Преступление и наказание,1661,448
Некрасов Виктор Платонович,Железная дорога,1934,1402
Тургенев Иван Сергеевич,Хамелеон,1473,1354
Тургенев Иван Сергеевич,Дама с собачкой,1529,869
Толстой Алексей Николаевич,Митина любовь,1306,1977
Некрасов Николай Алексеевич,Митина любовь,1997,760
Бунин Иван Алексеевич,Мастер и Маргарита,1322,1976
Пушкин Александр Сергеевич,Антоновские яблоки,1185,1294
Гоголь Николай Васильевич,Бесы,1545,825
Толстой Лев Николаевич,Рядовой Лютиков,1952,62
Некрасов Николай Алексеевич,Война и мир,1331,1629
Бунин Иван Алексеевич,Братья Карамазовы,1621,894
Толстой Алексей Николаевич,Антоновские яблоки,1256,1813
Тургенев Иван Сергеевич,Аэлита,1760,1850
Достоевский Фёдор Михайлович,Кому на Руси жить хорошо,1366,1755
Тургенев Иван Сергеевич,Тарас Бульба,1447,523
Толстой Лев Николаевич,Хождение по мукам,1584,1793
Гоголь Николай Васильевич,Судьба человека,1213,1924
Достоевский Фёдор Михайлович,Маленькая печальная повесть,2021,365
Тургенев Иван Сергеевич,Железная дорога,1701,110
Бунин Иван Алексеевич,Медный всадник,1689,734
Толстой Лев Николаевич,Русские женщины,1810,1735
Бунин Иван Алексеевич,Кому на Руси жить хорошо,1803,883
Булгаков Михаил Афанасьевич,Белые ночи,1158,1580
Гоголь Николай Васильевич,Вишнёвый сад,1250,181
Тургенев Иван Сергеевич,Война и мир,1585,432
Гоголь Николай Васильевич,Детство,1864,1210
Пушкин Александр Сергеевич,Митина любовь,1542,1742
Толстой Алексей Николаевич,Маленькая печальная повесть,1148,1724
Пушкин Александр Сергеевич,Крестьянские дети,1479,591
Толстой Алексей Николаевич,Белые ночи,2026,707
Достоевский Фёдор Михайлович,Шинель,1665,322
Некрасов Николай Алексеевич,Первая любовь,1167,310
Булгаков Михаил Афанасьевич,Медный всадник,1606,1869
Чехов Антон Павлович,Братья Карамазовы,1280,584
Некрасов Николай Алексеевич,Медный всадник,1833,233
Некрасов Виктор Платонович,Белая гвардия,1897,396
Толстой Алексей Николаевич,Листопад,1720,1534
Бунин Иван Алексеевич,Мертвые души,1933,477
Шолохов Михаил Александрович,Морфий,1233,488
Чехов Антон Павлович,Ревизор,1739,1027
Тургенев Иван Сергеевич,Вишнёвый сад,1579,136
Тургенев Иван Сергеевич,Воскресение,1906,1589
Тургенев Иван Сергеевич,Донские рассказы,1912,1539
Бунин Иван Алексеевич,Бесы,1907,1470
Булгаков Михаил Афанасьевич,Хамелеон,1200,1346
Толстой Лев Николаевич,Русские женщины,1622,890
Некрасов Виктор Платонович,Морфий,1510,1915
Бунин Иван Алексеевич,Кому на Руси жить хорошо,2009,91
Гоголь Николай Васильевич,Идиот,1991,928
Тургенев Иван Сергеевич,Донские рассказы,1694,184
Гоголь Николай Васильевич,Вишнёвый сад,1789,728
Толстой Лев Николаевич,Собачье сердце,1465,1674
Гоголь Николай Васильевич,Антоновские яблоки,1754,1072
Пушкин Александр Сергеевич,Евгений Онегин,1318,923
Тургенев Иван Сергеевич,Судьба человека,1313,152
